291;str24;15;str7
292;str12;49;str27
293;str46;18;str44
294;str45;47;str26
295;str27;21;str32
296;str36;40;str26
297;str35;10;str33
298;str41;17;str47
299;str29;28;str49
300;str18;31;str34
301;str29;10;str13
302;str37;20;str47
303;str2;18;str29
304;str42;17;str49
305;str34;38;str38
306;str45;35;str42
307;str48;38;str42
308;str33;2;str26
309;str18;29;str8
310;str45;20;str47
311;str17;50;str26
312;str25;4;str24
313;str50;15;str11
314;str24;32;str48
315;str34;2;str11
316;str25;29;str20
317;str49;42;str34
318;str39;44;str12
319;str40;16;str47
320;str50;20;str32
321;str43;39;str34
322;str20;30;str16
323;str12;22;str42
324;str31;10;str15
325;str26;43;str25
326;str49;22;str2
327;str24;14;str4
328;str26;6;str42
329;str42;37;str48
330;str34;38;str36
331;str29;13;str40
332;str7;8;str3
333;str36;38;str37
334;str30;37;str19
335;str26;2;str45
336;str12;2;str2
337;str42;6;str4
338;str11;24;str20
339;str34;25;str29
340;str35;23;str16
341;str28;21;str20
342;str43;14;str9
343;str27;5;str21
344;str32;24;str2
345;str13;8;str33
346;str28;39;str40
347;str27;40;str27
348;str5;20;str32
349;str21;44;str19
350;str16;8;str11
351;str20;8;str15
352;str50;15;str23
353;str28;22;str7
354;str28;48;str39
355;str23;8;str17
356;str31;46;str38
357;str31;32;str22
358;str4;14;str46
359;str11;37;str42
360;str40;50;str42
361;str26;35;str30
362;str19;48;str46
363;str36;17;str26
364;str8;49;str45
365;str21;26;str11
366;str36;13;str1
367;str37;50;str41
368;str9;8;str42
369;str49;22;str15
370;str24;45;str19
371;str8;5;str7
372;str42;7;str25
373;str50;31;str41
374;str41;26;str32
375;str32;21;str18
376;str27;34;str7
377;str48;24;str50
378;str29;6;str14
379;str12;28;str38
380;str16;43;str13
381;str38;11;str8
382;str6;50;str29
383;str38;44;str47
384;str21;37;str27
385;str16;49;str30
386;str6;22;str32
387;str19;34;str38
388;str16;30;str36
389;str17;32;str47
390;str24;8;str24
391;str43;46;str14
392;str36;28;str4
393;str7;40;str13
394;str32;3;str5
395;str15;9;str33
396;str35;7;str12
397;str40;31;str34
398;str7;45;str19
399;str17;22;str43
400;str12;30;str37
401;str18;45;str2
402;str29;50;str4
403;str19;5;str26
404;str45;12;str22
405;str24;6;str42
406;str5;19;str1
407;str33;28;str34
408;str23;41;str20
409;str44;44;str38
410;str50;46;str44
411;str46;6;str10
412;str47;19;str14
413;str46;6;str36
414;str13;9;str19
415;str10;2;str31
416;str50;9;str4
417;str26;3;str32
418;str46;26;str34
419;str41;38;str16
420;str49;49;str39
421;str10;7;str23
422;str25;44;str4
423;str13;8;str46
424;str46;41;str28
425;str34;17;str17
426;str49;24;str31
427;str16;21;str18
428;str8;27;str46
429;str17;42;str16
430;str49;38;str2
431;str14;10;str2
432;str43;2;str8
433;str43;24;str10
434;str39;33;str42
435;str28;7;str46
436;str11;27;str6
437;str48;33;str30
438;str26;35;str24
439;str49;4;str19
440;str42;27;str50
441;str13;6;str41
442;str44;38;str46
443;str6;38;str6
444;str15;13;str45
445;str3;19;str1
446;str6;6;str8
447;str10;11;str13
448;str17;10;str15
449;str49;15;str4
450;str38;44;str4
451;str17;5;str19
452;str39;37;str24
453;str41;41;str15
454;str44;41;str48
455;str41;42;str28
456;str17;50;str48
457;str29;23;str32
458;str30;3;str46
459;str14;2;str21
460;str2;32;str3
461;str24;37;str36
462;str27;31;str7
463;str33;27;str49
464;str2;7;str38
465;str47;39;str31
466;str3;27;str31
467;str28;23;str2
468;str24;29;str11
469;str27;50;str30
470;str29;18;str6
471;str20;15;str27
472;str49;24;str49
473;str24;39;str6
474;str10;21;str33
475;str6;3;str8
476;str46;45;str3
477;str45;17;str46
478;str19;23;str46
479;str14;46;str49
480;str10;18;str32
481;str25;8;str26
482;str18;3;str29
483;str5;29;str32
484;str8;32;str12
485;str44;41;str17
486;str28;22;str50
487;str6;50;str33
488;str17;42;str32
489;str16;22;str7
490;str34;37;str38
491;str7;21;str6
492;str48;33;str1
493;str18;44;str15
494;str3;5;str38
495;str8;24;str25
496;str39;21;str34
497;str5;12;str42
498;str35;43;str45
499;str28;7;str11
500;str17;9;str23
501;str10;39;str41
502;str29;21;str22
503;str18;50;str37
504;str21;19;str15
505;str9;1;str47
506;str39;17;str47
507;str1;29;str9
508;str33;15;str48
509;str8;25;str25
510;str50;49;str31
511;str24;4;str22
512;str6;10;str19
513;str28;41;str21
514;str40;10;str35
515;str28;50;str43
516;str40;1;str49
517;str41;46;str17
518;str3;37;str30
519;str25;7;str40
520;str36;2;str14
521;str37;24;str8
522;str19;47;str39
523;str7;9;str22
524;str17;44;str2
525;str45;20;str47
526;str42;33;str38
527;str25;1;str43
528;str48;36;str47
529;str49;30;str28
530;str48;4;str13
531;str1;14;str13
532;str41;41;str28
533;str10;22;str13
534;str39;12;str47
535;str34;16;str19
536;str13;25;str10
537;str31;16;str7
538;str1;26;str16
539;str29;37;str10
540;str41;24;str7
541;str26;8;str27
542;str48;25;str28
543;str38;9;str11
544;str39;37;str22
545;str11;34;str4
546;str29;11;str32
547;str28;34;str10
548;str34;29;str41
549;str43;33;str1
550;str41;12;str29
551;str41;49;str4
552;str19;44;str9
553;str1;2;str10
554;str24;22;str49
555;str45;34;str45
556;str36;15;str41
557;str22;35;str35
558;str38;15;str46
559;str18;21;str46
560;str20;47;str22
561;str31;35;str45
562;str44;28;str48
563;str6;11;str32
564;str48;19;str19
565;str7;36;str50
566;str42;36;str12
567;str36;31;str48
568;str13;32;str21
569;str47;17;str31
570;str47;10;str7
571;str45;49;str4
572;str10;40;str43
573;str31;40;str42
574;str38;1;str11
575;str47;32;str9
576;str28;15;str43
577;str44;11;str9
578;str2;7;str33
579;str22;2;str46
580;str32;5;str22
581;str47;31;str45
582;str10;23;str13
583;str50;16;str49
584;str18;1;str7
585;str17;10;str18
586;str19;9;str2
587;str34;19;str45
588;str43;43;str36
589;str9;43;str32
590;str13;6;str29
591;str18;17;str7
592;str11;24;str44
593;str32;7;str7
594;str49;45;str49
595;str15;40;str37
596;str5;9;str39
597;str7;10;str13
598;str6;50;str34
599;str22;48;str32
600;str34;41;str43
601;str38;9;str5
602;str1;5;str37
603;str17;30;str39
604;str49;8;str37
605;str36;26;str8
606;str44;10;str37
607;str27;32;str42
608;str19;38;str35
609;str13;40;str49
610;str43;16;str46
611;str29;34;str6
612;str11;48;str4
613;str33;42;str3
614;str42;43;str18
615;str5;1;str30
616;str44;25;str22
617;str33;25;str31
618;str23;9;str47
619;str42;31;str5
620;str30;38;str27
621;str4;19;str47
622;str42;19;str4
623;str24;44;str28
624;str28;14;str43
625;str40;42;str41
626;str1;6;str46
627;str34;40;str2
628;str37;32;str50
629;str1;34;str8
630;str12;48;str9
631;str30;16;str6
632;str34;48;str50
633;str19;27;str15
634;str34;4;str36
635;str9;10;str50
636;str8;23;str25
637;str40;38;str11
638;str19;19;str45
639;str3;40;str39
640;str28;5;str8
641;str36;43;str12
642;str26;31;str11
643;str18;5;str41
644;str1;49;str42
645;str40;4;str24
646;str2;13;str48
647;str4;32;str28
648;str24;37;str4
649;str39;14;str24
650;str44;42;str14
651;str28;23;str28
652;str14;7;str37
653;str16;20;str32
654;str15;32;str25
655;str15;49;str25
656;str17;36;str15
657;str42;15;str34
658;str24;28;str28
659;str4;15;str6
660;str19;27;str14
661;str18;36;str48
662;str33;13;str35
663;str25;40;str14
664;str42;15;str29
665;str38;19;str14
666;str18;39;str46
667;str37;14;str44
668;str47;24;str12
669;str9;31;str20
670;str6;43;str1
671;str36;26;str24
672;str42;8;str45
673;str11;45;str27
674;str50;44;str5
675;str21;31;str33
676;str25;23;str5
677;str14;48;str50
678;str40;25;str31
679;str21;4;str29
680;str18;1;str35
681;str33;33;str42
682;str4;2;str3
683;str6;31;str31
684;str38;26;str37
685;str5;46;str21
686;str3;8;str37
687;str5;35;str14
688;str47;1;str29
689;str44;5;str45
690;str44;16;str32
691;str47;33;str22
692;str42;13;str41
693;str7;27;str21
694;str11;30;str13
695;str19;47;str16
696;str11;38;str48
697;str33;9;str43
698;str2;11;str48
699;str20;34;str12
700;str17;18;str22
701;str13;13;str35
702;str36;33;str43
703;str1;31;str14
704;str22;37;str28
705;str19;50;str41
706;str36;28;str43
707;str37;10;str22
708;str36;27;str49
709;str26;48;str28
710;str26;15;str46
711;str9;7;str36
712;str10;6;str12
713;str29;10;str6
714;str41;33;str29
715;str27;7;str8
716;str18;49;str1
717;str27;26;str6
718;str33;6;str37
719;str39;21;str12
720;str30;26;str26
721;str41;25;str10
722;str44;29;str41
723;str24;33;str25
724;str38;27;str7
725;str39;1;str31
726;str34;2;str6
727;str42;50;str20
728;str43;20;str33
729;str20;33;str45
730;str7;36;str21
731;str26;20;str31
732;str7;42;str48
733;str47;47;str41
734;str45;34;str27
735;str36;45;str38
736;str43;2;str13
737;str12;23;str19
738;str20;12;str47
739;str34;45;str24
740;str27;23;str34
741;str37;18;str47
742;str33;33;str41
743;str42;13;str35
744;str17;15;str33
745;str42;30;str30
746;str8;36;str42
747;str3;13;str20
748;str43;33;str47
749;str30;20;str32
750;str37;17;str6
751;str26;33;str19
752;str23;37;str10
753;str1;7;str39
754;str18;16;str9
755;str12;10;str25
756;str28;45;str25
757;str29;36;str46
758;str1;41;str32
759;str1;48;str10
760;str7;41;str22
761;str3;25;str6
762;str27;1;str2
763;str20;30;str22
764;str35;12;str41
765;str27;31;str46
766;str14;10;str47
767;str32;20;str2
768;str2;25;str46
769;str3;30;str43
770;str21;16;str25
771;str35;45;str25
772;str2;15;str49
773;str28;24;str6
774;str23;18;str29
775;str3;13;str39
776;str25;2;str10
777;str47;15;str7
778;str22;5;str50
779;str19;37;str30
780;str33;30;str37
781;str34;4;str43
782;str14;22;str11
783;str33;50;str24
784;str28;27;str38
785;str17;34;str1
786;str38;45;str18
787;str12;5;str2
788;str6;25;str27
789;str50;16;str1
790;str46;32;str23
791;str28;41;str31
792;str36;29;str40
793;str13;5;str28
794;str41;25;str34
795;str1;44;str37
796;str33;41;str25
797;str9;36;str36
798;str13;3;str42
799;str1;15;str42
800;str5;19;str25
801;str11;23;str21
802;str8;22;str23
803;str24;22;str30
804;str36;33;str25
805;str18;14;str31
806;str14;22;str29
807;str31;50;str20
808;str5;18;str46
809;str21;33;str39
810;str7;26;str27
811;str42;17;str15
812;str35;45;str12
813;str8;27;str16
814;str9;22;str4
815;str37;47;str30
816;str11;10;str2
817;str31;39;str16
818;str42;28;str25
819;str14;6;str10
820;str45;30;str10
821;str26;30;str9
822;str43;21;str28
823;str34;48;str38
824;str29;15;str39
825;str10;4;str48
826;str26;4;str21
827;str43;20;str10
828;str35;28;str15
829;str7;24;str6
830;str19;39;str40
831;str28;42;str23
832;str49;13;str23
833;str32;38;str25
834;str5;46;str31
835;str47;17;str34
836;str24;16;str8
837;str35;25;str38
838;str14;41;str16
839;str27;19;str35
840;str4;13;str46
841;str41;37;str13
842;str3;9;str18
843;str16;3;str31
844;str6;19;str11
845;str23;39;str3
846;str44;11;str21
847;str7;37;str38
848;str16;8;str12
849;str31;26;str32
850;str25;3;str37
851;str1;7;str5
852;str6;48;str47
853;str5;21;str14
854;str11;43;str46
855;str41;2;str4
856;str49;46;str23
857;str48;47;str31
858;str16;3;str46
859;str20;44;str37
860;str50;34;str6
861;str49;33;str4
862;str34;46;str23
863;str32;14;str2
864;str40;7;str48
865;str45;5;str3
866;str25;10;str38
867;str6;20;str9
868;str46;21;str20
869;str21;40;str11
870;str11;36;str50
871;str26;44;str21
872;str2;11;str8
873;str42;8;str25
874;str6;34;str49
875;str4;24;str48
876;str19;19;str9
877;str33;23;str6
878;str30;32;str1
879;str46;8;str3
880;str38;9;str30
881;str29;8;str28
882;str32;11;str16
883;str37;43;str38
884;str32;27;str10
885;str34;46;str14
886;str38;5;str16
887;str26;15;str39
888;str13;48;str39
889;str46;35;str31
890;str23;8;str23
891;str31;10;str17
892;str46;6;str4
893;str8;29;str45
894;str44;8;str15
895;str28;48;str46
896;str4;37;str18
897;str28;39;str18
898;str27;9;str18
899;str1;20;str31
900;str13;25;str8
901;str39;27;str32
902;str21;17;str34
903;str38;49;str12
904;str3;40;str17
905;str10;50;str17
906;str2;35;str41
907;str21;20;str50
908;str42;40;str14
909;str24;27;str15
910;str3;38;str31
911;str22;22;str10
912;str38;8;str3
913;str3;44;str42
914;str26;46;str4
915;str50;18;str4
916;str11;28;str8
917;str38;27;str30
918;str12;42;str37
919;str2;23;str22
920;str2;11;str50
921;str10;25;str15
922;str35;11;str41
923;str27;3;str38
924;str23;6;str15
925;str40;49;str37
926;str21;42;str31
927;str17;8;str40
928;str16;31;str6
929;str41;22;str39
930;str50;8;str27
931;str5;46;str6
932;str34;34;str47
933;str32;25;str42
934;str7;26;str43
935;str16;33;str5
936;str19;28;str47
937;str23;49;str28
938;str5;34;str1
939;str9;8;str29
940;str47;16;str27
941;str19;49;str6
942;str27;40;str47
943;str5;9;str24
944;str22;47;str18
945;str18;5;str34
946;str12;43;str39
947;str10;36;str32
948;str25;4;str46
949;str26;25;str27
950;str49;15;str29
951;str48;47;str8
952;str19;4;str15
953;str19;6;str45
954;str47;38;str3
955;str46;42;str36
956;str23;48;str31
957;str35;12;str43
958;str33;5;str43
959;str50;2;str19
960;str46;20;str5
961;str9;45;str44
962;str32;20;str44
963;str50;38;str10
964;str16;2;str7
965;str2;41;str35
966;str47;9;str5
967;str2;29;str50
968;str29;30;str30
969;str48;15;str35
970;str45;46;str50
971;str36;44;str20
972;str42;9;str38
973;str37;25;str32
974;str2;11;str28
975;str12;22;str33
976;str14;1;str35
977;str25;43;str16
978;str24;39;str15
979;str27;11;str25
980;str31;35;str45
981;str41;13;str16
982;str17;44;str43
983;str25;18;str46
984;str22;41;str48
985;str30;43;str47
986;str22;7;str37
987;str16;6;str46
988;str20;9;str24
989;str21;43;str4
990;str5;26;str1
991;str19;11;str7
992;str9;29;str11
993;str20;48;str31
994;str18;5;str37
995;str19;38;str36
996;str39;14;str44
997;str25;37;str39
998;str48;33;str10
999;str40;39;str23
1000;str32;27;str5
1001;str32;10;str39
1002;str35;4;str50
1003;str29;18;str50
1004;str28;25;str12
1005;str20;37;str26
1006;str4;20;str34
1007;str48;36;str20
1008;str27;25;str37
1009;str17;12;str43
1010;str38;6;str21
1011;str26;30;str13
1012;str13;29;str37
1013;str27;45;str27
1014;str45;50;str15
1015;str3;30;str7
1016;str17;3;str10
1017;str10;23;str38
1018;str28;17;str15
1019;str43;6;str8
1020;str39;12;str36
1021;str33;42;str22
1022;str5;1;str39
1023;str13;44;str49
1024;str22;32;str7
1025;str44;4;str49
1026;str35;16;str41
1027;str9;20;str41
1028;str7;19;str40
1029;str5;12;str3
1030;str3;32;str29
1031;str21;29;str7
1032;str18;30;str47
1033;str22;42;str15
1034;str46;28;str32
1035;str20;45;str9
1036;str18;10;str42
1037;str7;1;str32
1038;str47;32;str25
1039;str9;27;str33
1040;str14;15;str33
1041;str17;37;str1
1042;str32;39;str44
1043;str44;11;str23
1044;str47;25;str22
1045;str12;44;str34
1046;str8;49;str48
1047;str32;34;str50
1048;str3;13;str44
1049;str4;45;str24
1050;str3;42;str43
1051;str25;42;str48
1052;str46;37;str6
1053;str24;20;str12
1054;str6;36;str49
1055;str25;47;str35
1056;str50;29;str15
1057;str42;8;str46
1058;str41;12;str40
1059;str14;46;str5
1060;str41;26;str26
1061;str20;16;str16
1062;str20;20;str24
1063;str27;33;str47
1064;str29;33;str22
1065;str12;3;str39
1066;str1;25;str2
1067;str2;28;str30
1068;str4;40;str3
1069;str27;9;str2
1070;str47;33;str16
1071;str17;36;str25
1072;str11;16;str29
1073;str47;25;str10
1074;str18;13;str48
1075;str22;20;str40
1076;str30;42;str5
1077;str48;39;str35
1078;str33;33;str1
1079;str29;34;str43
1080;str6;10;str1
1081;str3;11;str8
1082;str48;26;str27
1083;str28;41;str10
1084;str21;20;str29
1085;str35;2;str19
1086;str47;13;str37
1087;str18;7;str41
1088;str46;30;str35
1089;str3;18;str44
1090;str4;22;str37
1091;str37;18;str42
1092;str7;24;str46
1093;str29;34;str34
1094;str27;23;str22
1095;str24;46;str42
1096;str50;44;str32
1097;str33;34;str36
1098;str39;23;str6
1099;str25;13;str44
1100;str24;39;str10
1101;str31;28;str25
1102;str13;16;str14
1103;str36;19;str19
1104;str41;42;str16
1105;str15;7;str47
1106;str20;26;str40
1107;str23;29;str21
1108;str20;3;str20
1109;str48;14;str32
1110;str10;46;str22
1111;str40;5;str26
1112;str43;20;str22
1113;str37;49;str27
1114;str26;14;str19
1115;str4;22;str18
1116;str10;27;str13
1117;str9;37;str2
1118;str40;31;str36
1119;str18;14;str35
1120;str32;29;str43
1121;str34;37;str48
1122;str3;16;str40
1123;str40;37;str15
1124;str31;10;str41
1125;str5;25;str5
1126;str48;9;str23
1127;str24;39;str3
1128;str14;25;str46
1129;str48;37;str32
1130;str44;46;str24
1131;str5;49;str11
1132;str40;3;str23
1133;str37;44;str36
1134;str47;37;str33
1135;str17;31;str24
1136;str1;17;str11
1137;str26;27;str39
1138;str5;2;str9
1139;str10;41;str30
1140;str16;45;str46
1141;str16;45;str1
1142;str3;2;str5
1143;str9;21;str39
1144;str31;14;str9
1145;str29;1;str30
1146;str46;12;str1
1147;str15;29;str1
1148;str3;48;str29
1149;str24;5;str21
1150;str13;36;str8
1151;str48;34;str18
1152;str48;50;str23
1153;str14;42;str37
1154;str41;4;str24
1155;str43;33;str41
1156;str13;21;str27
1157;str38;27;str3
1158;str12;9;str33
1159;str44;46;str34
1160;str21;24;str44
1161;str45;47;str46
1162;str40;5;str23
1163;str20;48;str22
1164;str9;23;str27
1165;str48;28;str49
1166;str26;43;str23
1167;str10;18;str1
1168;str43;43;str5
1169;str15;34;str8
1170;str39;25;str15
1171;str14;7;str4
1172;str17;2;str42
1173;str4;2;str40
1174;str10;32;str28
1175;str4;35;str7
1176;str11;7;str18
1177;str7;23;str45
1178;str25;21;str24
1179;str39;6;str46
1180;str9;49;str40
1181;str2;4;str2
1182;str6;31;str9
1183;str17;49;str41
1184;str20;32;str37
1185;str44;22;str28
1186;str38;12;str4
1187;str6;25;str18
1188;str44;46;str1
1189;str41;50;str35
1190;str8;36;str6
1191;str27;12;str26
1192;str48;18;str13
1193;str21;41;str22
1194;str41;40;str46
1195;str8;44;str22
1196;str45;26;str8
1197;str12;35;str36
1198;str12;17;str12
1199;str10;48;str25
1200;str7;7;str35
1201;str45;26;str28
1202;str40;26;str5
1203;str5;29;str48
1204;str10;1;str43
1205;str49;15;str15
1206;str13;12;str2
1207;str13;12;str35
1208;str12;50;str8
1209;str37;8;str39
1210;str40;37;str18
1211;str49;40;str32
1212;str7;13;str39
1213;str48;25;str45
1214;str19;3;str18
1215;str5;2;str14
1216;str8;13;str43
1217;str5;42;str40
1218;str15;14;str17
1219;str19;46;str38
1220;str35;44;str7
1221;str1;8;str35
1222;str17;28;str26
1223;str31;36;str11
1224;str6;9;str49
1225;str6;1;str9
1226;str11;8;str12
1227;str41;8;str29
1228;str34;45;str49
1229;str9;25;str45
1230;str17;35;str41
1231;str13;14;str50
1232;str2;6;str4
1233;str42;17;str19
1234;str46;48;str7
1235;str40;4;str3
1236;str24;25;str2
1237;str30;32;str45
1238;str3;49;str40
1239;str18;3;str17
1240;str45;26;str8
1241;str16;8;str7
1242;str11;23;str9
1243;str8;31;str6
1244;str15;6;str45
1245;str20;14;str50
1246;str4;39;str31
1247;str20;9;str34
1248;str12;37;str24
1249;str4;5;str33
1250;str23;13;str27
1251;str42;24;str43
1252;str30;2;str19
1253;str30;1;str8
1254;str2;12;str12
1255;str7;1;str31
1256;str16;9;str38
1257;str47;16;str8
1258;str12;1;str50
1259;str16;11;str37
1260;str40;29;str49
1261;str26;18;str17
1262;str13;19;str34
1263;str14;38;str3
1264;str23;48;str36
1265;str49;2;str12
1266;str31;11;str31
1267;str26;5;str25
1268;str22;16;str3
1269;str39;4;str15
1270;str13;42;str31
1271;str47;30;str21
1272;str26;5;str44
1273;str42;4;str3
1274;str12;12;str22
1275;str17;27;str39
1276;str8;16;str8
1277;str11;41;str25
1278;str9;12;str36
1279;str11;19;str36
1280;str8;38;str19
1281;str29;49;str43
1282;str42;42;str45
1283;str36;27;str41
1284;str11;18;str22
1285;str40;17;str21
1286;str47;25;str18
1287;str37;29;str34
1288;str10;25;str33
1289;str40;14;str36
1290;str45;32;str29
1291;str27;31;str36
1292;str29;33;str15
1293;str24;41;str15
1294;str31;38;str50
1295;str18;25;str42
1296;str27;28;str2
1297;str13;37;str4
1298;str17;30;str34
1299;str41;44;str45
1300;str30;44;str5
1301;str30;5;str12
1302;str37;49;str47
1303;str6;2;str44
1304;str15;38;str8
1305;str15;5;str49
1306;str10;24;str32
1307;str9;1;str41
1308;str34;35;str31
1309;str46;15;str29
1310;str7;44;str50
1311;str9;39;str37
1312;str14;34;str22
1313;str21;42;str24
1314;str43;42;str1
1315;str47;45;str12
1316;str44;18;str17
1317;str20;30;str19
1318;str10;43;str32
1319;str13;34;str33
1320;str49;8;str46
1321;str19;46;str40
1322;str22;22;str40
1323;str33;15;str19
1324;str50;6;str1
1325;str50;49;str22
1326;str7;6;str25
1327;str32;28;str26
1328;str31;34;str37
1329;str41;28;str26
1330;str19;18;str42
1331;str33;34;str22
1332;str32;22;str40
1333;str22;35;str2
1334;str19;15;str45
1335;str26;49;str27
1336;str17;17;str46
1337;str31;23;str6
1338;str26;2;str49
1339;str36;1;str25
1340;str31;39;str10
1341;str31;46;str4
1342;str19;8;str42
1343;str15;48;str22
1344;str3;2;str35
1345;str17;23;str25
1346;str10;37;str17
1347;str50;32;str8
1348;str15;3;str34
1349;str19;34;str47
1350;str20;31;str1
1351;str18;35;str47
1352;str34;32;str1
1353;str47;7;str10
1354;str45;20;str8
1355;str17;15;str32
1356;str39;10;str31
1357;str27;32;str42
1358;str45;36;str41
1359;str4;6;str35
1360;str18;11;str6
1361;str47;35;str5
1362;str44;25;str5
1363;str20;24;str22
