343;str11;13;str10;38
344;str16;41;str4;10
345;str50;20;str4;9
346;str1;15;str41;49
347;str12;34;str28;16
348;str6;16;str46;50
349;str30;21;str16;8
350;str34;9;str18;34
351;str15;13;str32;27
352;str13;9;str35;2
353;str27;25;str49;2
354;str14;28;str47;40
355;str28;14;str4;38
356;str10;41;str4;14
357;str42;23;str32;38
358;str9;1;str45;6
359;str46;16;str29;50
360;str5;16;str27;12
361;str20;27;str14;50
362;str21;22;str30;49
363;str48;43;str10;3
364;str43;18;str47;27
365;str27;44;str3;43
366;str16;29;str18;42
367;str25;36;str35;40
368;str43;41;str11;37
369;str31;18;str29;22
370;str33;49;str20;10
371;str22;9;str36;32
372;str29;30;str10;48
373;str48;3;str15;34
374;str5;2;str9;21
375;str6;34;str18;3
376;str45;37;str17;9
377;str9;19;str2;42
378;str43;43;str31;11
379;str30;17;str3;11
380;str46;43;str28;42
381;str33;22;str3;44
382;str6;2;str16;40
383;str47;5;str8;24
384;str14;14;str10;31
385;str35;28;str18;9
386;str48;34;str16;22
387;str19;5;str3;31
388;str6;41;str3;41
389;str36;17;str31;1
390;str5;48;str48;33
391;str33;14;str14;49
392;str5;2;str18;24
393;str48;13;str18;8
394;str28;22;str13;24
395;str9;2;str45;22
396;str19;27;str22;3
397;str25;35;str30;46
398;str15;24;str48;36
399;str38;43;str6;24
400;str12;2;str15;12
401;str3;17;str43;17
402;str33;1;str42;13
403;str48;15;str49;24
404;str46;7;str42;17
405;str39;29;str21;2
406;str7;32;str23;23
407;str18;29;str30;15
408;str49;25;str1;21
409;str3;10;str14;28
410;str28;24;str39;50
411;str12;43;str14;26
412;str17;49;str3;6
413;str20;23;str48;16
414;str31;28;str7;2
415;str16;17;str17;24
416;str15;8;str23;13
417;str35;20;str46;23
418;str48;32;str12;33
419;str29;28;str35;37
420;str29;22;str4;13
421;str10;25;str32;32
422;str30;11;str38;44
423;str18;1;str50;36
424;str11;14;str34;36
425;str45;27;str30;25
426;str22;7;str36;24
427;str6;28;str4;16
428;str12;8;str19;45
429;str20;11;str41;35
430;str16;14;str13;6
431;str7;50;str18;35
432;str30;46;str42;2
433;str49;35;str15;23
434;str16;28;str21;3
435;str43;33;str46;22
436;str8;49;str43;5
437;str40;1;str26;18
438;str17;12;str39;38
439;str38;22;str50;17
440;str12;42;str50;9
441;str8;31;str12;35
442;str19;8;str25;19
443;str29;35;str36;3
444;str10;44;str45;12
445;str15;1;str4;23
446;str38;31;str10;24
447;str41;13;str46;16
448;str29;50;str15;4
449;str42;23;str49;29
450;str16;19;str2;40
451;str44;1;str41;26
452;str50;5;str37;26
453;str18;35;str11;30
454;str23;27;str10;12
455;str10;47;str7;28
456;str7;10;str23;38
457;str3;45;str33;31
458;str5;50;str1;18
459;str1;37;str30;38
460;str14;44;str14;45
461;str19;42;str17;17
462;str22;6;str15;29
463;str15;35;str26;30
464;str47;17;str31;48
465;str49;8;str20;4
466;str4;43;str7;41
467;str9;19;str30;21
468;str40;7;str4;12
469;str18;26;str35;24
470;str45;23;str2;45
471;str37;14;str8;40
472;str6;5;str15;27
473;str9;34;str18;46
474;str37;28;str3;16
475;str21;22;str39;6
476;str19;39;str12;28
477;str22;34;str47;36
478;str12;32;str34;31
479;str29;15;str26;25
480;str44;13;str41;30
481;str1;12;str29;4
482;str15;45;str39;14
483;str50;40;str20;42
484;str23;9;str39;26
485;str42;33;str20;40
486;str10;17;str43;40
487;str49;22;str14;7
488;str11;38;str15;4
489;str28;8;str15;34
490;str11;8;str25;19
491;str24;13;str43;15
492;str20;28;str31;43
493;str14;49;str36;46
494;str6;25;str19;9
495;str9;19;str27;22
496;str41;24;str28;45
497;str17;4;str7;1
498;str23;36;str5;38
499;str21;22;str6;41
500;str38;47;str38;50
501;str17;31;str36;2
502;str6;47;str34;26
503;str15;2;str7;44
504;str42;35;str8;37
505;str23;10;str40;7
506;str43;8;str38;42
507;str13;12;str15;27
508;str12;4;str29;25
509;str44;32;str15;3
510;str42;47;str40;45
511;str40;24;str50;8
512;str17;26;str46;39
513;str5;38;str34;28
514;str29;21;str19;30
515;str20;21;str13;11
516;str43;7;str16;31
517;str15;2;str7;48
518;str25;37;str6;50
519;str19;42;str19;41
520;str8;30;str31;8
521;str3;39;str10;3
522;str30;5;str3;37
523;str21;8;str7;32
524;str39;2;str2;18
525;str11;44;str15;38
526;str17;8;str24;24
527;str23;23;str47;20
528;str33;44;str46;9
529;str39;39;str35;3
530;str46;6;str4;20
531;str10;8;str47;20
532;str25;28;str26;7
533;str41;47;str50;47
534;str48;14;str34;44
535;str39;7;str22;44
536;str40;28;str15;19
537;str6;44;str48;30
538;str17;7;str11;45
539;str34;32;str41;47
540;str15;28;str35;10
541;str8;49;str23;5
542;str6;25;str4;34
543;str42;31;str26;46
544;str23;16;str27;6
545;str5;27;str49;20
546;str23;8;str50;38
547;str7;13;str43;15
548;str10;16;str43;49
549;str34;1;str3;23
550;str3;3;str23;2
551;str25;19;str17;32
552;str14;20;str24;30
553;str13;29;str47;24
554;str18;39;str26;9
555;str35;11;str13;6
556;str6;22;str32;43
557;str4;34;str36;1
558;str10;7;str22;46
559;str30;20;str8;28
560;str18;6;str5;19
561;str22;32;str9;19
562;str50;25;str5;48
563;str50;2;str20;12
564;str42;26;str40;17
565;str5;26;str32;38
566;str16;37;str50;14
567;str11;24;str49;16
568;str10;30;str22;33
569;str46;14;str13;30
570;str20;31;str7;38
571;str45;46;str8;27
572;str48;42;str31;15
573;str32;19;str7;4
574;str23;30;str11;10
575;str22;2;str13;22
576;str26;32;str9;14
577;str12;49;str40;17
578;str29;41;str29;49
579;str4;43;str28;9
580;str11;33;str35;43
581;str24;11;str32;11
582;str34;19;str34;33
583;str25;3;str13;49
584;str46;18;str44;6
585;str47;31;str20;15
586;str49;6;str44;6
587;str19;9;str11;23
588;str27;42;str11;46
589;str28;11;str3;31
590;str15;12;str3;44
591;str20;30;str29;49
592;str50;20;str1;6
593;str37;1;str17;10
594;str21;39;str35;46
595;str25;29;str21;38
596;str47;23;str49;3
597;str44;38;str34;25
598;str46;20;str24;16
599;str48;39;str22;22
600;str11;13;str50;33
601;str43;18;str19;41
602;str44;5;str37;22
603;str40;5;str17;39
604;str19;17;str20;9
605;str42;16;str44;17
606;str15;17;str24;17
607;str6;15;str35;5
608;str21;2;str18;32
609;str14;25;str5;36
610;str50;31;str13;20
611;str6;2;str30;44
612;str27;16;str12;14
613;str20;2;str36;21
614;str38;34;str28;20
615;str22;37;str28;10
616;str49;6;str50;9
617;str1;10;str28;48
618;str2;38;str21;15
619;str33;10;str24;23
620;str1;7;str17;11
621;str42;50;str12;21
622;str22;25;str16;12
623;str2;3;str35;3
624;str35;25;str44;19
625;str20;2;str26;1
626;str12;9;str8;24
627;str21;31;str44;38
628;str15;19;str45;45
629;str17;41;str43;28
630;str13;1;str24;20
631;str2;14;str46;10
632;str38;39;str26;25
633;str10;35;str38;9
634;str24;10;str21;4
635;str28;37;str27;11
636;str35;11;str40;21
637;str25;12;str11;13
638;str47;38;str43;11
639;str46;34;str4;14
640;str15;24;str2;38
641;str26;37;str38;32
642;str33;17;str3;44
643;str21;8;str35;33
644;str26;11;str38;4
645;str2;2;str27;47
646;str30;5;str32;4
647;str12;13;str12;21
648;str10;2;str4;31
649;str16;45;str29;36
650;str11;23;str31;46
651;str33;19;str14;13
652;str43;47;str9;19
653;str50;45;str5;11
654;str44;33;str40;29
655;str37;23;str34;50
656;str46;42;str50;34
657;str36;22;str12;13
658;str34;11;str19;45
659;str13;20;str19;33
660;str6;28;str9;4
661;str21;27;str20;33
662;str14;2;str3;25
663;str37;41;str4;39
664;str41;12;str43;21
665;str49;9;str48;32
666;str32;28;str32;35
667;str25;6;str45;47
668;str33;16;str2;45
669;str17;45;str48;48
670;str2;49;str49;40
671;str28;41;str1;49
672;str3;8;str1;32
673;str4;46;str1;31
674;str31;4;str48;42
675;str19;26;str43;38
676;str5;34;str16;25
677;str2;48;str4;11
678;str31;7;str12;4
679;str44;13;str22;12
680;str50;19;str48;2
681;str23;16;str11;13
682;str5;43;str5;9
683;str8;19;str8;16
684;str35;36;str37;19
685;str20;50;str39;14
686;str9;22;str45;6
687;str31;12;str8;1
688;str44;27;str18;36
689;str37;4;str34;19
690;str33;12;str45;11
691;str8;37;str3;21
692;str32;37;str6;37
693;str27;27;str49;40
694;str6;26;str33;32
695;str15;4;str42;6
696;str21;45;str41;22
697;str22;47;str36;8
698;str43;2;str18;16
699;str17;9;str33;15
700;str7;17;str35;13
701;str4;45;str13;8
702;str26;30;str7;41
703;str22;17;str15;8
704;str49;41;str32;43
705;str14;41;str39;28
706;str49;38;str44;10
707;str3;10;str2;21
708;str42;7;str4;38
709;str35;42;str10;5
710;str21;45;str33;36
711;str44;47;str17;7
712;str46;14;str38;39
713;str38;13;str35;38
714;str48;8;str12;26
715;str37;23;str14;44
716;str1;3;str40;31
717;str47;26;str32;39
718;str9;15;str50;40
719;str27;45;str9;34
720;str1;23;str4;44
721;str15;38;str40;8
722;str48;25;str40;12
723;str5;29;str21;49
724;str28;6;str20;26
725;str28;25;str50;32
726;str25;46;str8;9
727;str25;40;str2;7
728;str48;42;str41;39
729;str40;48;str41;21
730;str39;13;str30;30
731;str19;7;str14;11
732;str6;16;str40;7
733;str50;26;str34;48
734;str18;15;str15;24
735;str39;11;str36;26
736;str37;6;str38;14
737;str30;33;str8;21
738;str10;40;str38;42
739;str27;30;str36;9
740;str49;24;str10;40
741;str15;27;str48;50
742;str20;8;str40;40
743;str11;35;str33;15
744;str13;49;str34;26
745;str33;26;str30;44
746;str6;25;str19;31
747;str7;20;str12;44
748;str4;34;str34;48
749;str40;14;str33;43
750;str42;11;str37;6
751;str44;44;str38;16
752;str38;49;str25;5
753;str17;37;str18;10
754;str13;18;str13;48
755;str35;47;str25;32
756;str24;6;str50;39
757;str4;7;str47;33
758;str1;32;str29;50
759;str48;15;str36;36
760;str38;25;str41;10
761;str43;40;str31;20
762;str4;29;str29;29
763;str44;3;str20;48
764;str25;41;str36;48
765;str47;25;str10;2
766;str29;47;str22;36
767;str34;47;str50;8
768;str41;11;str33;20
769;str14;42;str30;9
770;str27;2;str24;29
771;str8;2;str26;41
772;str1;40;str39;14
773;str8;20;str11;15
774;str38;8;str8;20
775;str40;32;str41;15
776;str10;1;str3;38
777;str36;42;str11;24
778;str16;28;str17;8
779;str8;50;str39;20
780;str47;12;str24;21
781;str14;1;str16;3
782;str26;25;str20;33
783;str21;50;str26;34
784;str6;38;str15;40
785;str34;8;str21;42
786;str48;27;str8;36
787;str16;27;str18;26
788;str43;13;str34;37
789;str28;32;str34;23
790;str29;3;str18;37
791;str20;3;str30;8
792;str26;17;str48;26
793;str49;27;str16;48
794;str20;50;str50;9
795;str47;17;str33;16
796;str16;3;str5;12
797;str48;49;str26;22
798;str17;47;str19;8
799;str2;50;str10;29
800;str37;49;str32;38
801;str44;44;str46;33
802;str50;7;str33;26
803;str27;2;str3;13
804;str24;12;str26;18
805;str46;41;str26;6
806;str6;33;str2;40
807;str20;4;str20;35
808;str1;41;str7;26
809;str48;28;str19;5
810;str9;44;str10;38
811;str47;41;str24;27
812;str41;3;str20;10
813;str40;49;str38;50
814;str38;39;str50;46
815;str16;19;str3;37
816;str16;14;str19;6
817;str45;13;str47;16
818;str37;20;str43;34
819;str29;33;str42;36
820;str19;25;str21;8
821;str35;16;str34;11
822;str44;13;str18;1
823;str37;14;str26;8
824;str10;36;str35;8
825;str18;6;str8;46
826;str49;46;str26;42
827;str1;38;str21;45
828;str36;37;str32;16
829;str31;8;str21;8
830;str32;1;str2;27
831;str3;2;str22;42
832;str21;38;str3;31
833;str45;8;str5;33
834;str12;15;str11;37
835;str11;12;str14;13
836;str38;45;str18;2
837;str43;7;str11;4
838;str24;25;str50;38
839;str1;7;str34;11
840;str27;9;str27;37
841;str30;26;str41;26
842;str41;31;str46;17
843;str5;5;str2;23
844;str27;20;str16;15
845;str38;43;str12;15
846;str40;42;str5;42
847;str36;22;str10;20
848;str29;42;str3;13
849;str12;27;str23;6
850;str4;33;str42;15
851;str49;39;str12;20
852;str45;32;str13;7
853;str33;26;str43;15
854;str49;43;str22;21
855;str42;9;str40;12
856;str11;23;str11;39
857;str1;5;str1;14
858;str36;11;str45;46
859;str29;33;str44;41
860;str24;25;str12;23
861;str1;40;str26;42
862;str11;9;str46;29
863;str46;46;str13;5
864;str39;29;str28;40
865;str16;6;str46;5
866;str7;22;str47;41
867;str28;1;str20;31
868;str9;34;str5;42
869;str1;39;str48;9
870;str35;46;str10;12
871;str30;8;str9;32
872;str1;23;str2;50
873;str37;41;str28;19
874;str5;50;str36;11
875;str2;39;str11;38
876;str35;5;str40;14
877;str40;43;str24;49
878;str27;21;str42;19
879;str35;27;str16;20
880;str41;50;str37;33
881;str32;6;str22;49
882;str11;17;str16;8
883;str40;1;str9;39
884;str28;8;str23;26
885;str39;11;str30;24
886;str47;14;str4;15
887;str26;31;str36;7
888;str29;8;str32;25
889;str18;15;str3;16
890;str9;20;str14;2
891;str34;10;str24;32
892;str24;18;str25;20
893;str6;20;str31;7
894;str41;6;str4;12
895;str20;23;str50;41
896;str25;35;str33;50
897;str1;21;str9;36
898;str26;8;str25;2
899;str33;45;str29;41
900;str35;20;str10;3
901;str12;7;str10;22
902;str15;9;str16;25
903;str20;21;str40;40
904;str33;7;str36;1
905;str24;30;str35;21
906;str47;37;str15;23
907;str25;30;str32;4
908;str3;45;str34;30
909;str42;42;str5;13
910;str14;27;str48;1
911;str33;29;str31;27
912;str42;6;str42;47
913;str1;11;str14;36
914;str48;22;str9;48
915;str12;4;str29;46
916;str41;18;str29;32
917;str50;2;str29;50
918;str11;21;str36;50
919;str39;49;str4;12
920;str3;39;str30;25
921;str22;2;str43;29
922;str45;3;str31;9
923;str44;49;str43;43
924;str41;18;str32;10
925;str12;39;str27;14
926;str46;4;str27;37
927;str17;36;str47;40
928;str46;8;str28;35
929;str23;43;str19;6
930;str30;47;str24;25
931;str13;44;str50;30
932;str13;2;str33;27
933;str39;29;str42;47
934;str29;21;str27;43
935;str28;3;str15;19
936;str4;48;str44;4
937;str1;40;str12;41
938;str13;37;str33;34
939;str21;46;str47;33
940;str22;13;str28;26
941;str48;33;str40;6
942;str25;35;str9;34
943;str31;17;str43;36
944;str31;48;str19;5
945;str8;6;str16;13
946;str9;28;str3;15
947;str41;1;str5;31
948;str44;16;str33;48
949;str34;8;str6;12
950;str30;16;str42;24
951;str12;30;str8;37
952;str17;34;str27;2
953;str37;7;str20;9
954;str16;24;str36;44
955;str9;32;str48;47
956;str31;29;str8;27
957;str48;1;str8;37
958;str41;44;str46;27
959;str12;26;str28;11
960;str50;31;str6;19
961;str26;2;str7;19
962;str43;44;str45;28
963;str39;6;str33;29
964;str41;26;str33;50
965;str6;5;str35;50
966;str22;39;str1;45
967;str46;24;str37;48
968;str13;28;str3;2
969;str30;37;str39;18
970;str45;19;str48;42
971;str38;10;str39;36
972;str42;46;str12;5
973;str46;15;str5;37
974;str50;42;str31;4
975;str36;7;str27;49
976;str50;4;str39;31
977;str12;30;str47;1
978;str44;9;str16;18
979;str43;48;str34;31
980;str48;24;str30;48
981;str33;14;str8;43
982;str48;41;str30;16
983;str6;40;str17;42
984;str24;43;str17;46
985;str46;44;str17;23
986;str26;14;str45;33
987;str5;26;str44;12
988;str37;31;str38;38
989;str24;49;str47;21
990;str11;19;str16;43
991;str28;37;str27;25
992;str49;42;str20;15
993;str11;8;str39;22
994;str38;2;str27;41
995;str1;48;str49;38
996;str9;14;str29;47
997;str49;47;str43;36
998;str35;47;str24;30
999;str19;16;str8;23
1000;str25;41;str23;33
1001;str27;6;str41;50
1002;str33;21;str37;3
1003;str7;31;str26;33
1004;str32;8;str23;50
1005;str35;1;str15;17
1006;str27;26;str18;31
1007;str7;14;str49;28
1008;str39;42;str33;45
1009;str19;1;str42;36
1010;str16;30;str37;18
1011;str41;37;str24;1
1012;str24;1;str21;24
1013;str35;31;str2;15
1014;str12;26;str7;6
1015;str8;23;str45;47
1016;str27;28;str40;9
1017;str50;19;str25;5
1018;str25;20;str18;24
1019;str38;37;str23;31
1020;str7;34;str12;36
1021;str3;10;str11;19
1022;str44;38;str37;2
1023;str21;7;str26;2
1024;str31;23;str26;48
1025;str8;35;str33;30
1026;str38;35;str12;43
1027;str35;26;str28;23
1028;str1;20;str46;7
1029;str38;20;str10;31
1030;str30;28;str27;6
1031;str23;11;str24;22
1032;str31;1;str27;7
1033;str35;47;str20;17
1034;str21;47;str7;42
1035;str5;37;str20;49
1036;str20;21;str17;18
1037;str21;4;str49;8
1038;str45;7;str48;45
1039;str21;12;str10;14
1040;str9;9;str8;16
1041;str36;36;str17;16
1042;str49;23;str11;39
1043;str26;34;str16;43
1044;str19;26;str33;48
1045;str10;15;str1;7
1046;str8;22;str33;22
1047;str22;49;str17;44
1048;str19;25;str41;6
1049;str10;40;str14;3
1050;str25;17;str48;13
1051;str47;10;str13;11
1052;str41;2;str3;27
1053;str32;28;str32;38
1054;str24;39;str12;26
1055;str35;7;str9;45
1056;str28;39;str26;41
1057;str38;2;str15;36
1058;str21;43;str10;1
1059;str12;31;str40;40
1060;str10;16;str17;26
1061;str47;22;str38;48
1062;str13;14;str19;31
1063;str44;31;str21;15
1064;str13;31;str5;35
1065;str3;48;str13;40
1066;str13;34;str3;28
1067;str19;10;str4;1
1068;str38;17;str15;47
1069;str49;17;str49;2
1070;str3;27;str23;14
1071;str41;44;str39;22
1072;str46;27;str3;50
1073;str29;2;str27;3
1074;str5;47;str2;47
1075;str25;27;str27;38
1076;str16;32;str45;40
1077;str31;6;str40;8
1078;str38;37;str31;14
1079;str1;36;str1;7
1080;str46;6;str44;21
1081;str13;6;str49;49
1082;str39;36;str44;6
1083;str48;41;str47;21
1084;str9;50;str39;7
1085;str12;49;str28;25
1086;str39;22;str32;30
1087;str21;5;str49;23
1088;str24;40;str15;15
1089;str31;19;str33;14
1090;str38;36;str45;21
1091;str22;41;str45;17
1092;str4;46;str14;39
1093;str47;20;str9;19
1094;str4;48;str8;3
1095;str47;29;str2;18
1096;str27;50;str11;25
1097;str12;19;str49;21
1098;str4;41;str43;2
1099;str31;32;str45;6
1100;str24;26;str5;23
1101;str10;32;str14;2
1102;str12;28;str32;29
1103;str31;13;str45;19
1104;str24;31;str49;7
1105;str22;3;str5;2
1106;str6;21;str28;8
1107;str24;25;str10;32
1108;str48;8;str7;8
1109;str11;6;str46;43
1110;str18;16;str13;42
1111;str20;40;str29;16
1112;str21;32;str49;10
1113;str15;15;str47;36
1114;str32;27;str43;14
1115;str39;21;str32;37
1116;str38;38;str30;21
1117;str23;29;str49;10
1118;str35;39;str1;12
1119;str41;41;str36;13
1120;str3;50;str44;48
1121;str2;3;str10;29
1122;str21;25;str48;22
1123;str30;39;str39;13
1124;str43;26;str34;24
1125;str3;50;str41;4
1126;str9;39;str22;29
1127;str42;39;str31;43
1128;str24;10;str14;34
1129;str17;5;str1;29
1130;str23;33;str43;42
1131;str48;20;str48;27
1132;str35;29;str40;27
1133;str26;28;str16;47
1134;str35;39;str3;47
1135;str12;9;str31;3
1136;str26;38;str16;16
1137;str37;28;str22;37
1138;str23;20;str1;44
1139;str23;37;str3;45
1140;str44;3;str32;32
1141;str39;15;str13;23
1142;str6;21;str17;13
1143;str38;1;str48;31
1144;str28;50;str48;30
1145;str13;40;str8;7
1146;str32;5;str18;20
1147;str31;26;str6;16
1148;str12;19;str17;2
1149;str46;21;str27;29
1150;str12;3;str48;7
1151;str5;18;str42;11
1152;str19;42;str42;48
1153;str18;30;str24;26
