47;str5;17;str32;20;str36;39;str13;4;str18;8;str39;18;str34;38;str21;18
48;str48;32;str16;7;str21;20;str7;15;str16;18;str1;11;str10;35;str5;16
49;str38;41;str29;48;str35;43;str8;27;str3;23;str7;5;str17;49;str20;7
50;str39;2;str3;11;str15;48;str5;4;str45;23;str1;38;str23;15;str28;36
51;str24;3;str43;33;str29;10;str39;43;str8;36;str18;26;str48;31;str29;9
52;str26;35;str5;6;str38;42;str41;30;str31;45;str42;14;str48;28;str49;8
53;str9;8;str26;37;str32;17;str20;6;str30;36;str46;12;str8;1;str9;9
54;str21;23;str10;4;str25;4;str26;9;str8;8;str2;10;str39;27;str12;33
55;str7;35;str10;30;str20;13;str26;34;str37;15;str13;3;str18;23;str8;36
56;str10;32;str41;15;str33;2;str44;45;str40;19;str21;10;str9;1;str10;37
57;str39;32;str27;46;str35;14;str50;45;str42;2;str7;27;str2;8;str9;26
58;str26;26;str42;50;str40;15;str43;32;str2;39;str46;12;str3;36;str42;5
59;str7;4;str30;44;str45;26;str27;12;str2;2;str12;12;str8;50;str16;40
60;str13;13;str30;47;str28;30;str42;14;str41;28;str50;14;str38;6;str8;3
61;str13;37;str38;43;str31;15;str16;42;str28;48;str30;41;str48;36;str2;50
62;str14;21;str3;34;str41;8;str36;8;str21;45;str40;43;str5;7;str44;38
63;str7;9;str36;29;str45;38;str46;12;str26;24;str40;50;str48;40;str30;14
64;str30;36;str21;16;str15;15;str46;40;str5;16;str9;48;str31;18;str22;2
65;str23;5;str8;43;str6;26;str3;19;str23;17;str45;33;str3;24;str25;35
66;str43;10;str45;30;str16;9;str32;15;str47;31;str6;33;str10;17;str27;26
67;str45;27;str48;14;str13;23;str26;33;str49;13;str6;19;str21;38;str31;48
68;str29;11;str40;17;str8;50;str7;11;str40;34;str23;9;str2;5;str7;23
69;str21;21;str36;31;str24;14;str34;19;str23;20;str20;48;str28;43;str37;4
70;str29;24;str41;3;str42;13;str36;48;str1;27;str28;25;str44;16;str3;19
71;str31;4;str16;44;str42;7;str47;31;str8;29;str35;24;str32;15;str39;31
72;str49;9;str36;24;str28;17;str45;24;str2;50;str13;37;str26;33;str47;17
73;str4;10;str33;39;str32;31;str21;48;str16;36;str48;18;str36;34;str19;1
74;str19;22;str46;19;str41;17;str23;9;str44;47;str38;42;str47;11;str35;23
75;str30;33;str20;27;str5;22;str7;33;str7;27;str23;31;str18;17;str11;1
76;str42;5;str20;48;str36;14;str12;13;str4;27;str8;39;str29;45;str28;6
77;str21;34;str33;5;str26;28;str44;10;str3;17;str43;2;str24;23;str30;38
78;str45;3;str47;4;str40;36;str20;46;str31;28;str11;32;str8;6;str42;23
79;str47;1;str39;30;str12;44;str43;47;str43;29;str11;30;str29;44;str49;25
80;str40;21;str12;31;str38;50;str13;5;str40;12;str3;22;str34;22;str2;8
81;str37;31;str49;8;str27;40;str50;11;str10;29;str17;33;str31;20;str38;33
82;str43;40;str4;47;str11;10;str10;43;str23;24;str48;4;str36;5;str6;31
83;str35;44;str26;1;str42;30;str49;38;str46;36;str19;11;str19;42;str25;40
84;str22;40;str29;5;str36;7;str8;17;str25;49;str2;44;str30;44;str36;48
85;str17;8;str31;45;str9;49;str50;43;str18;25;str1;17;str14;47;str22;25
86;str17;8;str22;11;str23;4;str8;2;str30;2;str16;43;str36;25;str13;2
87;str28;8;str20;41;str49;23;str22;20;str49;37;str18;34;str8;34;str31;48
88;str27;48;str43;6;str5;27;str27;17;str7;33;str27;38;str47;33;str44;11
89;str39;6;str1;49;str19;48;str5;34;str24;33;str34;28;str25;3;str30;4
90;str28;34;str30;33;str25;50;str31;19;str43;19;str3;4;str18;36;str35;43
91;str39;1;str45;48;str50;23;str10;4;str4;4;str14;50;str20;45;str30;2
92;str30;37;str40;47;str47;12;str10;20;str28;4;str47;16;str1;49;str24;48
93;str34;47;str36;23;str35;34;str19;20;str23;25;str4;17;str45;9;str48;14
94;str31;41;str23;24;str13;11;str30;32;str44;32;str24;20;str48;23;str14;14
95;str28;33;str24;35;str38;17;str24;28;str6;18;str40;3;str19;30;str37;8
96;str15;39;str14;12;str38;5;str33;13;str18;41;str35;28;str45;33;str50;43
97;str29;25;str27;43;str45;47;str23;48;str28;23;str44;23;str11;37;str15;20
98;str44;49;str43;12;str36;34;str21;2;str34;24;str42;23;str40;29;str23;16
99;str4;13;str46;49;str38;6;str21;13;str39;19;str19;11;str39;39;str50;46
100;str1;46;str6;31;str10;17;str5;33;str40;8;str38;50;str50;30;str10;15
101;str28;18;str31;33;str3;9;str23;31;str42;25;str47;21;str11;3;str39;29
102;str16;41;str48;18;str39;10;str45;3;str30;39;str49;10;str44;39;str29;9
103;str13;16;str34;9;str42;5;str37;45;str38;49;str35;7;str26;33;str5;44
104;str14;29;str5;42;str23;11;str50;43;str23;38;str10;13;str50;17;str48;21
105;str35;15;str32;34;str25;44;str26;28;str30;23;str50;29;str21;43;str9;47
106;str35;37;str19;16;str43;5;str10;36;str6;40;str10;24;str36;24;str44;17
107;str1;23;str14;47;str21;23;str41;27;str39;29;str19;11;str41;6;str5;49
108;str43;5;str44;3;str2;48;str50;50;str3;3;str41;17;str49;40;str16;43
109;str19;46;str17;10;str47;35;str23;12;str35;45;str29;13;str19;40;str20;39
110;str38;12;str2;7;str25;20;str21;44;str19;27;str29;46;str17;44;str36;47
111;str11;8;str19;48;str49;19;str8;21;str10;43;str34;4;str25;6;str2;4
112;str34;8;str27;46;str47;48;str23;39;str28;13;str22;10;str32;40;str15;21
113;str10;10;str35;29;str3;5;str21;50;str23;22;str17;12;str35;10;str32;29
114;str25;1;str9;11;str44;19;str49;3;str1;16;str1;17;str12;43;str47;25
115;str42;50;str21;34;str34;37;str6;49;str23;22;str23;7;str8;11;str41;24
116;str21;29;str10;44;str42;3;str7;24;str1;33;str10;25;str40;11;str9;43
117;str14;13;str33;25;str48;9;str47;8;str27;24;str30;12;str6;10;str35;48
118;str41;15;str2;3;str25;15;str6;4;str35;17;str6;42;str11;40;str30;45
119;str9;19;str11;34;str15;19;str29;21;str23;32;str27;34;str18;44;str38;17
120;str11;21;str37;7;str10;43;str25;36;str3;36;str2;27;str22;32;str33;22
121;str48;27;str28;49;str14;13;str37;11;str10;46;str4;25;str38;34;str25;1
122;str45;22;str49;29;str2;15;str30;35;str50;17;str39;23;str8;7;str21;1
123;str19;50;str34;28;str43;12;str26;50;str50;26;str50;32;str19;8;str29;7
124;str15;8;str41;24;str3;1;str21;32;str35;19;str24;31;str36;19;str35;5
125;str33;39;str27;8;str29;34;str37;22;str44;48;str35;10;str28;15;str45;8
126;str30;3;str3;30;str20;45;str21;19;str39;39;str45;17;str1;19;str26;33
127;str15;35;str15;14;str14;29;str26;25;str42;8;str39;29;str1;35;str37;7
128;str44;28;str8;35;str43;17;str5;21;str18;36;str29;11;str47;46;str33;36
129;str13;37;str23;23;str7;13;str15;6;str17;32;str39;48;str41;20;str48;27
130;str25;34;str50;10;str22;23;str36;5;str24;47;str35;26;str34;28;str11;44
131;str44;4;str9;26;str36;50;str34;4;str38;29;str30;4;str17;2;str16;23
132;str5;2;str50;8;str50;36;str12;20;str49;29;str18;46;str5;2;str28;31
133;str16;16;str24;10;str25;49;str23;15;str36;48;str33;14;str45;15;str33;44
134;str23;19;str42;50;str7;10;str46;7;str50;27;str6;35;str10;21;str7;34
135;str7;8;str35;32;str24;42;str49;31;str25;22;str23;50;str29;41;str17;25
136;str18;28;str28;2;str13;30;str39;8;str39;19;str29;17;str36;31;str36;27
137;str46;24;str5;15;str2;44;str42;43;str41;20;str4;25;str47;49;str14;17
138;str29;11;str16;13;str29;23;str44;26;str34;38;str39;41;str48;11;str9;2
139;str8;3;str6;46;str6;42;str43;8;str40;47;str42;14;str14;8;str13;32
140;str23;25;str42;10;str16;5;str34;34;str24;26;str16;36;str3;9;str45;5
141;str7;8;str21;24;str14;30;str45;36;str29;42;str42;41;str26;12;str43;4
142;str20;21;str5;5;str33;8;str14;24;str4;30;str3;16;str46;35;str10;4
143;str11;50;str34;11;str23;2;str34;36;str32;17;str32;4;str37;15;str37;48
144;str36;22;str43;17;str46;12;str14;12;str39;5;str33;48;str30;2;str8;21
145;str8;41;str32;3;str44;18;str11;6;str16;27;str14;49;str31;12;str37;19
146;str17;31;str20;26;str1;29;str35;17;str6;5;str7;43;str42;6;str2;22
147;str31;25;str37;49;str3;39;str21;4;str17;6;str23;13;str33;9;str7;21
148;str50;5;str14;13;str27;23;str43;50;str27;36;str12;41;str27;19;str11;3
149;str4;36;str4;4;str17;34;str30;4;str47;26;str39;23;str6;20;str35;10
150;str1;36;str1;44;str9;19;str1;9;str40;39;str32;5;str6;41;str23;24
151;str27;27;str48;33;str49;23;str37;3;str26;17;str6;21;str31;1;str46;33
152;str40;34;str10;40;str45;31;str45;17;str4;29;str13;14;str43;29;str28;9
153;str32;4;str27;28;str34;34;str15;15;str45;39;str7;32;str45;26;str48;24
154;str8;39;str45;26;str10;33;str33;23;str33;40;str45;6;str31;18;str20;8
155;str14;11;str43;14;str32;31;str17;5;str25;28;str27;30;str16;41;str39;1
156;str50;36;str25;9;str22;39;str45;49;str34;45;str27;2;str4;5;str49;9
157;str42;18;str18;35;str1;2;str33;15;str30;27;str25;15;str44;41;str35;29
158;str49;21;str32;43;str41;34;str35;31;str41;26;str50;15;str32;21;str48;20
159;str36;17;str44;41;str41;40;str2;21;str21;44;str35;50;str33;19;str36;10
160;str26;42;str8;48;str44;50;str24;37;str44;2;str24;36;str2;44;str27;32
161;str30;27;str31;18;str4;23;str43;42;str35;47;str17;28;str10;20;str27;16
162;str40;33;str32;30;str19;18;str31;30;str47;30;str16;10;str47;3;str17;11
163;str12;44;str38;37;str46;49;str27;11;str38;5;str12;46;str39;20;str12;8
164;str50;16;str28;47;str12;32;str8;14;str17;45;str22;43;str2;37;str6;22
165;str33;37;str1;1;str16;13;str10;12;str28;23;str45;12;str41;48;str23;38
166;str12;34;str37;13;str29;23;str27;8;str8;8;str8;12;str15;5;str1;18
167;str32;24;str8;3;str49;8;str43;17;str23;15;str10;7;str27;17;str41;7
168;str17;23;str19;17;str24;2;str37;22;str2;38;str34;16;str28;6;str9;22
169;str41;46;str15;25;str16;17;str16;2;str35;50;str25;10;str8;49;str45;47
170;str28;26;str7;36;str34;15;str42;26;str23;10;str34;6;str34;12;str34;7
171;str27;17;str32;17;str29;30;str8;44;str49;3;str6;7;str4;45;str3;37
172;str43;37;str46;26;str37;11;str48;25;str12;18;str6;15;str32;33;str6;50
173;str47;2;str3;39;str35;28;str50;6;str42;17;str48;45;str46;7;str27;14
174;str49;31;str34;8;str43;10;str49;9;str37;39;str1;34;str24;50;str39;38
175;str33;44;str48;10;str39;27;str39;24;str20;35;str45;49;str37;49;str45;16
176;str27;26;str35;41;str37;48;str42;30;str10;1;str35;44;str45;44;str44;26
177;str26;42;str32;45;str2;10;str33;48;str24;40;str16;13;str16;39;str17;16
178;str5;7;str9;48;str6;36;str34;24;str8;3;str5;35;str37;8;str24;17
179;str4;17;str6;17;str37;9;str11;45;str23;20;str41;7;str4;8;str34;8
180;str47;20;str10;29;str9;45;str12;1;str39;4;str4;19;str17;2;str44;4
181;str7;39;str9;49;str10;21;str12;34;str29;2;str30;37;str23;22;str12;39
182;str27;29;str24;22;str45;16;str48;7;str41;42;str25;24;str3;31;str23;35
183;str42;48;str24;28;str14;33;str9;4;str26;13;str47;1;str20;4;str45;30
184;str41;33;str17;39;str26;15;str13;13;str38;23;str36;20;str18;17;str30;42
185;str50;45;str30;10;str41;13;str44;28;str16;48;str39;34;str24;19;str9;5
186;str46;23;str11;48;str35;6;str41;43;str29;4;str19;34;str37;42;str32;50
187;str44;33;str12;16;str13;19;str5;15;str28;49;str16;21;str50;6;str25;43
188;str41;14;str40;15;str34;16;str2;6;str8;22;str21;2;str33;46;str33;26
189;str16;38;str36;27;str33;32;str25;12;str5;15;str44;17;str13;27;str30;9
190;str11;22;str5;14;str42;43;str12;29;str31;48;str2;21;str41;23;str39;26
191;str46;8;str16;26;str44;11;str34;24;str14;35;str26;29;str34;33;str11;48
192;str45;41;str18;7;str29;14;str23;23;str24;14;str17;7;str32;15;str21;32
193;str37;12;str30;47;str1;44;str8;11;str32;17;str50;8;str6;34;str20;3
194;str19;15;str27;20;str10;40;str44;33;str24;44;str29;18;str31;35;str33;17
195;str37;34;str15;24;str33;15;str34;3;str27;36;str9;13;str37;25;str34;8
196;str19;30;str17;37;str37;9;str42;12;str11;49;str8;9;str21;49;str1;11
197;str49;37;str6;8;str45;32;str16;23;str25;14;str42;4;str15;34;str45;50
198;str25;48;str28;5;str4;2;str11;5;str8;18;str38;13;str43;32;str36;37
199;str15;39;str20;32;str34;26;str5;23;str36;13;str29;17;str2;1;str4;44
200;str23;3;str6;44;str31;44;str50;31;str41;36;str49;46;str46;24;str47;6
201;str33;31;str18;37;str31;19;str47;25;str13;44;str43;31;str39;7;str18;29
202;str39;8;str45;41;str5;41;str4;21;str14;44;str22;29;str39;35;str50;22
203;str11;15;str34;16;str41;37;str28;35;str47;3;str4;29;str44;21;str15;22
204;str2;22;str7;22;str33;23;str28;37;str48;48;str32;16;str22;42;str30;4
205;str25;30;str2;13;str18;29;str5;7;str41;25;str15;19;str43;27;str38;1
206;str15;40;str22;31;str37;19;str18;1;str4;20;str42;29;str1;39;str46;39
207;str1;22;str12;41;str16;7;str19;28;str33;14;str14;38;str35;3;str40;13
208;str6;25;str11;9;str30;50;str12;30;str24;46;str17;2;str35;43;str21;40
209;str18;38;str4;25;str17;3;str15;40;str5;12;str36;4;str2;5;str38;48
210;str41;35;str26;2;str48;13;str3;37;str23;16;str28;2;str2;41;str46;38
211;str28;34;str1;37;str15;10;str14;33;str16;25;str41;50;str12;30;str5;42
212;str15;19;str33;18;str9;2;str43;47;str13;43;str5;29;str14;43;str47;2
213;str37;26;str47;30;str43;44;str49;6;str49;44;str31;26;str35;33;str16;21
214;str16;48;str5;3;str7;39;str14;48;str14;28;str13;16;str17;29;str24;35
215;str9;26;str14;49;str16;15;str38;29;str7;19;str40;9;str4;28;str28;7
216;str41;10;str13;9;str35;2;str32;41;str28;17;str24;23;str41;49;str19;8
217;str32;47;str7;5;str26;24;str4;14;str45;19;str14;43;str1;27;str7;6
218;str25;15;str15;4;str41;47;str23;50;str4;39;str17;24;str3;16;str21;5
219;str14;17;str29;7;str50;4;str40;10;str28;4;str39;35;str7;42;str47;24
220;str8;37;str1;40;str42;47;str48;8;str50;35;str37;10;str46;12;str28;26
221;str34;35;str7;25;str28;23;str38;11;str43;10;str44;41;str2;40;str6;29
222;str24;37;str37;11;str11;40;str24;40;str47;20;str1;36;str6;8;str46;36
223;str44;4;str5;28;str48;23;str29;43;str7;50;str1;3;str38;23;str41;34
224;str20;22;str44;34;str17;20;str6;4;str8;23;str14;21;str49;15;str44;41
225;str18;3;str6;2;str44;16;str34;45;str25;17;str49;34;str2;24;str38;3
226;str40;2;str18;26;str42;33;str9;22;str28;4;str50;1;str25;16;str34;38
227;str16;25;str28;39;str6;8;str38;28;str5;21;str4;47;str4;31;str18;39
228;str50;48;str33;22;str4;1;str25;50;str1;37;str50;7;str35;4;str37;9
229;str11;49;str32;33;str41;27;str24;40;str26;3;str21;1;str30;43;str37;46
230;str18;40;str27;9;str15;48;str9;30;str18;24;str42;11;str15;6;str1;50
231;str16;40;str19;27;str42;40;str5;11;str21;10;str25;24;str37;49;str14;31
232;str3;29;str5;40;str28;47;str7;16;str3;28;str25;50;str39;15;str10;30
233;str21;14;str23;26;str25;42;str4;14;str26;17;str13;37;str39;11;str35;31
234;str1;27;str35;40;str24;49;str43;23;str25;10;str19;3;str45;5;str44;47
235;str4;46;str49;45;str9;11;str46;41;str22;19;str35;6;str30;4;str47;27
236;str28;14;str25;15;str32;26;str28;42;str22;19;str6;50;str15;7;str48;45
237;str10;46;str19;18;str47;34;str47;43;str6;7;str24;39;str37;2;str33;48
238;str26;48;str31;4;str28;11;str12;20;str42;39;str23;36;str24;36;str27;6
239;str47;38;str21;15;str19;36;str25;43;str28;24;str27;15;str5;27;str11;33
240;str42;46;str5;31;str21;11;str1;1;str2;34;str11;35;str24;20;str18;33
241;str4;33;str21;47;str39;49;str9;49;str40;44;str11;40;str45;19;str34;11
242;str17;49;str24;18;str47;16;str44;9;str19;36;str20;41;str14;41;str31;30
243;str4;8;str35;15;str16;41;str47;25;str37;17;str26;44;str48;4;str26;18
244;str11;49;str22;38;str31;37;str8;13;str43;40;str39;45;str17;24;str47;49
245;str25;8;str22;43;str3;33;str5;12;str33;23;str9;17;str48;44;str13;9
246;str36;16;str46;30;str18;13;str45;35;str19;47;str32;8;str23;47;str13;45
247;str33;50;str6;11;str2;33;str35;4;str34;13;str25;2;str22;1;str33;43
248;str22;35;str30;32;str34;21;str17;6;str7;35;str24;2;str28;41;str16;38
249;str40;25;str9;39;str41;43;str37;25;str29;40;str3;39;str30;33;str12;21
250;str41;50;str44;10;str37;44;str22;20;str40;24;str28;31;str9;49;str14;1
251;str23;21;str10;1;str8;25;str19;17;str31;24;str34;48;str7;15;str34;9
252;str28;22;str23;25;str28;26;str17;13;str12;5;str28;1;str39;35;str6;18
253;str29;18;str21;25;str49;32;str6;19;str37;15;str39;40;str43;5;str20;48
254;str19;20;str11;39;str15;43;str41;44;str50;27;str29;21;str40;50;str1;32
255;str5;41;str4;46;str3;18;str13;31;str29;32;str2;1;str33;16;str30;40
256;str16;36;str7;28;str25;39;str31;6;str33;32;str3;4;str9;37;str46;45
257;str4;19;str7;47;str16;46;str12;7;str21;12;str1;14;str30;32;str38;41
258;str5;33;str34;21;str18;8;str14;7;str28;36;str11;10;str9;16;str14;17
259;str35;5;str35;30;str5;20;str30;10;str9;22;str31;34;str43;9;str43;13
260;str26;44;str14;36;str45;22;str20;9;str40;3;str14;50;str39;3;str30;49
261;str42;37;str20;28;str33;30;str31;14;str32;32;str8;43;str21;49;str34;48
262;str25;36;str30;47;str12;39;str46;22;str19;9;str31;36;str13;9;str42;25
263;str40;16;str24;48;str7;42;str12;25;str25;26;str33;1;str30;2;str17;38
264;str7;6;str26;23;str33;20;str32;13;str48;9;str31;42;str33;13;str10;46
265;str8;8;str30;7;str25;29;str42;12;str2;6;str34;30;str13;46;str37;8
266;str12;3;str6;29;str37;24;str11;13;str37;38;str25;17;str14;4;str40;5
267;str50;11;str18;23;str10;7;str46;14;str9;47;str8;7;str30;33;str2;23
268;str20;1;str23;4;str14;29;str1;22;str47;10;str5;4;str38;17;str45;1
269;str20;23;str45;50;str45;17;str4;40;str50;2;str46;22;str17;26;str5;10
270;str4;29;str7;17;str6;46;str45;4;str14;12;str46;24;str49;14;str18;5
271;str39;50;str16;4;str10;27;str34;21;str35;31;str41;14;str48;33;str43;30
272;str16;8;str24;18;str46;50;str49;7;str32;21;str20;39;str22;19;str43;9
273;str47;4;str16;9;str35;32;str9;13;str46;28;str15;6;str6;30;str28;17
274;str31;29;str32;50;str44;41;str43;39;str18;5;str41;47;str11;49;str49;50
275;str44;39;str11;48;str39;49;str14;49;str17;9;str50;33;str44;24;str31;28
276;str17;14;str21;18;str15;28;str44;6;str13;45;str1;29;str7;23;str18;7
277;str23;36;str41;12;str45;28;str49;25;str17;23;str34;16;str43;13;str10;24
278;str28;36;str9;20;str24;14;str42;10;str26;13;str16;9;str7;29;str16;36
279;str46;17;str21;33;str9;12;str41;19;str28;23;str14;27;str25;22;str43;3
280;str36;15;str36;10;str19;30;str5;6;str29;9;str19;4;str28;19;str27;34
281;str27;42;str10;25;str10;29;str37;21;str22;48;str1;18;str13;31;str21;31
282;str20;8;str9;37;str44;29;str44;19;str32;15;str50;41;str32;26;str6;6
283;str25;31;str3;39;str7;45;str30;50;str12;11;str21;44;str23;38;str32;29
284;str2;28;str4;2;str22;31;str36;48;str45;18;str14;21;str30;16;str20;39
285;str6;14;str8;16;str43;1;str11;29;str20;38;str40;2;str12;22;str44;21
286;str40;39;str50;33;str11;6;str25;8;str1;33;str44;31;str27;50;str8;32
287;str45;37;str2;30;str44;5;str20;4;str30;34;str50;29;str40;47;str2;12
288;str15;8;str26;40;str30;14;str1;25;str48;18;str4;19;str45;44;str9;48
289;str12;18;str46;43;str20;47;str43;41;str41;26;str5;25;str28;50;str25;41
290;str34;48;str29;42;str10;37;str5;10;str13;3;str26;39;str35;7;str12;13
291;str48;23;str39;17;str32;34;str29;46;str19;22;str17;22;str7;25;str20;44
292;str2;42;str18;16;str1;42;str48;4;str10;30;str1;15;str13;31;str18;44
293;str13;34;str44;23;str41;10;str50;18;str47;9;str42;27;str4;3;str49;20
294;str42;30;str1;7;str19;28;str20;18;str11;4;str23;23;str29;1;str35;26
295;str48;33;str21;27;str47;20;str41;45;str18;15;str8;5;str8;49;str37;49
296;str9;41;str9;42;str48;11;str21;4;str4;25;str37;29;str44;18;str46;47
297;str7;5;str40;35;str23;44;str20;42;str34;28;str24;45;str1;27;str33;34
298;str41;12;str26;39;str37;15;str40;13;str46;25;str29;21;str7;19;str27;26
299;str4;28;str41;33;str49;24;str19;35;str9;36;str36;44;str41;39;str32;20
300;str8;1;str12;21;str1;7;str22;32;str18;13;str25;4;str28;28;str20;31
301;str9;21;str4;28;str43;1;str37;40;str38;19;str16;8;str7;35;str16;4
302;str37;9;str25;45;str44;38;str46;38;str8;22;str45;12;str18;24;str44;18
303;str42;12;str6;21;str26;22;str32;27;str27;3;str6;15;str14;41;str39;47
304;str36;33;str27;43;str19;26;str12;41;str12;9;str30;38;str6;34;str9;17
305;str45;31;str49;8;str32;16;str50;19;str16;35;str5;25;str32;13;str41;28
306;str20;25;str25;48;str14;43;str38;28;str38;46;str28;34;str23;45;str50;6
307;str44;31;str22;2;str29;4;str24;50;str17;32;str28;50;str18;36;str46;8
308;str31;43;str40;37;str27;38;str32;30;str9;35;str1;15;str42;27;str18;28
309;str12;27;str9;24;str44;27;str26;46;str26;27;str2;4;str45;10;str45;30
310;str8;13;str16;9;str44;45;str36;41;str27;29;str39;10;str15;34;str15;49
311;str49;50;str19;38;str23;3;str8;14;str4;1;str28;45;str40;29;str29;46
312;str3;12;str11;47;str36;8;str9;39;str42;5;str50;35;str28;29;str11;50
313;str9;4;str47;43;str23;47;str14;25;str12;43;str47;1;str4;6;str6;25
314;str46;34;str5;14;str34;25;str37;32;str13;27;str47;38;str8;25;str20;8
315;str7;32;str24;41;str37;22;str27;50;str15;46;str7;2;str30;26;str40;3
316;str3;17;str31;41;str23;8;str9;6;str33;47;str43;44;str38;17;str24;39
317;str6;38;str20;4;str42;43;str28;44;str2;48;str44;39;str40;47;str35;42
318;str15;28;str41;28;str14;32;str47;12;str19;16;str39;4;str47;10;str5;44
319;str29;17;str33;40;str38;49;str19;42;str21;33;str21;49;str29;10;str32;27
320;str30;32;str7;8;str24;3;str11;26;str36;50;str28;24;str20;20;str19;50
321;str25;43;str38;12;str43;26;str31;17;str48;44;str35;3;str46;2;str1;31
322;str23;32;str1;46;str12;24;str26;20;str49;49;str22;31;str19;1;str21;26
323;str21;48;str17;33;str14;12;str36;33;str43;4;str49;43;str7;6;str45;35
324;str36;41;str30;41;str9;31;str43;17;str44;43;str13;34;str29;12;str28;43
325;str40;37;str26;2;str6;24;str45;47;str41;16;str9;17;str8;7;str2;10
326;str44;13;str15;5;str39;10;str31;30;str37;28;str29;26;str39;49;str28;1
327;str42;9;str10;48;str2;39;str49;39;str17;39;str47;18;str35;37;str7;7
328;str5;41;str49;49;str41;31;str17;13;str26;23;str43;40;str28;34;str1;30
329;str32;43;str2;2;str9;12;str49;14;str11;32;str31;8;str38;22;str19;14
330;str46;18;str9;47;str18;4;str11;6;str20;43;str31;34;str9;9;str15;33
331;str20;45;str29;24;str48;43;str45;2;str37;46;str10;25;str37;6;str6;6
332;str8;37;str43;16;str3;43;str9;22;str3;13;str30;45;str42;39;str26;36
333;str49;14;str6;6;str28;23;str14;45;str49;2;str22;14;str29;30;str45;8
