76;string30;12;string46;4;string10;9;string34
77;string36;43;string24;76;string43;10;string16
78;string70;5;string11;67;string63;84;string43
79;string35;5;string79;75;string65;50;string87
80;string12;80;string86;33;string17;90;string54
81;string5;30;string36;95;string67;49;string54
82;string71;60;string61;94;string60;52;string97
83;string86;87;string25;81;string5;30;string23
84;string2;26;string43;68;string60;48;string23
85;string88;85;string42;0;string61;71;string97
86;string54;23;string86;88;string90;57;string37
87;string30;8;string64;42;string38;13;string17
88;string34;6;string28;82;string17;28;string51
89;string16;83;string64;19;string71;86;string46
90;string6;80;string89;69;string93;80;string48
91;string53;90;string93;79;string68;33;string23
92;string41;34;string51;2;string73;68;string61
93;string36;43;string26;71;string60;39;string58
94;string62;94;string96;99;string19;18;string56
95;string24;56;string65;76;string32;1;string76
96;string38;10;string28;34;string42;9;string13
97;string94;0;string78;40;string81;70;string90
98;string24;74;string21;2;string90;78;string49
99;string67;38;string44;19;string18;97;string39
100;string85;47;string15;21;string86;1;string23
101;string8;7;string47;61;string42;92;string88
102;string70;18;string17;24;string37;18;string48
103;string14;1;string13;19;string14;55;string54
104;string73;6;string84;82;string62;40;string92
105;string65;85;string61;21;string47;25;string80
106;string71;63;string5;52;string94;1;string18
107;string58;34;string45;59;string30;39;string49
108;string45;43;string96;14;string14;21;string13
109;string97;51;string88;38;string57;63;string50
110;string29;6;string73;47;string27;66;string78
111;string84;9;string19;84;string67;62;string40
112;string11;80;string81;85;string76;57;string2
113;string14;98;string44;36;string48;0;string61
114;string4;43;string27;68;string60;75;string83
115;string61;97;string10;76;string42;32;string33
116;string81;62;string69;90;string77;54;string10
117;string10;31;string31;69;string72;38;string81
118;string17;31;string0;78;string18;85;string13
119;string42;36;string72;20;string70;14;string48
120;string4;12;string25;99;string29;2;string45
121;string62;41;string30;72;string59;40;string16
122;string55;65;string2;67;string59;88;string75
123;string52;66;string49;45;string94;94;string82
124;string15;64;string69;25;string83;38;string8
125;string3;8;string80;69;string38;44;string76
126;string96;95;string50;81;string30;62;string25
127;string79;59;string87;29;string50;69;string10
128;string89;79;string28;38;string26;15;string42
129;string90;51;string60;3;string23;10;string3
130;string41;49;string92;48;string60;15;string27
131;string60;32;string89;60;string1;37;string74
132;string25;65;string70;43;string99;44;string89
133;string79;23;string67;70;string9;49;string80
134;string69;78;string1;93;string53;61;string95
135;string80;72;string82;42;string81;70;string9
136;string12;40;string13;52;string17;3;string61
137;string36;80;string95;64;string44;11;string40
138;string43;91;string1;91;string62;15;string54
139;string99;37;string44;41;string7;38;string64
140;string0;61;string12;22;string53;10;string57
141;string94;85;string49;71;string19;87;string44
142;string73;2;string51;73;string53;96;string43
143;string25;83;string63;44;string53;37;string26
144;string28;39;string37;33;string9;53;string96
145;string21;49;string32;17;string91;45;string97
146;string19;37;string12;17;string6;29;string73
147;string13;97;string57;8;string24;88;string99
148;string22;57;string57;42;string95;50;string99
149;string98;51;string82;8;string70;20;string53
150;string53;49;string68;85;string78;54;string76
151;string6;10;string26;84;string89;1;string69
152;string9;26;string18;9;string22;66;string55
153;string20;23;string56;5;string83;28;string17
154;string9;81;string13;55;string1;48;string10
155;string83;13;string48;34;string39;45;string52
156;string25;50;string59;25;string0;19;string5
157;string18;59;string43;37;string83;10;string86
158;string51;98;string45;33;string84;14;string81
159;string77;90;string78;60;string96;42;string19
160;string21;49;string5;96;string11;92;string89
161;string82;16;string35;24;string47;95;string44
162;string29;8;string69;48;string99;29;string9
163;string71;2;string91;9;string63;53;string95
164;string74;67;string50;38;string45;17;string81
165;string55;78;string30;67;string91;46;string12
166;string50;49;string50;28;string18;83;string82
167;string79;44;string39;96;string29;84;string56
168;string82;28;string83;50;string80;31;string81
169;string3;89;string9;35;string87;20;string15
170;string66;77;string70;20;string72;25;string32
171;string12;26;string40;55;string68;42;string69
172;string8;69;string92;95;string86;1;string13
173;string75;25;string21;19;string87;17;string72
174;string12;1;string45;23;string16;23;string92
175;string18;84;string32;87;string75;15;string69
176;string46;68;string84;78;string9;28;string48
177;string90;86;string33;47;string66;41;string16
178;string59;30;string60;80;string19;53;string86
179;string7;19;string80;0;string68;75;string53
180;string10;14;string70;66;string96;32;string77
181;string72;14;string78;94;string54;11;string84
182;string73;25;string59;58;string96;81;string14
183;string91;16;string65;5;string30;92;string67
184;string79;91;string54;92;string58;75;string21
185;string44;79;string85;67;string62;42;string46
186;string84;21;string48;54;string7;73;string32
187;string44;49;string93;29;string86;49;string45
188;string62;84;string23;10;string96;9;string90
189;string51;99;string75;86;string66;42;string71
190;string91;70;string14;3;string54;15;string19
191;string21;46;string12;19;string4;90;string19
192;string50;96;string7;28;string77;62;string22
193;string6;84;string55;57;string30;62;string7
194;string49;69;string98;33;string10;21;string54
195;string83;88;string48;66;string60;66;string59
196;string59;85;string49;20;string44;70;string38
197;string95;92;string49;89;string22;28;string93
198;string95;5;string97;60;string11;22;string37
199;string50;95;string61;22;string98;82;string13
200;string87;93;string61;41;string67;2;string4
201;string47;30;string37;44;string72;42;string41
202;string94;1;string90;63;string87;45;string2
203;string56;64;string35;60;string95;50;string4
204;string15;33;string83;98;string97;25;string65
205;string65;61;string18;35;string88;48;string64
206;string73;62;string55;8;string49;73;string8
207;string15;31;string72;94;string28;98;string40
208;string72;29;string67;54;string63;93;string12
209;string31;9;string74;15;string23;98;string57
210;string90;31;string30;61;string26;17;string31
211;string6;39;string64;42;string69;52;string22
212;string77;7;string38;60;string12;79;string53
213;string34;63;string34;21;string39;68;string23
214;string24;92;string77;71;string47;63;string0
215;string85;69;string3;10;string0;4;string74
216;string2;22;string21;69;string63;93;string88
217;string12;95;string63;85;string63;96;string37
218;string70;68;string75;45;string59;53;string42
219;string18;79;string12;56;string45;57;string78
220;string36;83;string68;19;string21;64;string92
221;string86;8;string49;47;string97;32;string96
222;string91;67;string44;84;string27;8;string98
223;string48;57;string17;83;string50;76;string35
224;string66;49;string6;92;string78;20;string60
225;string70;10;string10;2;string99;91;string72
226;string18;26;string95;10;string18;90;string68
227;string48;97;string96;11;string4;10;string67
228;string4;12;string14;83;string49;21;string95
229;string11;64;string22;32;string5;45;string83
230;string49;33;string4;13;string24;91;string20
231;string11;77;string65;93;string26;18;string25
232;string17;45;string81;60;string91;98;string2
233;string97;45;string29;19;string69;33;string0
234;string93;77;string84;42;string36;55;string53
235;string55;18;string10;1;string20;90;string39
236;string54;99;string33;35;string25;95;string77
237;string27;15;string46;28;string84;88;string70
238;string64;6;string35;44;string29;94;string67
239;string92;77;string27;7;string1;8;string21
240;string95;40;string63;43;string93;72;string43
241;string13;85;string60;81;string32;47;string25
242;string50;66;string98;64;string32;1;string56
243;string77;92;string63;62;string24;21;string82
244;string88;31;string76;92;string63;91;string66
245;string98;44;string1;76;string3;43;string61
246;string82;65;string15;80;string18;26;string76
247;string61;76;string11;83;string1;87;string11
248;string27;60;string55;37;string26;84;string12
249;string85;22;string42;7;string6;44;string80
250;string89;78;string96;11;string10;55;string25
251;string85;83;string29;93;string90;27;string63
252;string91;95;string46;45;string17;7;string41
253;string83;57;string38;68;string1;92;string65
254;string40;9;string60;90;string50;1;string94
255;string26;3;string62;23;string3;74;string87
256;string98;59;string35;28;string85;97;string23
257;string44;23;string2;86;string10;62;string16
258;string77;48;string80;30;string18;6;string68
259;string46;93;string18;87;string36;64;string86
260;string41;94;string76;95;string64;81;string9
261;string91;54;string79;86;string77;75;string64
262;string44;7;string12;37;string40;20;string86
263;string52;52;string0;86;string40;21;string80
264;string37;39;string60;29;string33;66;string59
265;string96;83;string70;48;string58;46;string31
266;string4;41;string24;89;string38;77;string3
267;string46;45;string7;72;string62;95;string43
268;string96;75;string90;19;string99;52;string7
269;string20;18;string30;48;string4;49;string14
270;string41;74;string38;71;string36;12;string73
271;string2;9;string19;54;string81;92;string29
272;string11;48;string19;61;string5;78;string42
273;string35;60;string33;6;string82;73;string39
274;string98;74;string37;40;string1;12;string71
275;string97;5;string53;78;string50;99;string47
276;string19;21;string78;31;string12;66;string39
277;string27;28;string86;76;string66;22;string32
278;string56;56;string59;48;string60;83;string59
279;string64;36;string6;88;string28;60;string55
280;string8;53;string70;55;string86;92;string87
281;string54;46;string85;96;string37;50;string72
282;string97;21;string52;90;string74;20;string98
283;string96;70;string0;77;string35;57;string33
284;string66;96;string17;19;string22;6;string10
285;string59;79;string54;11;string68;72;string75
286;string90;28;string52;13;string76;75;string27
287;string58;47;string58;86;string29;69;string3
288;string49;90;string71;88;string9;77;string89
289;string54;19;string97;27;string83;11;string58
290;string93;77;string13;86;string85;96;string61
291;string74;62;string60;95;string6;23;string51
292;string24;58;string69;97;string43;24;string46
293;string32;57;string96;17;string14;8;string39
294;string46;64;string87;54;string65;55;string32
295;string5;90;string29;26;string7;37;string15
296;string4;19;string91;68;string53;6;string96
297;string58;38;string40;67;string53;35;string58
298;string30;47;string6;58;string44;56;string9
299;string87;47;string44;72;string50;26;string1
300;string48;43;string5;70;string8;28;string12
301;string30;15;string91;32;string43;46;string71
302;string75;6;string50;75;string69;2;string66
303;string39;58;string31;28;string82;47;string8
304;string80;32;string3;84;string91;6;string31
305;string83;96;string33;66;string74;36;string69
306;string61;12;string86;83;string19;90;string55
307;string19;64;string57;41;string99;51;string15
308;string90;3;string32;17;string94;44;string74
309;string72;10;string68;98;string72;64;string72
310;string39;56;string9;17;string93;33;string81
311;string84;39;string86;99;string72;81;string95
312;string1;23;string25;41;string26;60;string45
313;string39;72;string77;10;string65;71;string71
314;string62;35;string86;22;string20;86;string0
315;string34;67;string67;82;string80;34;string86
316;string70;55;string6;67;string3;61;string97
317;string63;32;string19;64;string70;88;string29
318;string45;59;string28;29;string34;32;string91
319;string95;51;string93;73;string75;30;string89
320;string1;72;string79;53;string56;76;string81
321;string21;59;string56;5;string73;82;string70
322;string81;94;string2;25;string15;69;string34
323;string63;36;string25;46;string93;57;string87
324;string36;35;string66;67;string4;11;string90
325;string10;86;string93;95;string39;44;string76
326;string1;15;string19;92;string10;36;string62
327;string77;65;string80;76;string44;53;string37
328;string22;28;string50;50;string1;70;string47
329;string70;17;string93;78;string57;76;string59
330;string33;52;string4;80;string88;54;string82
331;string19;9;string95;68;string1;66;string50
332;string11;0;string31;2;string47;61;string52
333;string7;71;string4;10;string23;73;string37
334;string1;30;string57;52;string82;34;string20
335;string44;71;string94;60;string56;20;string41
336;string47;48;string7;46;string85;76;string97
337;string8;56;string13;52;string92;39;string73
338;string64;53;string34;38;string25;74;string17
339;string24;33;string43;84;string84;54;string49
340;string93;45;string51;85;string37;5;string33
341;string77;24;string0;7;string48;59;string48
342;string65;96;string74;60;string67;20;string6
343;string35;41;string55;26;string52;72;string96
344;string55;10;string23;88;string27;4;string29
345;string33;26;string11;8;string20;44;string32
346;string51;24;string60;0;string9;33;string18
347;string68;48;string11;17;string65;78;string75
348;string75;54;string5;6;string66;79;string52
349;string15;4;string4;99;string0;77;string4
350;string99;46;string48;85;string68;94;string0
351;string84;71;string48;77;string45;28;string79
352;string41;80;string37;7;string29;69;string57
353;string40;72;string42;26;string75;13;string84
354;string33;7;string13;31;string54;36;string71
355;string96;48;string49;51;string5;97;string55
356;string86;69;string51;61;string47;65;string74
357;string2;88;string98;7;string30;5;string25
358;string99;6;string13;54;string97;77;string79
359;string3;47;string17;76;string82;77;string57
360;string76;87;string22;12;string80;70;string82
361;string54;33;string88;25;string96;80;string62
362;string23;35;string36;68;string74;78;string46
363;string55;66;string15;42;string41;26;string64
364;string13;17;string43;52;string94;63;string98
365;string66;65;string17;6;string71;22;string56
366;string0;56;string27;1;string89;97;string41
367;string32;14;string57;76;string6;53;string51
368;string31;58;string66;57;string54;81;string77
369;string53;14;string58;34;string18;20;string86
370;string20;35;string70;54;string83;64;string57
371;string18;59;string30;74;string12;96;string37
372;string68;79;string32;2;string10;53;string78
373;string80;78;string3;11;string78;20;string69
374;string64;43;string65;23;string88;90;string86
375;string78;39;string35;76;string28;60;string62
376;string70;24;string28;75;string36;32;string55
377;string43;77;string40;71;string79;75;string16
378;string50;0;string49;77;string69;56;string85
379;string43;12;string20;83;string16;86;string81
380;string12;43;string5;76;string37;57;string47
381;string66;89;string76;69;string65;90;string78
382;string23;50;string70;59;string73;18;string44
383;string45;83;string63;37;string90;77;string60
384;string65;98;string6;53;string37;26;string98
385;string73;5;string22;46;string95;16;string36
386;string80;59;string31;84;string89;91;string42
387;string26;77;string16;68;string46;45;string65
388;string66;78;string22;37;string29;28;string91
389;string32;14;string26;75;string73;59;string10
390;string10;83;string70;45;string99;16;string54
391;string47;49;string73;9;string69;56;string99
392;string92;60;string87;83;string54;13;string43
393;string55;83;string27;97;string49;16;string14
394;string75;83;string83;99;string42;51;string44
395;string23;10;string23;22;string89;81;string9
396;string26;11;string84;76;string21;29;string60
397;string3;84;string63;18;string26;13;string1
398;string7;37;string59;28;string93;84;string89
399;string70;91;string51;86;string6;24;string81
400;string58;56;string22;0;string70;74;string42
401;string64;23;string19;71;string26;90;string2
402;string84;71;string65;96;string73;80;string26
403;string83;45;string26;50;string83;58;string96
404;string61;96;string12;65;string25;7;string43
405;string75;98;string9;18;string81;83;string72
406;string40;64;string83;73;string33;92;string10
407;string8;56;string0;76;string75;40;string2
408;string38;85;string5;30;string13;35;string80
409;string72;76;string23;5;string21;29;string98
410;string56;97;string31;77;string55;24;string24
411;string58;17;string20;55;string68;40;string83
412;string96;74;string24;59;string29;36;string78
413;string23;26;string36;66;string37;38;string23
414;string56;60;string77;38;string48;4;string58
415;string19;81;string28;91;string66;84;string89
416;string86;35;string63;36;string37;61;string50
417;string2;85;string42;28;string20;12;string83
418;string97;95;string73;28;string12;45;string46
419;string12;76;string69;43;string11;39;string64
420;string56;0;string90;55;string82;3;string77
421;string77;53;string16;11;string99;92;string25
422;string32;44;string15;78;string50;34;string74
423;string83;2;string54;60;string16;66;string59
424;string18;68;string89;93;string62;19;string63
425;string62;25;string46;47;string31;10;string43
426;string37;82;string52;12;string9;28;string87
427;string78;76;string20;79;string11;15;string65
428;string30;12;string63;60;string87;31;string80
429;string83;4;string75;67;string76;45;string39
430;string6;25;string78;13;string0;97;string90
431;string62;9;string84;26;string28;25;string4
432;string99;97;string42;99;string51;53;string38
433;string38;31;string75;43;string44;28;string58
434;string96;16;string12;93;string67;90;string70
435;string90;93;string43;71;string60;10;string72
436;string32;69;string98;12;string70;87;string84
437;string53;26;string18;95;string16;67;string71
438;string17;91;string98;64;string28;74;string14
439;string16;58;string64;46;string95;48;string69
440;string68;64;string37;20;string10;27;string60
441;string5;34;string66;30;string83;30;string0
442;string34;69;string92;93;string92;43;string70
443;string44;75;string75;72;string76;7;string36
444;string44;42;string15;93;string90;45;string25
445;string79;21;string34;31;string54;27;string78
446;string61;27;string13;1;string94;89;string44
447;string24;13;string33;48;string42;62;string44
448;string50;53;string61;42;string10;41;string58
449;string18;98;string49;69;string56;68;string21
450;string23;43;string70;28;string56;8;string99
451;string47;64;string5;42;string67;35;string72
452;string92;41;string60;17;string83;90;string39
453;string72;47;string44;81;string64;49;string38
454;string83;2;string76;60;string49;60;string59
455;string33;41;string29;30;string17;43;string92
456;string54;81;string41;19;string93;94;string23
457;string32;8;string86;43;string42;0;string14
458;string55;50;string32;29;string32;0;string62
459;string5;57;string84;51;string46;14;string91
460;string19;8;string70;25;string81;20;string86
461;string85;63;string79;96;string90;47;string22
462;string61;46;string61;49;string59;5;string7
463;string51;87;string33;64;string98;75;string61
464;string29;16;string76;33;string91;30;string45
465;string85;62;string46;5;string24;64;string21
466;string64;95;string41;34;string58;30;string76
467;string39;63;string87;71;string5;49;string71
468;string87;59;string37;66;string85;90;string23
469;string83;61;string24;77;string32;58;string26
470;string44;33;string50;60;string54;45;string6
471;string92;55;string95;85;string23;7;string10
472;string77;0;string5;85;string16;34;string48
473;string31;86;string39;50;string35;25;string99
474;string6;28;string67;80;string52;15;string95
475;string85;79;string65;34;string19;69;string44
476;string4;56;string70;8;string87;65;string96
477;string42;49;string26;94;string42;63;string92
478;string49;85;string22;74;string7;61;string62
479;string90;76;string79;80;string84;25;string85
480;string95;43;string20;71;string92;32;string77
481;string58;23;string9;72;string93;33;string4
482;string53;8;string94;2;string69;71;string0
483;string97;51;string29;43;string25;22;string57
484;string60;14;string73;50;string37;41;string11
485;string52;10;string60;45;string71;0;string48
486;string68;38;string33;89;string5;82;string57
487;string11;26;string61;2;string5;97;string20
488;string7;99;string30;51;string57;32;string45
489;string98;88;string84;65;string78;27;string21
490;string29;31;string44;24;string25;28;string52
491;string16;78;string90;57;string26;45;string71
492;string2;11;string16;45;string43;42;string25
493;string48;47;string10;80;string87;21;string42
494;string42;52;string71;26;string97;44;string71
495;string20;67;string3;68;string77;25;string63
496;string35;33;string69;64;string0;47;string7
497;string5;58;string7;41;string36;59;string34
498;string67;75;string75;92;string78;59;string6
499;string9;66;string31;98;string99;48;string92
500;string30;65;string14;29;string53;19;string26
501;string3;66;string87;24;string94;23;string33
502;string92;0;string77;57;string12;84;string78
503;string62;98;string3;30;string6;27;string33
504;string71;82;string75;22;string47;11;string65
505;string0;34;string66;31;string88;62;string95
506;string74;65;string59;56;string35;83;string16
507;string16;88;string50;28;string98;83;string63
508;string95;43;string8;79;string64;97;string29
509;string39;58;string93;7;string67;61;string79
510;string54;70;string36;14;string94;30;string14
511;string71;40;string21;70;string53;47;string83
512;string62;28;string66;83;string98;52;string20
513;string68;91;string95;93;string55;10;string50
514;string3;66;string32;2;string16;68;string75
515;string28;99;string80;82;string24;91;string14
516;string87;45;string1;71;string86;58;string3
517;string71;28;string91;73;string95;69;string18
518;string96;2;string46;28;string69;3;string89
519;string13;76;string90;58;string70;25;string54
520;string52;40;string1;25;string49;6;string25
521;string12;89;string13;75;string57;64;string37
522;string9;73;string98;54;string20;29;string31
523;string47;25;string49;50;string52;28;string43
524;string68;98;string4;15;string54;25;string22
525;string2;74;string47;63;string39;30;string50
526;string17;39;string25;67;string32;24;string59
527;string27;49;string2;37;string88;46;string94
528;string63;28;string91;18;string12;71;string17
529;string49;67;string5;16;string44;66;string37
530;string43;75;string70;16;string64;6;string67
531;string3;18;string82;43;string59;27;string73
532;string79;6;string25;67;string17;39;string85
533;string61;9;string91;39;string15;13;string59
534;string88;84;string59;2;string40;11;string30
535;string89;94;string64;15;string77;18;string29
536;string61;30;string76;75;string9;16;string40
537;string75;97;string91;55;string41;35;string91
538;string50;68;string11;91;string86;4;string16
539;string52;18;string11;61;string2;60;string92
540;string86;4;string45;24;string23;84;string59
541;string83;24;string40;45;string91;18;string48
542;string87;7;string95;55;string84;2;string59
543;string82;3;string75;3;string69;25;string16
544;string94;22;string82;32;string40;4;string83
545;string25;65;string0;32;string31;85;string3
546;string94;84;string81;88;string83;14;string40
547;string21;88;string40;76;string35;46;string89
548;string44;57;string51;83;string86;58;string42
549;string6;48;string26;37;string64;27;string62
550;string72;20;string15;99;string51;35;string37
551;string19;99;string83;42;string11;42;string96
552;string60;26;string26;72;string33;95;string81
553;string76;21;string73;1;string77;26;string13
554;string5;86;string43;9;string29;82;string36
555;string39;21;string90;85;string6;41;string28
556;string49;16;string8;50;string78;85;string29
557;string31;42;string0;57;string85;36;string34
558;string6;55;string23;31;string28;52;string42
559;string23;27;string26;44;string69;83;string54
560;string30;36;string7;92;string73;13;string9
561;string5;54;string76;95;string99;94;string27
562;string35;28;string12;0;string40;95;string9
563;string79;26;string54;99;string50;28;string78
564;string65;68;string19;35;string51;67;string7
565;string17;0;string40;27;string86;6;string32
566;string15;56;string56;19;string99;70;string24
567;string93;89;string69;10;string72;98;string5
568;string71;42;string20;81;string31;91;string59
569;string74;94;string57;79;string6;56;string0
570;string16;45;string73;71;string42;6;string8
571;string94;29;string21;37;string79;86;string54
572;string34;11;string54;26;string96;44;string21
573;string57;47;string0;21;string98;10;string54
574;string2;75;string13;31;string29;56;string21
575;string60;76;string51;87;string28;25;string66
576;string35;57;string99;78;string37;8;string14
577;string33;11;string86;27;string92;15;string63
578;string57;16;string52;45;string90;37;string4
579;string26;52;string57;31;string67;4;string39
580;string40;68;string74;23;string63;54;string91
581;string42;95;string9;84;string84;34;string90
582;string44;93;string37;12;string28;73;string16
583;string24;30;string92;61;string80;46;string7
584;string72;52;string67;75;string2;91;string58
585;string66;16;string32;94;string84;95;string61
586;string81;37;string13;43;string91;45;string61
587;string39;0;string40;67;string52;83;string22
588;string25;31;string52;64;string16;0;string56
589;string11;96;string45;4;string68;15;string89
590;string16;55;string34;15;string9;93;string48
591;string88;70;string40;62;string97;84;string95
592;string81;40;string83;78;string18;46;string95
593;string81;24;string32;57;string86;26;string77
594;string58;36;string12;95;string35;84;string96
595;string53;44;string37;97;string32;44;string27
596;string83;99;string81;43;string58;92;string20
597;string54;58;string38;86;string19;98;string99
598;string44;26;string78;70;string27;61;string93
599;string53;72;string93;24;string16;35;string88
600;string31;82;string41;51;string95;33;string36
601;string29;68;string81;19;string52;6;string35
602;string46;78;string77;70;string54;2;string40
603;string68;6;string4;33;string22;57;string51
604;string76;9;string9;77;string71;41;string67
605;string87;35;string66;72;string79;70;string0
606;string18;69;string71;62;string94;43;string67
607;string16;56;string0;50;string69;79;string65
608;string71;85;string5;84;string22;74;string1
609;string53;6;string22;19;string96;84;string1
610;string90;42;string94;38;string76;71;string67
611;string30;99;string11;91;string5;65;string30
612;string69;15;string1;27;string23;59;string63
613;string72;84;string52;36;string27;49;string92
614;string20;72;string56;97;string95;54;string17
615;string98;40;string67;73;string70;8;string64
616;string29;7;string12;34;string61;21;string24
617;string30;30;string77;82;string2;7;string47
618;string78;43;string67;79;string76;66;string65
619;string8;63;string59;13;string37;49;string34
620;string5;79;string26;55;string60;23;string28
621;string87;46;string92;31;string54;41;string44
622;string70;86;string2;91;string64;60;string29
623;string65;5;string26;21;string88;80;string56
624;string99;27;string60;34;string6;9;string95
625;string6;2;string62;48;string9;45;string56
626;string43;99;string94;39;string58;67;string50
627;string43;29;string32;10;string29;41;string30
628;string69;56;string56;71;string56;54;string67
629;string21;14;string6;63;string76;87;string60
630;string6;50;string93;90;string33;37;string24
631;string32;65;string57;4;string5;78;string63
632;string0;66;string47;47;string3;47;string51
633;string82;80;string92;22;string32;8;string74
634;string61;12;string2;85;string85;22;string8
635;string59;96;string91;47;string49;85;string61
636;string87;67;string5;77;string17;31;string1
637;string7;60;string4;43;string42;93;string80
638;string1;99;string20;9;string5;25;string67
639;string88;17;string92;63;string39;12;string89
640;string90;46;string59;90;string75;39;string33
641;string94;14;string43;67;string32;16;string27
642;string4;11;string45;81;string15;46;string89
643;string44;45;string13;82;string39;6;string75
644;string8;41;string37;10;string59;42;string29
645;string62;29;string56;93;string70;52;string38
646;string32;72;string7;64;string18;35;string7
647;string60;80;string50;80;string97;88;string8
648;string42;80;string87;99;string74;97;string92
649;string91;41;string64;0;string78;68;string77
650;string12;97;string68;82;string88;75;string94
651;string9;45;string64;48;string57;94;string77
652;string93;64;string44;98;string82;27;string27
653;string7;71;string93;56;string39;87;string73
654;string3;17;string56;14;string7;49;string86
655;string16;14;string54;0;string19;5;string42
656;string47;31;string36;96;string14;32;string80
657;string64;22;string40;7;string31;66;string81
658;string36;26;string95;34;string30;56;string92
659;string88;4;string78;5;string70;77;string91
660;string22;70;string76;15;string69;80;string10
661;string34;78;string91;6;string3;61;string48
662;string57;96;string10;13;string93;34;string35
663;string45;75;string85;8;string94;55;string90
664;string27;56;string34;94;string48;6;string19
665;string96;75;string37;12;string79;8;string41
666;string89;59;string65;47;string8;33;string20
667;string78;2;string98;36;string45;37;string2
668;string81;48;string26;87;string11;87;string98
669;string44;28;string4;2;string74;99;string19
670;string26;37;string16;5;string21;38;string60
671;string39;93;string81;19;string11;53;string49
672;string36;28;string99;61;string20;71;string47
673;string55;13;string16;3;string40;49;string85
674;string55;26;string6;3;string35;6;string13
675;string2;55;string79;3;string58;95;string79
676;string46;28;string64;5;string76;23;string48
677;string86;34;string7;31;string32;66;string23
678;string42;55;string68;14;string10;29;string46
679;string18;70;string56;60;string69;68;string64
680;string35;80;string96;45;string86;91;string78
681;string48;99;string67;77;string24;92;string90
682;string14;9;string3;61;string89;2;string53
683;string98;84;string38;27;string50;45;string80
684;string10;38;string35;50;string62;27;string80
685;string16;57;string55;16;string50;7;string58
686;string78;35;string43;80;string2;95;string4
687;string8;58;string61;26;string67;33;string62
688;string81;77;string65;59;string1;39;string93
689;string85;84;string34;67;string31;6;string2
690;string75;37;string38;80;string29;76;string45
691;string1;24;string65;30;string35;83;string90
692;string31;35;string64;26;string12;65;string17
693;string50;94;string43;33;string75;21;string26
694;string54;40;string85;62;string73;60;string45
695;string16;65;string78;15;string37;31;string57
696;string73;30;string31;78;string8;31;string49
697;string56;11;string93;28;string95;46;string59
698;string50;2;string46;66;string31;56;string24
699;string31;70;string23;1;string89;53;string19
700;string98;75;string41;78;string69;29;string29
