93;string24;27;string67;3;string9;21
94;string24;99;string15;22;string97;64
95;string46;24;string36;58;string21;97
96;string62;38;string55;74;string26;36
97;string58;33;string25;51;string45;10
98;string27;38;string0;12;string28;24
99;string19;28;string88;37;string11;79
100;string75;44;string10;30;string42;56
101;string29;57;string84;1;string39;28
102;string31;35;string2;89;string63;35
103;string71;58;string81;70;string81;94
104;string31;8;string67;66;string16;3
105;string75;99;string22;25;string24;67
106;string13;53;string77;37;string58;25
107;string84;55;string36;89;string84;12
108;string71;45;string27;33;string84;96
109;string23;4;string67;86;string68;41
110;string22;90;string64;76;string68;46
111;string62;28;string81;94;string91;72
112;string5;33;string93;75;string20;27
113;string31;48;string29;1;string57;75
114;string43;74;string53;70;string47;57
115;string43;94;string96;42;string15;9
116;string59;5;string49;46;string80;45
117;string14;84;string42;0;string57;72
118;string56;74;string56;98;string34;20
119;string76;5;string23;94;string0;98
120;string71;7;string0;3;string20;4
121;string14;63;string30;18;string54;75
122;string21;75;string96;74;string76;50
123;string78;94;string7;30;string10;50
124;string82;76;string49;89;string87;96
125;string70;16;string75;83;string44;82
126;string84;37;string79;75;string48;0
127;string46;51;string51;3;string79;59
128;string35;57;string41;46;string14;72
129;string52;8;string38;2;string43;81
130;string39;18;string3;92;string46;74
131;string77;86;string62;68;string98;18
132;string94;16;string95;8;string94;10
133;string89;17;string9;34;string3;31
134;string26;56;string1;9;string78;55
135;string9;82;string71;18;string28;26
136;string83;46;string97;48;string54;23
137;string25;68;string88;18;string62;37
138;string49;43;string85;43;string18;13
139;string28;87;string2;67;string86;37
140;string60;50;string26;56;string57;9
141;string66;90;string61;81;string44;11
142;string4;99;string89;93;string14;2
143;string49;3;string45;62;string85;1
144;string7;32;string76;65;string9;63
145;string50;99;string71;44;string82;37
146;string48;66;string14;8;string90;32
147;string85;91;string29;38;string87;48
148;string96;85;string13;98;string83;93
149;string46;9;string97;30;string87;80
150;string9;72;string72;74;string85;68
151;string44;35;string58;58;string23;26
152;string94;18;string77;94;string23;56
153;string85;88;string23;8;string46;80
154;string43;41;string71;78;string13;2
155;string5;82;string26;90;string0;83
156;string79;42;string55;61;string0;32
157;string32;75;string18;20;string77;75
158;string12;72;string83;34;string88;49
159;string57;22;string96;13;string64;21
160;string97;71;string24;84;string69;3
161;string26;18;string54;90;string64;74
162;string72;17;string22;8;string64;63
163;string2;72;string68;90;string89;93
164;string46;96;string44;36;string65;79
165;string15;89;string36;5;string63;39
166;string86;0;string34;14;string42;70
167;string40;15;string16;32;string95;29
168;string50;25;string31;2;string47;89
169;string36;18;string26;45;string94;26
170;string39;57;string28;70;string74;23
171;string2;74;string34;37;string7;11
172;string33;59;string56;83;string71;74
173;string68;9;string4;19;string24;31
174;string54;31;string76;16;string1;88
175;string48;62;string57;72;string79;5
176;string72;65;string32;11;string98;17
177;string91;18;string86;29;string58;90
178;string3;64;string19;72;string92;93
179;string10;2;string51;27;string20;30
180;string41;33;string26;86;string75;26
181;string54;74;string2;6;string27;97
182;string35;61;string65;98;string31;54
183;string41;25;string2;56;string70;96
184;string58;67;string94;14;string37;68
185;string26;1;string16;44;string4;44
186;string23;62;string86;71;string30;11
187;string6;42;string39;48;string73;6
188;string84;61;string56;30;string54;3
189;string27;2;string2;51;string98;6
190;string61;55;string5;95;string32;44
191;string17;91;string43;15;string71;31
192;string42;89;string68;74;string67;23
193;string19;46;string66;56;string59;32
194;string62;50;string83;97;string40;2
195;string43;77;string33;34;string49;17
196;string79;35;string98;51;string23;56
197;string72;9;string57;2;string75;99
198;string40;0;string93;49;string64;53
199;string90;55;string90;29;string60;48
200;string34;28;string31;29;string90;75
201;string0;30;string2;45;string37;46
202;string36;80;string32;90;string2;59
203;string63;31;string10;81;string33;2
204;string30;19;string18;71;string99;84
205;string78;40;string2;23;string82;41
206;string61;76;string74;36;string8;25
207;string26;7;string39;94;string38;95
208;string89;51;string0;78;string96;2
209;string40;22;string27;71;string2;64
210;string28;32;string32;36;string19;80
211;string12;54;string26;56;string31;49
212;string52;45;string6;84;string61;29
213;string72;73;string43;69;string84;68
214;string3;86;string44;30;string96;79
215;string51;18;string16;96;string62;47
216;string18;92;string28;73;string26;85
217;string20;43;string15;2;string1;36
218;string44;82;string67;36;string93;38
219;string57;86;string43;15;string88;77
220;string73;96;string73;64;string2;53
221;string87;96;string84;24;string23;58
222;string83;62;string24;24;string6;82
223;string84;24;string14;26;string71;96
224;string58;34;string32;63;string25;29
225;string42;67;string10;97;string59;3
226;string96;6;string41;59;string67;50
227;string16;27;string92;48;string84;93
228;string25;69;string38;13;string72;22
229;string92;70;string61;87;string97;54
230;string67;58;string11;85;string42;16
231;string54;54;string59;83;string57;40
232;string41;36;string79;19;string20;35
233;string18;10;string11;80;string49;63
234;string41;15;string15;54;string85;98
235;string70;46;string35;94;string14;20
236;string0;63;string26;81;string42;67
237;string11;68;string94;53;string22;22
238;string5;75;string40;46;string58;8
239;string14;73;string88;34;string75;85
240;string29;0;string16;94;string63;55
241;string40;20;string68;36;string86;62
242;string66;34;string47;60;string53;1
243;string64;41;string27;81;string61;93
244;string36;27;string10;75;string83;13
245;string34;2;string84;95;string69;99
246;string98;16;string34;98;string20;70
247;string97;15;string3;64;string57;65
248;string60;76;string1;73;string47;25
249;string29;57;string93;30;string30;7
250;string66;71;string91;14;string45;10
251;string56;33;string83;5;string88;91
252;string76;73;string24;13;string64;38
253;string1;2;string67;97;string84;11
254;string11;95;string0;87;string83;80
255;string81;53;string30;42;string30;2
256;string7;66;string31;38;string10;80
257;string6;22;string44;0;string3;56
258;string94;57;string61;96;string24;83
259;string67;4;string37;25;string66;24
260;string22;83;string6;13;string47;79
261;string61;79;string36;36;string95;10
262;string89;18;string73;9;string13;52
263;string33;14;string53;61;string4;71
264;string4;10;string31;45;string91;99
265;string3;66;string75;3;string0;70
266;string98;94;string73;30;string0;13
267;string50;25;string98;60;string54;52
268;string44;24;string20;41;string88;73
269;string3;73;string69;57;string24;34
270;string90;54;string42;16;string84;24
271;string50;92;string90;12;string56;88
272;string20;82;string36;48;string62;46
273;string54;44;string48;26;string9;27
274;string46;68;string79;64;string73;79
275;string3;26;string3;68;string66;80
276;string47;90;string86;3;string71;60
277;string55;70;string92;88;string28;74
278;string22;39;string91;44;string27;82
279;string22;52;string98;90;string8;41
280;string47;4;string9;82;string12;6
281;string97;65;string15;37;string14;91
282;string69;92;string79;22;string72;3
283;string46;53;string78;83;string86;65
284;string22;82;string47;70;string59;92
285;string57;68;string51;98;string26;84
286;string9;66;string81;41;string69;73
287;string13;4;string96;77;string76;8
288;string29;17;string22;31;string24;85
289;string79;99;string23;9;string67;55
290;string68;96;string77;76;string45;76
291;string17;51;string69;48;string5;98
292;string65;52;string40;42;string27;64
293;string56;7;string7;92;string10;47
294;string52;76;string67;13;string36;27
295;string84;89;string7;70;string92;37
296;string27;0;string45;72;string58;16
297;string75;74;string6;85;string9;48
298;string62;82;string19;72;string45;93
299;string82;59;string89;66;string86;17
300;string92;68;string44;26;string21;51
301;string73;8;string8;31;string18;95
302;string11;18;string89;96;string63;96
303;string3;52;string34;53;string73;24
304;string77;52;string40;97;string11;20
305;string28;73;string8;55;string84;77
306;string45;83;string21;75;string83;0
307;string66;54;string86;85;string70;33
308;string88;23;string94;48;string35;16
309;string55;91;string72;99;string14;44
310;string36;50;string32;63;string44;63
311;string63;43;string1;29;string85;91
312;string93;37;string5;64;string62;81
313;string27;42;string36;18;string7;73
314;string44;48;string94;72;string37;12
315;string64;83;string57;44;string0;36
316;string14;23;string58;14;string71;57
317;string73;99;string50;44;string87;88
318;string18;63;string35;53;string92;18
319;string14;59;string42;25;string41;8
320;string57;96;string86;14;string83;29
321;string6;93;string37;57;string61;89
322;string4;86;string77;85;string70;61
323;string47;17;string29;91;string27;22
324;string72;23;string37;53;string78;11
325;string91;4;string10;10;string25;21
326;string14;91;string92;64;string97;93
327;string84;64;string5;71;string4;50
328;string72;52;string64;56;string19;81
329;string58;36;string10;14;string66;9
330;string65;29;string75;54;string63;22
331;string60;57;string32;29;string37;94
332;string32;78;string54;28;string98;98
333;string28;8;string14;1;string70;74
334;string27;44;string88;34;string19;61
335;string89;49;string99;70;string98;50
336;string52;32;string62;33;string20;10
337;string78;89;string99;9;string42;99
338;string50;46;string76;30;string93;57
339;string22;83;string58;98;string42;18
340;string56;19;string77;7;string28;33
341;string95;94;string32;84;string85;69
342;string7;64;string63;59;string48;49
343;string64;91;string26;33;string88;4
344;string74;43;string10;62;string64;65
345;string11;11;string11;86;string17;30
346;string10;70;string4;64;string66;36
347;string0;30;string29;20;string75;5
348;string36;91;string67;91;string26;20
349;string80;15;string19;10;string63;34
350;string93;9;string27;18;string83;90
351;string87;92;string91;68;string18;8
352;string9;39;string90;60;string93;81
353;string81;82;string41;32;string40;65
354;string13;27;string4;8;string13;47
355;string69;1;string38;23;string96;84
356;string93;6;string36;27;string15;71
357;string9;90;string75;34;string12;29
358;string90;2;string63;58;string15;26
359;string45;85;string40;91;string61;89
360;string90;3;string86;48;string40;66
361;string6;17;string59;17;string92;34
362;string40;14;string20;72;string67;99
363;string15;6;string76;81;string10;52
364;string79;86;string89;64;string69;87
365;string33;22;string75;92;string5;52
366;string80;13;string36;48;string85;17
367;string2;2;string47;81;string65;16
368;string14;30;string29;4;string40;68
369;string50;84;string90;26;string75;50
370;string94;76;string57;66;string98;66
371;string73;24;string62;15;string87;7
372;string89;46;string6;18;string36;45
373;string54;78;string6;77;string19;82
374;string47;22;string93;8;string42;60
375;string87;16;string73;26;string37;26
376;string13;49;string92;57;string75;35
377;string1;80;string63;53;string22;53
378;string30;93;string99;7;string59;41
379;string94;14;string46;92;string32;46
380;string36;68;string43;9;string42;79
381;string60;39;string12;74;string1;57
382;string80;54;string45;29;string76;64
383;string94;51;string0;19;string54;91
384;string99;47;string70;50;string5;69
385;string96;10;string51;11;string17;22
386;string97;61;string35;73;string96;86
387;string18;76;string72;32;string19;82
388;string42;14;string43;69;string45;93
389;string45;70;string70;16;string82;92
390;string69;53;string63;3;string33;79
391;string43;13;string60;5;string9;1
392;string84;41;string49;26;string78;87
393;string43;66;string51;23;string4;29
394;string65;73;string40;14;string36;51
395;string73;90;string89;65;string79;43
396;string50;66;string4;45;string27;70
397;string56;20;string26;5;string32;4
398;string34;43;string19;6;string31;25
399;string27;80;string76;29;string2;3
400;string43;59;string85;71;string97;90
401;string71;47;string49;74;string52;57
402;string70;86;string40;90;string19;37
403;string28;96;string8;14;string5;27
404;string16;99;string27;91;string76;33
405;string46;3;string69;78;string33;3
406;string92;80;string52;83;string3;38
407;string17;29;string7;56;string49;61
408;string26;48;string14;31;string39;11
409;string8;0;string11;94;string15;62
410;string74;25;string32;71;string3;0
411;string0;44;string27;92;string16;2
412;string93;4;string80;27;string91;73
413;string2;74;string54;15;string37;42
414;string30;28;string52;90;string65;7
415;string73;67;string89;33;string87;91
416;string37;30;string14;66;string90;97
417;string85;8;string8;64;string79;58
418;string68;92;string39;44;string16;50
419;string38;97;string41;42;string74;97
420;string95;66;string41;12;string77;27
421;string81;44;string22;94;string12;11
422;string81;41;string72;76;string36;30
423;string87;10;string25;20;string92;46
424;string70;34;string26;51;string68;13
425;string53;35;string42;50;string68;23
426;string36;61;string71;19;string7;71
427;string72;65;string39;95;string31;79
428;string89;83;string65;84;string29;88
429;string49;79;string39;54;string38;39
430;string24;21;string52;48;string75;44
431;string19;2;string97;55;string34;5
432;string68;81;string42;51;string53;0
433;string22;63;string89;22;string84;66
434;string35;84;string51;72;string93;29
435;string16;40;string18;38;string17;64
436;string0;87;string23;98;string33;40
437;string73;76;string74;56;string90;6
438;string49;88;string93;54;string35;79
439;string45;30;string76;50;string93;71
440;string7;56;string32;41;string61;0
441;string19;55;string6;29;string12;36
442;string20;11;string28;89;string71;0
443;string90;65;string1;66;string22;73
444;string89;98;string50;46;string59;38
445;string77;34;string25;48;string31;1
446;string28;5;string91;16;string81;41
447;string25;84;string74;61;string65;75
448;string67;86;string48;83;string74;59
449;string50;39;string40;98;string52;5
450;string21;85;string5;50;string24;94
451;string50;18;string45;84;string73;44
452;string94;73;string10;11;string60;60
453;string75;57;string57;91;string31;61
454;string88;22;string72;87;string18;16
455;string76;88;string96;32;string51;35
456;string52;82;string81;72;string30;24
457;string76;58;string76;56;string36;47
458;string20;46;string50;55;string52;62
459;string49;8;string80;38;string98;59
460;string35;53;string73;23;string36;87
461;string64;33;string92;47;string47;75
462;string82;14;string15;0;string20;31
463;string1;93;string28;53;string26;19
464;string90;87;string79;84;string56;65
465;string0;28;string42;2;string75;20
466;string6;99;string90;38;string70;40
467;string96;25;string6;44;string31;72
468;string31;46;string58;55;string63;29
469;string53;38;string29;60;string40;92
470;string53;2;string45;52;string97;40
471;string44;53;string4;30;string98;6
472;string41;88;string73;72;string71;70
473;string46;19;string78;43;string77;61
474;string84;4;string88;95;string80;45
475;string31;27;string30;97;string11;6
476;string49;19;string54;66;string0;80
477;string38;76;string3;87;string93;90
478;string17;83;string61;30;string75;68
479;string95;98;string31;80;string74;41
480;string75;26;string18;42;string35;13
481;string49;68;string69;63;string42;5
482;string3;72;string38;76;string92;13
483;string36;30;string17;59;string23;63
484;string38;14;string43;49;string83;34
485;string11;42;string70;76;string20;90
486;string30;53;string76;17;string63;48
487;string29;44;string60;97;string71;70
488;string7;91;string72;21;string95;4
489;string31;51;string7;4;string74;7
490;string81;27;string95;15;string7;30
491;string99;26;string82;4;string28;5
492;string12;96;string37;85;string54;78
493;string17;98;string50;69;string25;32
494;string13;1;string89;50;string1;98
495;string78;37;string28;76;string46;78
496;string18;17;string99;60;string60;90
497;string32;22;string67;64;string31;90
498;string20;62;string57;80;string39;30
499;string46;44;string60;57;string77;44
500;string3;26;string98;44;string64;25
501;string39;22;string22;50;string10;56
502;string60;12;string97;72;string78;33
503;string7;45;string59;19;string85;3
504;string28;21;string45;57;string83;21
505;string20;73;string21;68;string46;46
506;string17;33;string37;83;string6;27
507;string48;94;string28;69;string83;41
508;string52;50;string11;29;string51;24
509;string24;99;string8;2;string66;92
510;string17;53;string87;75;string75;93
511;string32;72;string80;46;string18;71
512;string77;10;string84;36;string35;78
513;string76;93;string85;84;string46;82
514;string58;33;string59;4;string70;30
515;string71;41;string32;48;string53;52
516;string62;63;string3;83;string83;96
517;string31;37;string97;67;string36;66
518;string41;65;string55;71;string28;90
519;string11;10;string16;54;string7;26
520;string70;38;string34;54;string41;79
521;string54;58;string53;5;string6;26
522;string60;34;string49;97;string87;6
523;string25;74;string36;16;string52;13
524;string1;10;string62;42;string55;23
525;string69;42;string21;4;string61;12
526;string65;78;string60;58;string4;27
527;string59;47;string18;86;string94;63
528;string18;19;string54;36;string23;47
529;string21;2;string63;75;string52;85
530;string72;78;string77;37;string50;82
531;string85;5;string32;91;string10;84
532;string64;69;string97;6;string39;78
533;string53;64;string82;82;string24;91
534;string68;86;string30;55;string87;22
535;string14;69;string52;56;string0;63
536;string63;64;string29;31;string86;88
537;string65;55;string64;89;string87;0
538;string72;35;string5;40;string27;58
539;string10;9;string76;54;string33;91
540;string81;27;string41;53;string86;83
541;string33;79;string19;51;string6;34
542;string26;61;string15;13;string63;7
543;string67;98;string38;57;string2;39
544;string40;9;string75;50;string8;17
545;string88;74;string95;58;string18;87
546;string0;17;string26;32;string58;49
547;string56;94;string75;58;string11;90
548;string18;5;string25;50;string1;75
549;string35;46;string92;95;string98;43
550;string99;33;string0;2;string32;72
551;string33;87;string92;15;string79;44
552;string33;12;string38;86;string80;11
553;string62;65;string25;24;string98;34
554;string33;76;string60;87;string69;1
555;string68;21;string80;24;string42;72
556;string32;7;string2;47;string50;33
557;string12;84;string78;7;string47;54
558;string8;22;string52;85;string16;5
559;string5;70;string47;99;string42;49
560;string54;46;string27;50;string37;43
561;string84;90;string79;51;string84;94
562;string80;80;string69;84;string55;3
563;string90;9;string61;36;string44;78
564;string18;40;string52;76;string20;46
565;string30;79;string2;21;string73;87
566;string44;13;string10;69;string18;58
567;string82;41;string97;14;string88;51
568;string10;36;string73;68;string70;23
569;string35;18;string49;5;string93;60
570;string93;11;string55;15;string66;17
571;string77;56;string51;31;string77;43
572;string40;48;string27;41;string91;68
573;string79;57;string6;11;string6;58
574;string69;30;string95;73;string33;23
575;string31;51;string69;3;string76;3
576;string65;65;string29;64;string94;41
577;string99;41;string72;44;string91;13
578;string0;24;string52;98;string94;11
579;string74;49;string14;67;string24;33
580;string80;4;string54;90;string39;99
581;string73;81;string31;74;string28;94
582;string90;47;string25;92;string37;87
583;string85;12;string70;42;string37;87
584;string23;74;string39;30;string27;74
585;string57;62;string22;56;string89;71
586;string58;59;string82;74;string79;14
587;string94;93;string44;2;string80;43
588;string84;25;string24;95;string42;20
589;string38;25;string59;18;string70;31
590;string9;19;string67;30;string83;58
591;string61;4;string68;98;string9;17
592;string38;23;string24;15;string62;35
593;string69;21;string56;54;string57;66
594;string56;25;string13;24;string4;72
595;string62;93;string91;95;string8;42
596;string43;65;string7;61;string41;71
597;string2;9;string82;32;string39;91
598;string40;10;string40;25;string70;61
599;string50;99;string59;41;string77;29
600;string85;49;string90;46;string0;1
601;string30;0;string66;87;string72;70
602;string7;76;string98;11;string85;16
603;string1;78;string9;16;string33;60
604;string49;92;string99;32;string71;11
605;string22;67;string36;5;string39;29
606;string43;65;string45;84;string2;25
607;string41;93;string57;8;string62;5
608;string50;60;string1;20;string11;43
609;string11;26;string12;95;string40;93
610;string5;6;string6;51;string69;82
611;string1;92;string74;17;string90;64
612;string7;33;string43;38;string66;93
613;string42;0;string96;82;string10;54
614;string39;37;string33;93;string53;55
615;string81;23;string51;21;string29;14
616;string97;41;string31;86;string77;83
617;string64;22;string44;51;string10;80
618;string3;82;string49;80;string56;59
619;string33;33;string50;78;string38;18
620;string4;10;string14;78;string62;75
621;string78;60;string2;98;string45;85
622;string44;64;string24;47;string13;36
623;string72;36;string80;59;string62;82
624;string13;47;string83;0;string80;61
625;string41;76;string52;79;string86;35
626;string15;58;string2;88;string3;36
627;string21;98;string11;71;string67;23
628;string3;35;string72;22;string4;69
629;string92;90;string45;33;string70;99
630;string86;78;string67;73;string42;91
631;string54;96;string53;4;string59;18
632;string3;47;string24;68;string32;2
633;string80;79;string17;78;string30;57
634;string51;10;string64;27;string36;96
635;string93;16;string44;59;string69;11
636;string69;71;string92;34;string34;96
637;string19;82;string84;16;string98;74
638;string61;41;string93;79;string18;33
639;string45;93;string66;93;string78;22
640;string19;13;string5;76;string83;11
641;string42;80;string46;52;string8;75
642;string49;11;string58;91;string41;80
643;string1;83;string49;37;string75;3
644;string17;66;string12;90;string40;82
645;string92;30;string92;96;string98;14
646;string50;74;string88;49;string96;78
647;string54;83;string55;78;string55;17
648;string90;30;string59;20;string65;20
649;string33;39;string59;36;string82;1
650;string63;72;string59;19;string96;77
651;string38;89;string90;67;string38;13
652;string17;80;string51;56;string65;90
653;string61;99;string62;88;string76;90
654;string40;78;string62;68;string74;53
655;string28;46;string8;91;string55;50
656;string91;29;string59;5;string54;78
657;string77;71;string11;14;string72;39
658;string27;30;string16;35;string83;98
659;string70;27;string40;15;string66;22
660;string95;11;string74;82;string49;78
661;string24;36;string44;79;string95;54
662;string65;28;string62;22;string41;20
663;string13;94;string30;15;string81;34
664;string40;33;string50;35;string58;31
665;string74;15;string91;51;string63;94
666;string58;75;string12;31;string91;1
667;string32;85;string62;84;string1;13
668;string28;98;string34;55;string67;78
669;string19;73;string19;25;string84;42
670;string11;16;string14;16;string87;20
671;string49;19;string94;9;string69;56
672;string28;68;string33;85;string15;40
673;string83;55;string99;35;string24;14
674;string57;14;string66;56;string56;94
675;string27;92;string6;79;string87;63
676;string17;77;string93;94;string66;61
677;string45;56;string48;54;string60;67
678;string95;95;string4;68;string1;32
679;string84;11;string9;66;string81;89
680;string41;56;string63;16;string6;71
681;string17;9;string49;68;string61;2
682;string31;9;string26;75;string54;46
683;string14;28;string97;22;string84;50
684;string17;74;string83;41;string45;34
685;string8;1;string72;98;string81;16
686;string79;81;string92;8;string69;82
687;string70;83;string1;85;string29;28
688;string33;72;string83;70;string17;88
689;string11;17;string48;97;string89;50
690;string1;55;string69;88;string7;73
691;string34;63;string90;70;string85;90
692;string53;47;string3;69;string79;83
693;string61;75;string35;8;string46;58
694;string57;20;string35;73;string18;55
695;string67;51;string85;52;string44;6
696;string71;56;string55;44;string98;29
697;string5;72;string16;31;string64;27
698;string89;47;string56;47;string68;77
699;string83;75;string36;91;string38;71
700;string0;85;string40;41;string67;27
701;string46;61;string35;27;string10;7
702;string37;13;string41;42;string10;44
703;string55;1;string68;90;string47;75
704;string47;19;string21;60;string71;93
705;string97;25;string56;53;string76;15
706;string18;34;string59;73;string13;35
707;string71;98;string20;97;string61;57
708;string69;4;string38;32;string57;98
709;string7;82;string86;18;string68;81
710;string86;72;string78;12;string48;65
711;string97;7;string69;91;string57;92
712;string62;98;string80;36;string84;48
713;string82;63;string68;82;string5;74
714;string67;50;string55;43;string69;14
715;string24;84;string67;13;string27;14
716;string7;8;string48;28;string92;66
717;string84;61;string47;19;string86;39
718;string25;95;string72;46;string13;62
719;string59;37;string29;95;string0;30
720;string70;80;string92;2;string63;73
721;string2;59;string9;97;string92;6
722;string26;78;string60;56;string46;29
723;string79;0;string11;44;string58;12
724;string3;41;string14;83;string55;52
725;string98;47;string84;96;string48;21
726;string33;74;string12;29;string78;40
727;string62;95;string69;25;string13;94
728;string97;72;string94;38;string6;1
729;string22;35;string25;85;string55;4
730;string47;93;string56;5;string1;88
731;string7;92;string32;75;string84;58
732;string95;46;string97;17;string7;0
733;string70;84;string48;88;string19;87
734;string42;65;string49;69;string24;93
735;string87;35;string70;25;string96;80
736;string38;77;string57;79;string9;94
737;string23;12;string93;96;string12;57
738;string72;68;string31;31;string12;93
739;string34;45;string37;14;string14;63
740;string92;8;string7;26;string61;19
741;string65;1;string92;53;string24;97
742;string79;50;string35;17;string89;50
743;string77;55;string91;75;string89;13
744;string93;41;string67;56;string7;6
745;string34;16;string5;30;string73;56
746;string34;60;string91;31;string41;77
747;string78;99;string33;33;string8;50
748;string53;82;string3;88;string33;60
749;string6;79;string86;36;string93;82
750;string29;10;string76;6;string65;83
751;string79;79;string8;57;string21;77
752;string78;68;string62;23;string44;18
753;string50;21;string55;86;string58;10
754;string37;3;string65;57;string47;67
755;string73;18;string98;36;string76;34
756;string36;34;string65;39;string78;73
757;string6;36;string24;95;string70;30
758;string19;65;string62;49;string60;29
759;string99;64;string74;33;string74;94
760;string95;77;string22;80;string68;33
761;string36;27;string37;0;string76;79
762;string77;39;string65;77;string63;64
763;string1;19;string99;62;string94;87
764;string82;94;string85;35;string68;77
765;string17;76;string59;80;string88;2
766;string12;4;string7;0;string11;79
767;string46;52;string73;54;string0;74
768;string20;36;string96;48;string45;64
769;string22;3;string35;19;string6;55
770;string99;28;string80;38;string66;3
771;string63;6;string13;47;string72;99
772;string32;43;string97;78;string68;67
773;string60;67;string83;51;string48;16
774;string43;44;string83;41;string78;30
775;string61;15;string40;91;string51;65
776;string35;11;string3;60;string72;7
777;string0;64;string94;2;string41;4
778;string75;45;string34;84;string57;23
779;string43;94;string5;91;string44;75
780;string69;44;string1;46;string35;0
781;string12;1;string88;65;string90;30
782;string96;4;string1;90;string75;35
783;string79;38;string36;70;string27;50
784;string14;4;string97;48;string50;37
785;string39;40;string59;45;string59;42
786;string1;91;string63;11;string74;17
787;string41;76;string46;38;string68;25
788;string36;37;string17;71;string2;13
789;string76;44;string65;8;string70;79
790;string56;24;string66;50;string71;96
791;string67;7;string46;96;string60;13
792;string94;46;string44;65;string32;70
793;string99;95;string72;76;string85;71
794;string9;0;string2;75;string41;63
795;string45;50;string85;63;string42;1
796;string30;71;string56;18;string66;39
797;string37;15;string0;16;string7;73
798;string96;1;string71;8;string97;10
799;string10;65;string51;64;string28;87
800;string29;88;string5;81;string63;4
801;string41;41;string17;11;string66;78
802;string32;90;string55;31;string79;54
803;string39;11;string37;28;string76;76
804;string1;17;string81;56;string33;36
805;string17;77;string84;42;string78;73
806;string7;59;string8;29;string23;48
807;string3;69;string71;96;string33;67
808;string48;27;string90;90;string10;2
809;string68;47;string21;81;string23;67
810;string15;45;string51;6;string95;88
811;string27;89;string7;64;string51;5
812;string19;84;string13;29;string90;82
813;string61;6;string60;30;string4;64
814;string52;24;string41;78;string36;27
815;string38;16;string2;3;string16;74
816;string90;77;string46;77;string89;70
817;string14;51;string42;35;string94;35
818;string77;59;string32;94;string64;7
819;string21;16;string13;77;string14;11
820;string74;8;string37;41;string88;43
821;string32;68;string87;13;string70;8
822;string50;0;string7;2;string3;0
823;string8;54;string67;0;string58;21
