44;str35;27;str25;21;str7;35;str32;44;str33
45;str30;24;str11;9;str10;37;str23;31;str13
46;str15;8;str21;8;str37;5;str25;23;str9
47;str3;15;str12;31;str26;10;str47;8;str35
48;str23;24;str50;12;str20;7;str7;20;str1
49;str30;23;str41;22;str10;11;str42;21;str20
50;str29;3;str24;43;str14;42;str17;41;str48
51;str43;21;str3;36;str17;20;str30;42;str50
52;str49;9;str24;22;str7;16;str17;20;str39
53;str31;23;str29;6;str32;50;str12;18;str20
54;str8;41;str26;31;str37;30;str40;31;str32
55;str37;12;str23;34;str35;24;str35;29;str50
56;str35;29;str3;1;str38;24;str50;38;str35
57;str8;25;str38;47;str13;50;str6;21;str16
58;str23;13;str24;20;str2;24;str22;26;str24
59;str39;35;str5;45;str4;27;str24;22;str11
60;str29;24;str3;2;str45;22;str23;28;str13
61;str35;36;str44;50;str40;38;str16;5;str5
62;str25;33;str34;17;str32;36;str26;12;str41
63;str29;30;str41;20;str6;29;str50;5;str20
64;str48;49;str27;27;str29;30;str35;47;str45
65;str23;22;str41;29;str4;42;str8;12;str5
66;str37;11;str45;25;str48;7;str19;41;str28
67;str3;11;str10;28;str11;24;str44;43;str18
68;str38;34;str19;46;str1;40;str12;4;str44
69;str34;8;str24;34;str12;41;str35;16;str11
70;str27;32;str1;40;str42;6;str39;15;str17
71;str40;27;str33;47;str45;29;str31;38;str33
72;str43;10;str10;2;str42;4;str9;46;str5
73;str49;48;str26;1;str28;43;str13;10;str18
74;str15;26;str8;47;str42;8;str45;17;str5
75;str25;10;str29;33;str13;34;str43;39;str50
76;str6;38;str12;32;str18;47;str30;1;str13
77;str17;40;str45;33;str29;19;str18;22;str16
78;str7;41;str49;13;str31;38;str38;1;str50
79;str30;19;str12;48;str33;28;str46;24;str10
80;str31;48;str5;7;str42;7;str34;50;str42
81;str29;1;str23;5;str39;13;str22;44;str16
82;str35;35;str31;9;str40;25;str41;15;str35
83;str24;3;str22;3;str42;26;str44;26;str40
84;str12;7;str24;43;str43;33;str30;48;str32
85;str3;41;str3;38;str37;44;str26;17;str32
86;str10;47;str24;21;str41;45;str14;6;str8
87;str26;1;str24;42;str16;41;str34;2;str23
88;str45;19;str5;2;str27;38;str11;34;str34
89;str49;5;str23;3;str3;13;str42;2;str46
90;str6;38;str2;30;str4;27;str2;37;str8
91;str30;9;str24;6;str42;25;str27;6;str32
92;str32;6;str32;31;str6;2;str4;34;str24
93;str47;23;str34;6;str27;44;str47;47;str19
94;str7;27;str6;38;str38;34;str25;11;str4
95;str25;11;str15;13;str33;22;str16;20;str4
96;str21;12;str21;2;str11;31;str22;43;str40
97;str28;43;str38;30;str23;44;str10;35;str9
98;str8;5;str39;7;str27;50;str48;20;str12
99;str27;16;str26;25;str16;46;str32;7;str10
100;str9;36;str1;40;str27;40;str14;14;str42
101;str42;19;str9;34;str39;39;str9;44;str47
102;str38;31;str6;45;str16;24;str16;36;str16
103;str47;21;str23;41;str38;18;str49;22;str23
104;str36;26;str4;10;str30;13;str4;49;str7
105;str16;10;str30;11;str33;31;str27;28;str9
106;str24;13;str31;37;str9;14;str44;48;str11
107;str20;48;str7;49;str5;34;str43;4;str27
108;str13;24;str50;6;str9;34;str25;34;str44
109;str12;29;str50;7;str38;39;str24;36;str12
110;str50;9;str33;15;str40;34;str7;38;str42
111;str42;5;str22;49;str11;29;str43;17;str45
112;str21;46;str40;14;str19;7;str41;29;str45
113;str3;7;str40;35;str3;31;str22;29;str43
114;str39;5;str49;22;str26;38;str7;3;str12
115;str12;44;str45;3;str21;21;str19;2;str26
116;str18;41;str38;39;str5;42;str33;13;str20
117;str39;1;str44;41;str48;15;str46;7;str39
118;str42;41;str25;37;str19;32;str37;28;str18
119;str44;12;str28;20;str22;40;str43;8;str37
120;str40;47;str19;16;str45;28;str7;32;str43
121;str23;32;str24;10;str12;39;str17;39;str23
122;str28;22;str17;29;str25;28;str8;25;str21
123;str4;46;str28;34;str35;48;str40;20;str37
124;str42;7;str27;46;str50;6;str9;6;str16
125;str36;17;str27;34;str37;48;str14;36;str31
126;str13;3;str13;19;str43;4;str26;41;str30
127;str4;12;str17;29;str4;4;str16;5;str31
128;str32;40;str14;20;str36;3;str20;24;str22
129;str32;10;str2;8;str8;11;str4;26;str40
130;str45;33;str7;25;str12;42;str2;40;str40
131;str42;23;str43;11;str38;46;str28;17;str24
132;str46;3;str27;11;str11;22;str4;26;str10
133;str25;14;str18;27;str49;12;str13;41;str14
134;str2;50;str22;36;str33;6;str5;43;str50
135;str17;42;str42;20;str29;9;str26;38;str16
136;str48;41;str32;30;str36;31;str13;41;str42
137;str29;20;str34;11;str27;43;str2;37;str25
138;str3;40;str29;10;str19;44;str12;41;str11
139;str46;29;str6;38;str22;13;str19;7;str21
140;str50;15;str19;41;str24;45;str40;22;str46
141;str20;50;str30;41;str18;17;str5;43;str30
142;str47;39;str7;13;str17;43;str13;9;str37
143;str41;9;str41;28;str40;27;str4;44;str26
144;str8;5;str24;39;str30;13;str8;9;str27
145;str32;35;str33;36;str35;35;str9;17;str16
146;str49;35;str36;19;str26;34;str31;31;str23
147;str50;13;str23;28;str31;4;str26;24;str8
148;str19;37;str22;8;str43;43;str1;16;str42
149;str42;17;str5;28;str30;15;str33;42;str36
150;str39;25;str5;2;str5;47;str30;50;str4
151;str45;30;str7;14;str7;27;str27;2;str3
152;str49;45;str26;37;str24;50;str5;49;str16
153;str48;9;str7;14;str42;43;str21;30;str30
154;str29;32;str8;47;str39;9;str35;50;str33
155;str23;35;str24;19;str37;46;str17;38;str49
156;str32;30;str17;48;str44;33;str22;1;str2
157;str2;48;str5;38;str32;31;str35;39;str24
158;str49;46;str10;32;str45;50;str49;22;str10
159;str10;45;str2;30;str45;2;str6;16;str1
160;str49;15;str30;1;str46;33;str1;19;str20
161;str1;20;str7;33;str11;20;str24;19;str18
162;str30;46;str34;50;str12;26;str22;11;str3
163;str23;39;str16;44;str20;5;str48;50;str36
164;str14;45;str8;33;str10;10;str38;29;str40
165;str18;20;str48;20;str46;37;str43;41;str31
166;str25;33;str7;44;str46;33;str25;8;str5
167;str24;2;str36;20;str33;25;str34;50;str10
168;str37;28;str32;32;str13;16;str46;43;str25
169;str16;24;str33;22;str22;19;str18;47;str33
170;str14;18;str8;33;str36;40;str13;14;str4
171;str17;47;str6;50;str43;49;str36;23;str48
172;str27;11;str38;6;str36;38;str25;38;str21
173;str5;5;str1;27;str32;31;str20;11;str35
174;str17;1;str13;15;str47;46;str13;8;str42
175;str50;23;str31;20;str24;18;str14;14;str25
176;str22;17;str49;24;str14;24;str13;25;str26
177;str10;45;str30;8;str42;11;str44;3;str10
178;str22;4;str4;23;str23;33;str37;42;str32
179;str30;1;str8;1;str38;10;str21;47;str37
180;str44;39;str19;2;str21;1;str19;23;str34
181;str19;35;str48;2;str4;17;str12;19;str44
182;str18;21;str10;12;str36;17;str48;18;str10
183;str27;21;str42;40;str38;39;str48;41;str5
184;str31;14;str9;47;str43;34;str15;12;str2
185;str3;41;str21;6;str36;14;str22;27;str16
186;str20;50;str23;1;str19;46;str3;8;str40
187;str30;22;str45;3;str22;9;str41;26;str20
188;str50;7;str41;5;str50;6;str2;30;str17
189;str7;4;str9;42;str34;14;str22;16;str34
190;str29;12;str34;20;str8;41;str13;48;str48
191;str32;17;str37;10;str7;42;str7;40;str14
192;str19;8;str23;42;str4;5;str27;20;str39
193;str19;35;str47;42;str44;15;str29;7;str25
194;str2;36;str10;32;str47;7;str46;33;str42
195;str18;2;str33;31;str46;47;str29;36;str6
196;str30;14;str11;50;str1;7;str30;17;str18
197;str50;7;str48;8;str36;44;str34;23;str24
198;str9;42;str20;4;str21;40;str33;3;str4
199;str18;2;str2;20;str37;11;str22;27;str27
200;str17;17;str13;42;str19;47;str43;18;str42
201;str41;1;str8;20;str37;40;str35;36;str27
202;str42;31;str31;8;str1;4;str39;3;str33
203;str28;43;str1;10;str3;27;str46;6;str23
204;str40;23;str20;11;str6;32;str17;24;str14
205;str29;31;str35;49;str39;45;str40;28;str22
206;str28;40;str40;15;str45;30;str37;23;str4
207;str4;20;str32;25;str40;18;str37;21;str36
208;str39;49;str27;9;str32;23;str33;38;str41
209;str26;20;str39;11;str24;34;str35;1;str20
210;str31;41;str23;6;str2;1;str15;40;str39
211;str11;2;str7;38;str47;32;str27;2;str11
212;str4;12;str17;32;str9;40;str13;41;str29
213;str40;43;str45;47;str37;20;str25;30;str33
214;str17;12;str24;16;str10;41;str20;18;str2
215;str27;32;str12;50;str3;44;str4;41;str17
216;str11;32;str10;35;str47;49;str22;46;str47
217;str48;50;str2;9;str46;33;str46;28;str23
218;str30;26;str35;16;str34;50;str44;21;str11
219;str40;9;str9;33;str13;12;str39;45;str2
220;str5;4;str32;15;str6;41;str23;12;str44
221;str34;49;str36;19;str15;13;str4;2;str13
222;str45;22;str41;34;str46;1;str3;48;str27
223;str49;3;str48;34;str10;15;str32;1;str42
224;str28;40;str50;17;str11;34;str12;25;str50
225;str5;44;str33;25;str28;47;str17;19;str20
226;str39;12;str42;37;str48;18;str16;46;str4
227;str1;10;str41;32;str19;35;str6;31;str4
228;str49;50;str45;41;str31;32;str43;40;str24
229;str7;31;str13;4;str15;31;str17;47;str50
230;str5;12;str1;22;str25;34;str17;48;str30
231;str29;12;str27;44;str42;8;str23;15;str14
232;str45;40;str17;22;str33;18;str38;22;str20
233;str19;32;str9;42;str45;21;str43;38;str25
234;str10;35;str17;27;str22;30;str13;24;str16
235;str48;42;str8;11;str9;39;str4;50;str30
236;str35;44;str21;6;str10;42;str20;41;str31
237;str17;50;str45;43;str42;16;str49;44;str5
238;str24;39;str29;9;str48;6;str8;10;str10
239;str15;40;str32;47;str41;38;str4;26;str25
240;str3;3;str29;28;str31;34;str49;33;str45
241;str23;46;str36;47;str18;24;str23;7;str26
242;str38;44;str31;35;str43;45;str20;33;str48
243;str7;20;str23;22;str11;48;str10;49;str13
244;str42;12;str48;1;str14;40;str14;47;str16
245;str26;30;str4;16;str16;20;str1;2;str44
246;str26;13;str34;2;str8;20;str16;28;str4
247;str30;2;str19;50;str4;31;str16;50;str44
248;str38;38;str20;16;str20;13;str25;2;str6
249;str19;33;str4;32;str17;5;str20;11;str38
250;str12;20;str18;25;str32;9;str1;31;str41
251;str44;8;str45;1;str37;13;str4;1;str19
252;str31;42;str19;6;str46;48;str11;14;str22
253;str22;45;str3;50;str50;34;str9;34;str31
254;str49;44;str26;46;str7;3;str1;17;str24
255;str30;30;str29;27;str4;44;str10;32;str25
256;str3;39;str49;35;str50;18;str29;23;str47
257;str47;9;str36;43;str39;34;str44;49;str22
258;str26;50;str39;36;str43;39;str30;48;str37
259;str23;47;str16;49;str9;46;str21;36;str44
260;str44;16;str48;6;str27;4;str18;11;str43
261;str5;9;str20;18;str8;30;str1;17;str4
262;str2;26;str22;45;str30;23;str10;43;str20
263;str29;20;str24;24;str11;5;str23;12;str30
264;str10;1;str5;4;str16;21;str22;31;str24
265;str29;5;str5;26;str17;33;str3;17;str10
266;str35;17;str31;37;str19;40;str45;5;str41
267;str42;34;str48;48;str6;2;str46;9;str5
268;str12;24;str10;1;str39;32;str32;5;str26
269;str5;1;str26;29;str33;48;str38;10;str41
270;str15;48;str47;41;str37;2;str1;3;str1
271;str25;9;str47;42;str1;43;str7;14;str16
272;str48;30;str30;4;str48;48;str36;27;str26
273;str34;10;str11;32;str32;34;str44;8;str16
274;str14;26;str48;27;str15;5;str38;43;str28
275;str33;17;str23;24;str32;18;str44;40;str25
276;str12;29;str15;6;str26;28;str13;31;str29
277;str14;28;str8;26;str11;2;str44;6;str49
278;str43;36;str48;34;str42;22;str33;5;str41
279;str48;7;str24;44;str50;12;str21;14;str28
280;str11;17;str39;35;str42;49;str27;42;str37
281;str39;3;str25;18;str7;27;str45;14;str1
282;str1;35;str1;29;str3;10;str12;25;str31
283;str9;1;str10;40;str20;49;str13;21;str27
284;str27;35;str35;4;str6;34;str41;33;str3
285;str5;23;str46;50;str47;9;str22;17;str41
286;str3;45;str40;37;str4;24;str14;5;str10
287;str5;11;str27;39;str32;33;str9;11;str8
288;str18;37;str33;8;str47;41;str27;10;str19
289;str2;10;str38;30;str22;27;str43;23;str15
290;str29;48;str29;29;str9;45;str25;50;str43
291;str17;26;str40;6;str44;30;str17;10;str25
292;str12;35;str16;29;str18;18;str37;25;str28
293;str37;11;str33;3;str49;1;str10;2;str15
294;str21;43;str42;17;str18;44;str1;21;str3
295;str14;31;str24;6;str36;30;str40;31;str11
296;str48;47;str20;24;str39;20;str21;45;str3
297;str29;1;str19;12;str15;15;str6;26;str34
298;str37;21;str39;34;str14;27;str23;26;str23
299;str3;29;str37;19;str37;37;str12;31;str20
300;str23;30;str4;34;str25;18;str3;26;str35
301;str28;47;str36;19;str39;49;str29;13;str2
302;str14;18;str13;4;str31;40;str32;8;str31
303;str43;46;str43;47;str27;44;str7;1;str24
304;str27;22;str43;49;str19;26;str5;42;str37
305;str47;33;str38;23;str17;17;str3;25;str29
306;str9;49;str37;7;str10;39;str6;25;str41
307;str49;14;str15;4;str25;23;str15;36;str27
308;str1;6;str36;7;str12;21;str5;19;str18
309;str30;15;str8;20;str5;26;str43;40;str45
310;str15;34;str20;19;str30;13;str15;4;str37
311;str46;7;str46;13;str2;17;str35;34;str28
312;str24;23;str14;14;str50;41;str49;27;str26
313;str22;5;str28;6;str22;15;str42;45;str48
314;str20;26;str22;36;str28;8;str7;40;str22
315;str14;47;str1;19;str27;45;str25;49;str31
316;str30;12;str15;29;str46;36;str6;28;str20
317;str36;34;str33;7;str42;45;str23;35;str46
318;str7;31;str20;14;str29;33;str21;39;str3
319;str47;27;str49;7;str48;22;str32;47;str16
320;str41;28;str36;37;str15;30;str39;41;str25
321;str45;49;str21;31;str2;13;str24;12;str13
322;str46;13;str38;5;str27;34;str28;48;str8
323;str7;29;str16;26;str43;42;str17;17;str35
324;str9;46;str33;39;str47;18;str7;1;str30
325;str19;22;str39;50;str3;1;str16;25;str12
326;str37;10;str36;4;str33;44;str27;28;str46
327;str24;29;str39;8;str28;13;str43;17;str4
328;str10;43;str22;4;str16;44;str8;23;str33
329;str20;37;str1;23;str3;48;str4;35;str31
330;str40;35;str47;19;str26;10;str18;49;str19
331;str12;10;str8;48;str13;49;str9;39;str7
332;str13;5;str29;35;str46;26;str17;47;str16
333;str20;29;str43;31;str36;22;str17;50;str50
334;str7;18;str11;42;str26;26;str36;44;str43
335;str24;46;str6;15;str45;3;str2;36;str35
336;str48;19;str49;40;str31;18;str7;27;str34
337;str28;6;str23;26;str35;40;str38;3;str19
338;str50;24;str24;14;str8;27;str4;40;str25
339;str3;46;str44;45;str29;15;str32;46;str12
340;str2;8;str17;34;str27;20;str46;10;str27
341;str10;29;str34;20;str42;41;str47;27;str10
342;str1;9;str39;50;str37;43;str14;30;str3
343;str36;44;str21;20;str3;5;str20;50;str48
344;str38;23;str44;30;str31;22;str43;29;str14
345;str26;32;str42;45;str19;24;str1;21;str18
346;str35;12;str34;46;str39;47;str30;32;str30
347;str26;6;str3;20;str29;32;str16;40;str14
348;str7;36;str40;39;str49;9;str25;14;str12
349;str8;40;str41;43;str24;23;str31;49;str32
350;str16;3;str4;38;str48;17;str47;43;str46
351;str38;10;str47;8;str29;50;str8;1;str44
352;str8;50;str42;18;str4;8;str13;6;str14
353;str29;35;str24;5;str21;35;str5;33;str23
354;str38;12;str23;36;str23;3;str41;31;str31
355;str44;36;str13;33;str35;22;str8;27;str24
356;str34;28;str2;46;str42;7;str48;15;str4
357;str19;30;str11;45;str3;11;str3;14;str50
358;str3;40;str17;11;str42;12;str40;42;str39
359;str32;9;str30;47;str29;5;str3;35;str44
360;str10;44;str1;13;str9;39;str19;4;str31
361;str29;25;str37;18;str16;19;str26;32;str23
362;str25;50;str17;30;str9;23;str15;14;str34
363;str25;14;str19;49;str34;18;str29;10;str36
364;str41;31;str19;41;str14;32;str23;23;str34
365;str50;23;str12;28;str1;9;str19;20;str25
366;str5;2;str34;25;str37;12;str50;42;str41
367;str32;49;str12;32;str21;6;str46;48;str13
368;str50;41;str30;1;str26;31;str7;30;str45
369;str41;42;str22;26;str35;3;str50;23;str1
370;str6;6;str50;9;str5;46;str47;20;str22
371;str32;21;str35;28;str36;41;str33;11;str8
372;str23;46;str35;10;str41;9;str32;50;str48
373;str36;47;str30;35;str3;7;str44;40;str18
374;str50;19;str19;25;str30;17;str9;35;str3
375;str38;17;str8;27;str16;48;str1;41;str14
376;str8;19;str25;38;str12;38;str15;11;str16
377;str44;3;str34;22;str27;10;str3;22;str21
378;str5;38;str50;22;str38;31;str11;46;str50
379;str34;35;str5;2;str29;2;str47;40;str34
380;str8;9;str26;3;str6;43;str9;20;str36
381;str36;38;str40;17;str8;45;str34;20;str48
382;str10;39;str15;10;str38;17;str27;50;str41
383;str26;10;str8;28;str21;50;str4;29;str4
384;str35;37;str34;13;str22;9;str40;46;str35
385;str42;35;str37;49;str18;1;str40;46;str46
386;str33;5;str43;4;str14;26;str6;23;str17
387;str24;4;str18;4;str32;22;str36;40;str36
388;str13;33;str5;11;str50;27;str26;36;str49
389;str5;36;str26;19;str21;2;str6;42;str39
390;str14;45;str14;24;str40;46;str15;14;str15
391;str19;21;str6;10;str28;32;str3;44;str19
392;str48;29;str23;47;str41;25;str48;21;str17
393;str10;25;str9;25;str3;42;str42;48;str40
394;str45;21;str47;44;str6;47;str32;16;str11
395;str11;3;str21;11;str45;41;str19;41;str11
396;str25;11;str15;5;str28;32;str34;50;str36
397;str49;5;str7;37;str38;18;str47;36;str6
398;str13;26;str31;10;str23;42;str5;1;str12
399;str2;10;str36;33;str27;49;str38;41;str47
400;str1;28;str43;27;str18;46;str36;48;str1
401;str1;7;str14;43;str44;37;str16;30;str27
402;str18;3;str29;32;str49;12;str36;25;str45
403;str18;36;str25;35;str28;43;str32;6;str29
404;str16;13;str7;21;str14;26;str27;48;str28
405;str44;26;str12;17;str46;20;str6;35;str21
406;str34;5;str3;45;str24;43;str24;3;str19
407;str6;26;str24;32;str32;22;str9;16;str22
408;str32;29;str19;48;str18;49;str47;21;str33
409;str3;43;str17;43;str26;47;str19;38;str49
410;str46;50;str41;36;str23;1;str36;1;str12
411;str15;11;str27;6;str33;1;str15;40;str35
412;str26;46;str29;40;str5;49;str25;6;str32
413;str7;48;str11;15;str6;49;str3;37;str15
414;str1;47;str22;1;str27;28;str44;8;str6
415;str21;3;str26;10;str43;8;str14;46;str32
416;str40;38;str44;33;str20;32;str31;31;str36
417;str23;31;str26;12;str31;7;str43;30;str1
418;str9;17;str37;42;str1;43;str39;50;str42
419;str46;26;str29;22;str29;30;str3;39;str13
420;str48;22;str16;11;str38;29;str42;41;str33
421;str38;29;str9;36;str50;48;str17;44;str6
422;str28;43;str18;14;str4;28;str18;29;str3
423;str2;36;str41;45;str50;10;str39;35;str31
424;str28;50;str36;26;str6;44;str21;46;str42
425;str21;20;str32;5;str5;29;str47;18;str4
426;str47;1;str20;45;str38;5;str22;48;str32
427;str47;18;str12;18;str29;4;str26;24;str4
428;str43;2;str45;25;str13;47;str17;46;str24
429;str24;47;str27;13;str17;13;str8;33;str15
430;str31;38;str25;2;str1;25;str27;16;str14
431;str9;3;str10;47;str38;12;str8;28;str1
432;str11;37;str4;18;str21;20;str46;7;str42
433;str35;41;str11;12;str47;30;str33;8;str17
434;str3;6;str28;33;str25;48;str50;47;str27
435;str11;7;str32;37;str2;24;str34;13;str36
436;str29;31;str15;38;str20;44;str46;23;str32
437;str29;10;str28;8;str3;24;str42;30;str26
438;str13;48;str18;2;str13;7;str11;5;str41
439;str23;2;str38;40;str48;1;str23;3;str3
440;str22;37;str24;21;str43;21;str17;48;str19
441;str50;29;str12;13;str23;12;str15;7;str36
442;str14;22;str31;3;str3;30;str9;18;str33
443;str34;4;str3;6;str48;28;str26;19;str38
444;str20;49;str45;17;str32;41;str4;43;str16
445;str5;15;str9;47;str13;31;str21;28;str29
446;str37;15;str17;28;str11;44;str49;29;str22
447;str23;39;str17;22;str12;36;str15;33;str36
448;str11;36;str38;17;str20;23;str49;29;str3
449;str13;30;str26;16;str8;7;str10;48;str2
450;str24;37;str48;37;str45;10;str42;6;str38
451;str24;41;str36;35;str37;5;str31;30;str1
452;str33;29;str38;8;str40;26;str7;16;str36
453;str24;38;str2;8;str42;10;str36;27;str14
454;str33;13;str13;28;str20;46;str5;2;str27
455;str49;3;str35;30;str11;38;str29;43;str47
456;str35;15;str16;23;str4;48;str14;20;str33
457;str26;33;str9;23;str4;45;str38;47;str8
458;str23;6;str11;20;str26;43;str1;22;str50
459;str10;39;str16;33;str38;28;str46;19;str42
460;str27;4;str12;31;str6;17;str33;24;str26
461;str40;20;str10;17;str17;30;str43;7;str34
462;str17;15;str8;36;str9;30;str16;34;str8
463;str13;9;str19;5;str30;8;str13;18;str8
464;str43;38;str15;32;str11;17;str31;26;str26
465;str4;13;str28;1;str21;21;str14;34;str33
466;str36;13;str16;18;str49;30;str39;17;str49
467;str33;39;str27;28;str31;5;str13;32;str21
468;str19;6;str46;48;str25;15;str7;15;str4
469;str22;35;str17;13;str45;20;str5;12;str24
470;str4;36;str25;33;str9;25;str30;5;str18
471;str36;32;str32;2;str23;13;str15;16;str3
472;str36;32;str34;1;str36;48;str24;3;str49
473;str9;28;str7;35;str11;15;str40;30;str39
474;str24;47;str13;8;str26;11;str10;43;str12
475;str25;47;str2;15;str13;38;str17;24;str32
476;str46;12;str34;3;str47;22;str17;20;str5
477;str48;14;str15;14;str37;29;str47;9;str24
478;str23;3;str46;4;str24;49;str50;36;str18
479;str32;25;str37;23;str43;47;str5;5;str17
480;str45;37;str50;41;str10;3;str3;39;str42
481;str39;30;str12;17;str29;42;str1;3;str47
482;str19;42;str15;18;str47;5;str9;46;str24
483;str5;36;str22;36;str39;13;str20;40;str18
484;str10;27;str48;41;str27;12;str31;34;str47
485;str13;14;str23;18;str35;50;str12;5;str22
486;str15;28;str50;26;str42;33;str49;22;str30
487;str45;35;str7;11;str22;36;str35;6;str9
488;str4;40;str12;34;str27;38;str12;38;str11
489;str40;10;str29;20;str22;22;str33;44;str47
490;str36;4;str25;49;str50;11;str17;36;str50
491;str6;26;str30;14;str24;21;str38;50;str32
492;str13;25;str9;35;str39;27;str20;39;str13
493;str45;16;str4;3;str34;43;str8;20;str15
494;str7;24;str8;31;str2;37;str17;37;str16
495;str20;26;str25;40;str48;27;str41;25;str47
496;str50;49;str36;48;str37;22;str30;35;str34
497;str23;32;str34;32;str2;41;str30;32;str12
498;str27;25;str6;4;str24;48;str13;18;str23
499;str44;18;str24;12;str43;33;str20;6;str38
500;str20;19;str36;25;str49;22;str18;47;str38
501;str14;50;str27;10;str6;43;str45;33;str43
502;str16;15;str37;36;str21;3;str6;16;str27
503;str21;42;str24;34;str26;50;str27;50;str34
504;str33;34;str30;13;str42;10;str21;41;str16
505;str43;35;str2;23;str14;17;str18;46;str12
506;str23;1;str18;33;str5;21;str17;7;str7
507;str33;14;str6;17;str43;46;str36;47;str37
508;str39;42;str7;24;str20;9;str12;13;str30
509;str14;16;str41;44;str10;4;str22;39;str6
510;str29;39;str49;6;str24;12;str45;49;str38
511;str17;22;str27;42;str24;3;str37;7;str8
512;str38;43;str26;50;str47;2;str14;23;str44
513;str7;49;str12;1;str48;46;str1;46;str22
514;str33;21;str8;39;str19;46;str10;40;str14
515;str18;18;str20;25;str14;41;str49;14;str11
516;str40;15;str49;30;str39;30;str41;18;str44
517;str4;2;str41;22;str29;27;str5;49;str27
518;str35;3;str18;29;str15;35;str34;30;str45
519;str29;3;str49;9;str14;45;str26;2;str35
520;str40;29;str36;32;str17;26;str8;13;str49
521;str27;8;str9;46;str3;15;str23;23;str26
522;str50;23;str2;11;str1;36;str46;20;str18
523;str45;1;str2;13;str40;4;str1;48;str4
524;str37;4;str13;45;str36;49;str17;35;str29
525;str44;21;str10;13;str10;12;str26;16;str49
526;str26;32;str6;34;str32;30;str47;9;str50
527;str7;33;str31;14;str29;37;str20;16;str2
528;str10;14;str5;47;str49;37;str39;35;str20
529;str24;35;str33;37;str27;5;str31;36;str16
530;str34;47;str47;33;str9;41;str32;28;str38
531;str47;33;str31;2;str36;9;str22;13;str28
532;str36;32;str28;32;str2;24;str9;40;str20
533;str15;1;str4;21;str28;2;str45;25;str16
534;str21;36;str32;34;str20;27;str45;2;str38
535;str9;44;str32;28;str40;12;str10;19;str5
536;str47;43;str5;40;str14;22;str47;10;str44
537;str38;7;str3;1;str5;36;str40;43;str4
538;str15;22;str1;43;str31;32;str25;40;str46
539;str40;11;str11;19;str12;26;str7;14;str50
540;str21;19;str9;23;str36;36;str10;44;str34
541;str27;40;str25;20;str8;36;str42;34;str26
542;str29;33;str49;31;str47;33;str35;38;str47
543;str12;36;str21;7;str31;18;str13;4;str26
544;str48;4;str22;47;str17;5;str24;32;str3
545;str14;1;str11;8;str32;16;str13;25;str18
546;str19;27;str32;46;str13;31;str46;35;str44
547;str16;33;str4;30;str43;7;str27;32;str25
548;str14;44;str19;24;str11;40;str17;3;str25
549;str47;7;str13;2;str39;44;str17;41;str2
550;str38;30;str16;45;str13;26;str7;42;str14
551;str2;3;str27;17;str5;2;str5;17;str23
552;str44;25;str44;37;str6;47;str21;10;str21
553;str27;23;str50;36;str40;28;str36;50;str32
554;str32;37;str31;2;str46;39;str46;42;str8
555;str43;15;str33;17;str14;40;str28;18;str4
556;str22;32;str11;14;str49;29;str22;22;str11
557;str39;38;str36;42;str1;47;str40;5;str21
558;str22;40;str49;17;str34;28;str45;37;str46
559;str28;17;str18;6;str46;18;str33;13;str21
560;str50;9;str44;15;str19;1;str37;1;str1
