56;str19;31;str8;24;str8;23;str33;17;str2;17;str9;35;str4;16;str2;7;str40;21
57;str11;27;str17;4;str41;26;str42;24;str14;1;str4;7;str19;36;str18;46;str3;5
58;str4;31;str50;31;str38;29;str29;12;str21;43;str10;24;str19;24;str32;11;str20;34
59;str24;8;str37;33;str18;45;str8;36;str15;48;str45;28;str2;37;str32;2;str17;17
60;str18;14;str20;42;str44;40;str3;11;str3;29;str2;47;str47;40;str15;14;str11;38
61;str1;37;str33;4;str30;1;str15;2;str29;7;str29;17;str2;35;str24;42;str40;28
62;str27;31;str3;19;str25;28;str1;24;str18;14;str25;22;str46;3;str6;24;str28;37
63;str25;3;str3;44;str1;8;str26;24;str41;43;str5;38;str31;31;str50;12;str21;40
64;str17;29;str15;50;str7;19;str7;36;str34;42;str46;24;str42;8;str44;2;str48;50
65;str21;43;str3;49;str4;22;str13;36;str48;1;str36;39;str21;49;str11;47;str11;3
66;str2;35;str32;17;str48;17;str6;36;str17;11;str48;26;str49;5;str13;3;str43;40
67;str23;41;str46;21;str35;11;str17;47;str20;21;str26;2;str44;27;str47;27;str35;26
68;str6;33;str10;10;str1;22;str44;45;str21;31;str17;11;str49;47;str1;3;str14;31
69;str30;35;str22;39;str42;3;str50;20;str21;27;str26;29;str30;26;str24;3;str42;47
70;str48;41;str41;10;str43;29;str34;41;str31;2;str10;12;str43;32;str45;46;str24;22
71;str32;50;str42;10;str13;36;str42;35;str48;20;str37;50;str27;37;str21;43;str39;8
72;str1;44;str29;6;str18;20;str47;31;str42;9;str38;3;str34;22;str47;27;str36;4
73;str48;13;str31;2;str37;24;str9;29;str41;41;str36;37;str34;5;str6;46;str7;12
74;str37;8;str42;46;str4;14;str31;18;str40;12;str31;14;str46;41;str27;14;str12;13
75;str27;12;str23;46;str48;8;str10;50;str31;25;str24;50;str11;42;str45;32;str45;42
76;str35;12;str12;8;str46;1;str6;7;str6;32;str4;8;str20;9;str14;1;str42;43
77;str7;49;str34;45;str50;25;str41;46;str17;7;str40;24;str9;38;str4;47;str10;7
78;str16;43;str2;19;str15;49;str47;9;str9;8;str46;7;str22;8;str6;3;str11;44
79;str17;31;str45;13;str13;25;str48;36;str6;14;str16;10;str48;23;str32;46;str42;14
80;str23;50;str32;7;str13;42;str23;30;str13;26;str36;15;str18;24;str2;14;str6;33
81;str39;17;str9;20;str16;44;str5;29;str24;28;str28;33;str12;17;str37;3;str27;7
82;str30;23;str29;23;str28;9;str28;45;str28;17;str18;2;str28;49;str45;23;str36;34
83;str7;24;str9;37;str5;1;str34;22;str30;36;str2;6;str8;16;str35;33;str37;11
84;str5;24;str30;47;str40;38;str30;29;str50;2;str18;30;str23;27;str4;22;str15;6
85;str50;2;str47;35;str44;6;str49;17;str40;7;str14;31;str40;22;str32;9;str48;22
86;str49;35;str40;15;str44;14;str27;4;str20;30;str9;35;str22;29;str43;25;str16;24
87;str14;40;str29;30;str37;23;str24;18;str50;31;str11;44;str2;31;str24;20;str28;29
88;str36;23;str18;43;str43;27;str4;8;str50;38;str49;42;str15;29;str45;19;str31;38
89;str17;23;str14;11;str41;26;str7;27;str50;3;str6;29;str36;4;str33;9;str6;12
90;str15;28;str16;50;str13;2;str39;32;str11;8;str13;2;str22;43;str29;24;str40;32
91;str33;47;str16;21;str48;43;str28;1;str8;5;str5;46;str4;33;str34;43;str20;18
92;str9;20;str12;1;str3;8;str20;13;str4;44;str18;2;str10;42;str33;29;str24;40
93;str49;47;str21;10;str12;1;str24;50;str1;33;str23;5;str50;44;str47;3;str20;35
94;str47;22;str49;32;str16;14;str47;31;str28;48;str44;49;str39;43;str4;16;str23;23
95;str33;24;str20;41;str20;49;str28;43;str13;9;str20;41;str7;19;str38;17;str4;31
96;str16;34;str6;39;str39;27;str42;20;str42;5;str9;32;str24;45;str14;11;str39;50
97;str10;41;str7;35;str23;10;str21;7;str11;47;str30;14;str36;31;str27;16;str12;43
98;str27;3;str50;48;str35;47;str50;49;str14;41;str37;4;str6;8;str45;38;str37;24
99;str3;49;str20;20;str12;37;str36;9;str12;30;str11;28;str17;28;str36;18;str48;4
100;str30;11;str7;16;str41;8;str11;7;str35;5;str38;43;str24;10;str6;32;str41;2
101;str20;15;str31;13;str11;29;str3;39;str49;44;str47;36;str32;34;str34;31;str43;20
102;str23;36;str8;36;str50;30;str6;6;str17;29;str29;48;str45;37;str44;5;str15;34
103;str38;48;str7;42;str30;32;str8;25;str8;37;str8;45;str42;12;str16;5;str31;38
104;str4;41;str48;38;str15;34;str1;24;str36;46;str36;40;str35;35;str29;38;str2;3
105;str23;41;str19;35;str9;15;str15;25;str37;43;str19;1;str26;48;str49;47;str47;11
106;str2;20;str20;17;str10;26;str28;21;str16;37;str6;10;str48;37;str20;21;str42;32
107;str14;16;str5;24;str39;16;str40;10;str1;2;str28;23;str30;41;str35;37;str2;33
108;str16;47;str1;47;str3;30;str23;42;str10;11;str50;28;str43;6;str19;5;str36;44
109;str40;12;str34;22;str12;17;str43;39;str24;16;str41;29;str14;28;str27;26;str19;25
110;str21;43;str49;8;str2;31;str44;48;str27;24;str2;17;str1;23;str49;20;str12;20
111;str21;15;str49;34;str44;26;str46;24;str6;7;str39;32;str41;35;str24;32;str34;49
112;str11;31;str5;34;str36;32;str40;42;str27;9;str4;29;str11;13;str11;11;str37;6
113;str15;37;str32;37;str28;31;str18;22;str14;22;str48;21;str35;27;str7;3;str29;6
114;str31;12;str39;13;str44;16;str39;26;str10;47;str39;24;str37;30;str44;49;str20;39
115;str28;43;str16;9;str30;44;str39;21;str27;26;str21;49;str38;31;str34;36;str23;42
116;str18;6;str39;42;str3;6;str41;4;str16;37;str4;34;str20;27;str22;45;str42;29
117;str9;6;str18;42;str17;36;str9;27;str19;16;str24;45;str34;2;str37;46;str22;21
118;str48;32;str46;43;str14;18;str41;28;str35;9;str13;49;str11;44;str39;24;str41;31
119;str37;21;str28;32;str16;36;str25;38;str43;21;str30;8;str41;32;str6;23;str46;13
120;str13;37;str17;7;str12;1;str24;20;str41;17;str25;8;str29;4;str27;7;str40;30
121;str1;37;str25;3;str44;19;str11;3;str41;4;str5;3;str37;39;str12;11;str33;17
122;str47;44;str9;27;str24;49;str1;20;str14;40;str46;1;str32;50;str35;36;str18;43
123;str9;8;str6;11;str3;38;str38;20;str37;23;str49;20;str6;33;str3;9;str38;25
124;str9;30;str50;7;str9;23;str25;5;str8;8;str31;33;str12;43;str17;32;str27;40
125;str16;46;str12;2;str38;1;str27;49;str45;12;str31;42;str2;29;str41;6;str43;39
126;str49;34;str26;25;str28;27;str45;35;str5;17;str11;8;str44;3;str46;1;str49;24
127;str24;35;str30;21;str37;37;str35;37;str15;43;str45;30;str43;19;str12;22;str37;12
128;str47;15;str39;33;str45;31;str10;25;str22;1;str34;31;str44;48;str3;15;str32;41
129;str13;16;str7;15;str8;38;str21;30;str36;46;str4;13;str8;11;str47;9;str46;17
130;str8;1;str49;20;str23;10;str12;12;str38;24;str23;27;str18;33;str47;44;str41;48
131;str37;44;str13;15;str47;31;str23;36;str28;6;str10;4;str30;42;str1;3;str14;33
132;str32;22;str1;12;str16;3;str38;43;str2;10;str31;15;str5;38;str22;41;str42;33
133;str14;27;str32;9;str16;6;str30;4;str23;31;str24;40;str43;43;str46;18;str6;40
134;str1;32;str33;41;str44;46;str35;3;str22;38;str2;16;str20;16;str36;48;str23;18
135;str35;1;str30;8;str42;48;str6;24;str35;10;str13;35;str32;48;str35;11;str11;46
136;str11;4;str35;40;str43;16;str37;44;str7;41;str29;9;str28;1;str47;16;str2;33
137;str42;27;str6;12;str34;1;str19;8;str48;9;str50;23;str49;3;str34;30;str37;11
138;str5;26;str37;3;str43;13;str31;10;str8;45;str22;11;str32;34;str26;29;str9;50
139;str30;12;str1;26;str11;20;str40;40;str3;27;str24;2;str40;11;str27;31;str25;43
140;str36;38;str26;40;str41;17;str44;24;str13;1;str1;25;str44;9;str9;30;str23;21
141;str31;12;str14;26;str20;26;str30;18;str48;46;str31;37;str6;49;str47;10;str49;31
142;str44;13;str46;28;str4;8;str27;31;str36;43;str41;15;str11;39;str42;7;str19;50
143;str32;14;str42;43;str28;21;str18;34;str30;48;str12;50;str50;32;str47;7;str45;43
144;str22;44;str28;29;str31;11;str33;48;str7;15;str43;35;str46;3;str36;49;str31;26
145;str45;23;str13;22;str12;49;str42;10;str4;48;str9;28;str20;13;str40;12;str47;42
146;str46;35;str25;27;str33;41;str7;43;str24;49;str50;29;str19;19;str5;10;str44;33
147;str17;18;str9;41;str48;34;str38;27;str21;30;str19;44;str11;6;str40;24;str47;44
148;str4;46;str16;27;str22;34;str13;17;str20;3;str29;19;str41;28;str29;8;str3;38
149;str17;27;str13;29;str12;12;str33;16;str37;39;str11;12;str38;14;str45;31;str40;20
150;str35;17;str49;38;str29;21;str27;41;str37;34;str33;41;str10;49;str33;8;str21;27
151;str43;38;str29;32;str17;28;str5;32;str29;11;str46;46;str20;3;str22;14;str19;2
152;str48;33;str11;29;str12;25;str31;40;str15;17;str34;8;str15;29;str36;27;str27;47
153;str6;33;str30;21;str45;6;str38;26;str32;6;str49;35;str45;16;str27;10;str39;44
154;str10;41;str47;14;str13;36;str35;50;str39;39;str31;41;str41;31;str9;31;str20;26
155;str30;15;str4;5;str34;6;str17;4;str22;6;str3;2;str37;39;str27;18;str45;31
156;str19;14;str6;27;str41;26;str27;27;str32;28;str47;44;str8;38;str3;30;str15;5
157;str21;41;str24;9;str40;34;str15;32;str41;9;str29;32;str11;28;str38;17;str1;4
158;str10;14;str39;47;str10;22;str38;7;str42;29;str49;13;str19;22;str26;31;str30;14
159;str2;35;str27;46;str35;47;str33;8;str32;15;str24;7;str16;37;str47;34;str4;25
160;str33;24;str21;2;str32;21;str13;21;str43;15;str41;25;str35;3;str47;28;str11;46
161;str48;13;str46;17;str21;12;str9;48;str14;10;str8;22;str34;8;str27;15;str29;13
162;str7;26;str24;37;str3;33;str19;30;str30;29;str45;44;str40;19;str13;18;str18;2
163;str27;50;str44;2;str22;42;str17;32;str42;13;str12;50;str24;33;str31;18;str11;26
164;str13;27;str16;18;str12;29;str38;36;str36;11;str26;42;str34;42;str41;38;str38;13
165;str50;9;str13;35;str5;5;str4;14;str4;4;str36;32;str43;1;str32;32;str32;24
166;str27;8;str19;2;str9;50;str42;39;str41;13;str35;18;str50;10;str22;43;str49;28
167;str2;38;str8;7;str31;14;str28;45;str12;21;str8;29;str21;43;str29;23;str35;21
168;str18;26;str45;32;str2;33;str35;40;str38;41;str11;2;str25;30;str11;48;str16;12
169;str32;20;str7;25;str6;1;str6;50;str20;30;str34;32;str28;12;str50;46;str33;15
170;str27;42;str15;27;str44;47;str25;21;str49;32;str27;7;str3;32;str42;13;str9;9
171;str9;41;str29;49;str2;34;str39;47;str24;25;str27;20;str31;19;str5;1;str39;11
172;str36;24;str47;8;str20;13;str12;37;str13;47;str13;14;str2;30;str27;29;str42;10
173;str50;4;str30;4;str29;34;str27;15;str49;45;str45;41;str36;43;str37;5;str13;27
174;str4;5;str24;14;str27;34;str44;28;str38;7;str44;25;str50;48;str36;6;str12;12
175;str9;32;str23;10;str10;1;str34;37;str34;50;str28;24;str31;6;str49;45;str35;5
176;str32;2;str42;34;str26;26;str14;15;str33;38;str1;19;str37;49;str22;22;str32;48
177;str7;9;str15;47;str34;20;str29;8;str34;13;str34;14;str14;30;str47;12;str4;44
178;str14;24;str1;11;str19;12;str45;14;str18;49;str34;2;str5;49;str28;18;str14;20
179;str48;38;str9;41;str41;21;str19;22;str22;34;str26;46;str15;25;str21;38;str15;29
180;str20;29;str17;18;str27;30;str22;34;str15;18;str34;42;str18;41;str36;1;str26;31
181;str17;35;str37;37;str8;26;str1;39;str14;5;str33;44;str7;7;str11;49;str34;21
182;str29;4;str10;6;str12;46;str41;9;str33;17;str9;48;str48;26;str44;10;str46;33
183;str11;40;str24;15;str36;33;str24;25;str5;14;str38;3;str17;38;str45;26;str36;1
184;str6;49;str38;21;str24;25;str25;4;str17;31;str39;12;str20;25;str5;46;str22;8
185;str9;36;str39;17;str24;3;str17;36;str50;37;str7;2;str32;38;str28;30;str21;25
186;str20;40;str50;5;str49;5;str50;1;str31;5;str5;35;str23;14;str38;23;str11;19
187;str20;26;str15;29;str32;2;str36;13;str7;4;str48;50;str23;31;str21;35;str6;33
188;str20;19;str5;49;str5;9;str41;28;str14;16;str46;36;str23;22;str7;44;str18;14
189;str30;33;str37;15;str25;39;str47;5;str7;35;str40;16;str38;5;str45;2;str15;42
190;str37;28;str39;17;str6;8;str6;36;str29;25;str13;2;str7;1;str45;32;str1;47
191;str45;3;str13;50;str35;41;str4;15;str32;24;str50;34;str34;4;str8;10;str33;43
192;str4;50;str37;15;str34;38;str24;16;str46;5;str26;6;str5;18;str36;23;str41;50
193;str18;37;str12;18;str11;47;str8;35;str34;15;str19;49;str47;34;str6;31;str48;11
194;str39;15;str21;49;str32;22;str20;40;str7;14;str21;26;str5;50;str5;49;str15;28
195;str20;16;str38;32;str37;35;str46;46;str43;21;str15;25;str17;5;str50;39;str47;41
196;str39;12;str43;34;str49;10;str40;21;str7;38;str13;30;str34;34;str28;47;str29;26
197;str1;43;str5;44;str43;43;str34;13;str27;24;str9;29;str17;10;str42;20;str11;38
198;str18;10;str48;16;str22;31;str5;8;str9;42;str37;33;str49;3;str49;16;str6;29
199;str11;29;str14;31;str27;3;str40;3;str37;36;str17;46;str22;25;str30;43;str21;44
200;str22;19;str26;48;str2;6;str14;3;str27;50;str22;50;str14;10;str1;10;str2;28
201;str34;19;str48;22;str18;6;str31;2;str29;28;str42;10;str29;14;str42;3;str16;11
202;str36;11;str49;45;str24;49;str28;35;str33;30;str39;42;str50;42;str11;3;str50;22
203;str10;45;str16;9;str35;44;str49;8;str36;43;str18;48;str1;44;str42;6;str20;5
204;str7;33;str25;31;str21;36;str12;29;str32;7;str6;29;str25;49;str38;8;str10;6
205;str31;48;str8;40;str38;25;str38;19;str9;44;str13;42;str29;40;str28;10;str8;29
206;str40;28;str16;49;str30;15;str12;24;str42;41;str49;39;str47;3;str7;44;str26;25
207;str15;4;str37;13;str31;13;str1;17;str30;49;str47;30;str1;27;str16;29;str35;32
208;str16;2;str45;33;str49;11;str17;23;str31;41;str47;2;str7;21;str28;33;str48;23
209;str35;43;str28;40;str36;26;str27;13;str37;9;str13;3;str21;44;str10;49;str46;45
210;str17;49;str23;31;str20;19;str22;6;str2;50;str3;36;str43;16;str27;47;str9;33
211;str46;13;str47;15;str4;36;str22;7;str13;1;str23;6;str33;30;str37;47;str45;26
212;str24;30;str1;14;str49;44;str35;6;str18;48;str19;25;str33;12;str47;33;str2;5
213;str27;16;str5;23;str37;32;str17;35;str34;2;str20;39;str11;44;str2;47;str30;44
214;str45;45;str46;13;str19;33;str49;27;str22;15;str26;50;str46;15;str38;11;str31;34
215;str30;44;str18;4;str6;40;str15;10;str35;30;str40;25;str49;9;str20;21;str12;26
216;str38;38;str3;41;str9;43;str24;25;str8;11;str11;23;str40;34;str19;1;str21;6
217;str40;29;str2;8;str30;30;str31;29;str18;18;str19;43;str13;30;str16;21;str32;9
218;str27;6;str39;16;str18;8;str11;3;str11;19;str11;13;str49;33;str18;22;str14;29
219;str6;21;str48;31;str32;6;str15;15;str8;46;str13;29;str35;49;str13;39;str36;23
220;str43;35;str42;41;str6;29;str25;39;str36;14;str34;26;str28;33;str16;24;str15;41
221;str23;20;str25;40;str21;32;str49;33;str42;20;str2;37;str9;1;str20;37;str4;25
222;str43;12;str50;42;str21;35;str31;31;str14;49;str6;6;str8;18;str6;35;str38;37
223;str27;45;str21;18;str25;11;str1;49;str29;5;str39;13;str27;36;str13;14;str8;32
224;str25;17;str4;47;str3;31;str21;38;str8;1;str21;24;str39;6;str35;5;str41;34
225;str12;3;str37;45;str9;5;str29;49;str7;19;str3;5;str11;27;str48;48;str12;28
226;str48;15;str17;42;str1;50;str9;26;str36;10;str22;34;str43;5;str33;25;str46;11
227;str18;29;str49;30;str22;41;str16;14;str45;7;str40;10;str18;14;str28;24;str16;1
228;str42;32;str49;39;str5;14;str31;17;str19;4;str34;4;str37;26;str22;21;str17;3
229;str36;30;str20;31;str14;44;str41;44;str19;15;str3;6;str19;32;str21;38;str22;33
230;str21;36;str31;42;str10;15;str38;11;str21;13;str36;46;str50;36;str1;50;str6;20
231;str9;42;str25;5;str36;1;str37;40;str26;23;str39;4;str28;42;str2;17;str43;20
232;str38;29;str44;4;str22;38;str42;15;str8;30;str34;24;str13;16;str44;10;str38;45
233;str37;4;str24;49;str11;12;str36;11;str39;31;str2;5;str29;45;str12;2;str45;8
234;str42;1;str30;25;str44;15;str6;47;str46;33;str32;16;str18;46;str25;22;str43;38
235;str21;8;str41;13;str32;14;str41;34;str23;50;str26;35;str34;11;str5;49;str18;5
236;str26;4;str40;50;str37;17;str22;3;str42;47;str9;35;str48;6;str2;50;str46;7
237;str18;32;str20;26;str32;1;str9;2;str25;42;str25;15;str38;26;str5;29;str48;36
238;str6;25;str49;50;str33;4;str9;23;str6;8;str1;25;str4;43;str31;35;str37;8
239;str25;31;str49;22;str24;14;str7;24;str11;16;str16;34;str9;10;str48;46;str26;24
240;str29;20;str15;14;str41;39;str20;24;str21;4;str39;13;str23;15;str24;17;str39;34
241;str42;48;str28;28;str8;20;str32;43;str41;23;str47;31;str4;26;str22;25;str6;49
242;str27;21;str42;5;str50;41;str49;3;str20;39;str48;14;str47;22;str31;16;str33;50
243;str5;22;str34;47;str18;11;str20;36;str20;44;str9;29;str33;48;str32;32;str45;9
244;str5;1;str25;34;str8;22;str12;2;str28;48;str39;2;str20;25;str1;29;str13;45
245;str28;16;str14;31;str16;15;str24;2;str38;3;str37;36;str39;24;str41;20;str10;39
246;str38;40;str18;16;str46;35;str35;34;str40;28;str14;37;str19;33;str17;32;str2;12
247;str39;42;str25;40;str34;12;str7;45;str2;41;str47;22;str47;4;str13;5;str50;41
248;str16;9;str33;15;str43;27;str35;9;str6;9;str13;43;str14;36;str48;19;str25;49
249;str47;27;str25;15;str45;43;str5;17;str49;16;str16;18;str40;43;str9;50;str15;6
250;str2;42;str18;31;str41;36;str14;15;str14;49;str42;37;str29;25;str44;1;str33;25
251;str10;35;str32;1;str12;28;str7;28;str20;4;str33;49;str41;25;str17;19;str20;35
252;str34;27;str45;20;str3;47;str15;5;str38;23;str25;14;str41;34;str18;3;str40;18
253;str9;14;str41;10;str33;1;str38;43;str33;18;str6;18;str20;4;str29;34;str1;23
254;str17;2;str43;18;str10;44;str16;3;str37;48;str7;23;str48;49;str36;25;str18;18
255;str40;23;str18;43;str11;28;str26;44;str19;10;str23;13;str6;27;str21;37;str15;44
256;str31;28;str50;29;str1;5;str16;48;str43;26;str34;48;str19;31;str45;6;str29;50
257;str47;32;str5;13;str40;26;str47;29;str9;9;str22;43;str37;50;str28;50;str50;25
258;str47;38;str24;27;str8;19;str33;30;str16;20;str19;7;str29;14;str42;30;str44;40
259;str35;33;str9;13;str32;32;str4;9;str9;45;str2;9;str28;22;str29;22;str35;5
260;str40;1;str23;13;str9;1;str12;41;str29;11;str40;25;str8;22;str37;22;str49;14
261;str29;5;str27;24;str2;9;str38;31;str6;23;str9;45;str47;9;str10;25;str20;14
262;str7;6;str44;41;str16;6;str27;17;str8;4;str49;29;str47;47;str35;30;str26;27
263;str31;10;str15;36;str11;3;str1;7;str34;25;str39;45;str14;24;str11;26;str21;29
264;str6;9;str1;31;str28;35;str24;40;str3;21;str39;11;str5;29;str10;37;str11;19
265;str26;19;str23;27;str10;7;str18;13;str37;40;str45;42;str16;25;str31;26;str21;22
266;str5;49;str44;33;str24;16;str16;32;str22;41;str16;4;str43;5;str15;34;str24;3
267;str33;20;str42;38;str43;39;str13;32;str24;27;str10;16;str7;3;str44;40;str22;8
268;str34;25;str24;28;str4;16;str16;9;str44;7;str30;31;str49;19;str44;25;str29;45
269;str44;4;str18;39;str50;2;str9;19;str28;41;str13;33;str29;12;str44;7;str49;10
270;str43;48;str13;24;str9;27;str46;14;str38;39;str10;39;str4;13;str32;30;str2;36
271;str12;23;str18;39;str15;11;str10;1;str2;10;str2;17;str50;4;str7;5;str42;13
272;str21;13;str47;3;str19;44;str37;23;str42;37;str45;35;str20;2;str38;30;str34;26
273;str21;30;str3;5;str32;16;str12;1;str12;26;str6;26;str15;5;str45;41;str31;28
274;str17;44;str24;22;str16;15;str12;31;str4;39;str2;34;str7;37;str9;48;str46;27
275;str6;5;str32;15;str34;23;str23;46;str17;42;str30;18;str21;47;str9;1;str44;46
276;str9;47;str6;4;str30;40;str26;36;str43;12;str15;50;str44;11;str18;49;str32;42
277;str28;24;str50;18;str13;15;str2;47;str30;21;str13;49;str11;42;str41;3;str41;18
278;str7;37;str12;50;str29;10;str46;6;str3;3;str22;7;str20;50;str16;43;str34;36
279;str43;33;str28;44;str48;7;str9;33;str17;28;str26;48;str20;45;str40;28;str47;24
280;str40;35;str16;36;str31;11;str18;50;str36;13;str8;11;str11;29;str49;33;str38;41
281;str45;42;str20;8;str1;48;str26;13;str37;13;str14;1;str28;30;str16;24;str16;13
282;str48;11;str9;37;str8;4;str23;29;str24;40;str39;41;str3;35;str43;20;str29;47
283;str37;22;str11;12;str36;21;str18;13;str49;48;str24;24;str25;28;str46;5;str50;12
284;str10;26;str12;37;str22;41;str6;9;str38;50;str16;44;str3;46;str42;42;str14;45
285;str15;19;str9;45;str15;7;str49;40;str24;44;str3;49;str25;29;str9;41;str44;43
286;str39;39;str17;14;str25;5;str16;17;str19;34;str40;37;str37;11;str47;16;str6;49
287;str23;49;str34;48;str8;1;str10;31;str1;37;str45;42;str18;49;str4;22;str37;7
288;str19;41;str39;38;str10;43;str15;24;str20;43;str32;16;str2;29;str44;9;str47;50
289;str46;45;str34;7;str3;40;str41;40;str45;41;str43;37;str17;28;str14;45;str27;3
290;str6;28;str8;33;str31;26;str9;39;str44;36;str5;16;str28;35;str50;15;str18;29
291;str17;16;str33;8;str7;7;str10;47;str38;24;str45;1;str26;15;str46;37;str14;33
292;str20;2;str20;35;str14;37;str28;15;str27;16;str46;6;str10;28;str44;33;str28;23
293;str23;47;str35;45;str22;47;str18;14;str27;3;str2;36;str39;37;str6;39;str15;9
294;str15;10;str29;35;str47;23;str1;36;str7;29;str43;32;str9;46;str4;38;str20;48
295;str3;5;str8;18;str7;40;str12;26;str3;21;str21;38;str21;9;str33;50;str31;2
296;str2;17;str4;41;str42;42;str41;41;str34;19;str40;50;str45;13;str11;48;str5;7
297;str46;35;str18;11;str43;43;str31;9;str47;15;str25;5;str31;34;str11;21;str35;47
