61;str13;21;str49;28;str17;22;str47;5;str34;42
62;str2;49;str26;10;str33;25;str44;33;str7;1
63;str35;3;str37;42;str6;20;str6;3;str38;43
64;str9;31;str27;30;str24;24;str23;13;str35;50
65;str2;10;str39;12;str40;15;str41;20;str31;12
66;str21;48;str48;11;str35;41;str9;35;str35;31
67;str11;1;str42;12;str4;48;str21;41;str46;32
68;str1;10;str42;37;str29;21;str6;5;str4;47
69;str46;38;str3;39;str43;39;str38;36;str35;35
70;str38;35;str17;2;str11;36;str19;32;str21;38
71;str41;16;str39;20;str7;40;str4;24;str21;21
72;str14;30;str11;9;str17;49;str41;27;str2;30
73;str4;46;str6;27;str32;21;str1;15;str33;21
74;str15;6;str2;39;str47;10;str5;2;str31;11
75;str42;9;str48;40;str8;39;str9;27;str50;34
76;str31;10;str46;23;str40;35;str32;40;str17;20
77;str20;15;str46;38;str6;20;str24;13;str41;4
78;str10;18;str24;35;str8;44;str46;17;str4;26
79;str23;23;str7;34;str20;14;str3;34;str48;2
80;str45;34;str12;16;str43;28;str18;24;str17;14
81;str48;24;str12;48;str16;3;str28;18;str31;11
82;str30;49;str17;2;str47;22;str18;39;str12;49
83;str36;44;str31;8;str23;8;str36;7;str35;29
84;str45;11;str45;39;str28;5;str44;44;str15;23
85;str10;29;str10;37;str42;49;str18;4;str24;35
86;str14;46;str17;44;str21;49;str17;7;str24;45
87;str18;32;str14;46;str1;7;str41;1;str30;38
88;str21;26;str42;26;str10;47;str39;19;str7;10
89;str16;22;str38;30;str45;11;str43;3;str2;3
90;str32;15;str1;9;str49;39;str4;24;str49;13
91;str22;30;str14;17;str26;33;str15;26;str9;30
92;str11;43;str35;44;str9;35;str45;31;str11;16
93;str13;47;str26;35;str5;7;str12;39;str50;25
94;str32;36;str14;20;str31;22;str39;21;str50;5
95;str31;14;str41;16;str6;24;str1;21;str1;25
96;str13;7;str45;27;str9;16;str24;3;str44;43
97;str38;35;str29;17;str29;18;str39;11;str28;29
98;str6;14;str7;23;str36;46;str20;25;str49;27
99;str14;2;str2;6;str24;13;str45;44;str25;19
100;str34;36;str12;38;str34;14;str23;24;str16;24
101;str8;29;str24;47;str11;23;str32;6;str22;38
102;str10;27;str3;29;str20;37;str42;43;str1;37
103;str29;26;str26;18;str34;16;str44;5;str40;8
104;str9;3;str50;38;str8;1;str28;1;str34;30
105;str17;48;str48;49;str10;24;str49;12;str8;35
106;str7;15;str34;16;str7;29;str34;20;str13;27
107;str21;16;str34;46;str6;38;str15;44;str44;49
108;str2;27;str41;44;str36;38;str28;41;str33;6
109;str39;35;str44;35;str44;1;str8;39;str49;46
110;str23;34;str22;7;str47;37;str15;39;str34;3
111;str45;33;str6;28;str49;46;str20;38;str46;29
112;str23;6;str7;47;str6;28;str6;17;str35;40
113;str33;48;str41;5;str15;43;str34;6;str33;3
114;str23;15;str26;41;str44;24;str16;5;str14;38
115;str14;29;str44;9;str45;48;str3;50;str13;30
116;str25;12;str45;30;str46;5;str25;38;str7;38
117;str38;33;str30;12;str36;42;str35;28;str6;19
118;str22;34;str27;12;str20;23;str23;4;str10;13
119;str15;25;str25;48;str46;44;str38;38;str13;11
120;str1;40;str12;35;str37;14;str48;18;str46;4
121;str21;44;str18;1;str29;45;str14;11;str1;36
122;str15;47;str18;48;str24;9;str11;3;str46;1
123;str3;43;str21;16;str39;23;str16;17;str11;39
124;str11;31;str13;24;str3;31;str23;42;str10;29
125;str16;18;str28;14;str43;19;str19;22;str37;13
126;str35;16;str36;37;str39;23;str4;21;str25;7
127;str21;8;str23;47;str47;43;str40;25;str23;32
128;str18;18;str4;15;str35;6;str37;5;str39;6
129;str28;20;str6;22;str49;12;str7;12;str23;3
130;str18;27;str14;31;str48;40;str20;21;str7;47
131;str23;31;str9;18;str45;30;str12;16;str24;32
132;str11;48;str47;29;str6;12;str14;24;str14;21
133;str43;1;str16;30;str49;16;str38;31;str32;43
134;str36;24;str3;23;str29;28;str28;4;str37;20
135;str3;35;str24;16;str3;40;str49;49;str44;22
136;str43;27;str21;39;str38;22;str30;25;str35;29
137;str1;17;str35;28;str7;2;str45;24;str17;47
138;str50;4;str45;47;str1;46;str24;49;str45;20
139;str9;38;str42;11;str48;15;str48;12;str2;33
140;str9;11;str6;26;str26;23;str12;22;str27;21
141;str11;6;str10;3;str47;17;str36;34;str28;31
142;str31;21;str50;24;str9;44;str15;39;str6;32
143;str15;48;str27;15;str39;7;str35;5;str30;19
144;str24;35;str47;6;str47;24;str28;23;str19;20
145;str42;34;str42;48;str4;6;str41;10;str25;8
146;str6;30;str39;12;str1;4;str17;34;str20;2
147;str29;35;str50;48;str15;35;str48;14;str39;25
148;str48;30;str7;44;str20;11;str19;21;str2;29
149;str42;41;str15;8;str46;45;str36;5;str36;12
150;str44;34;str45;7;str12;43;str13;37;str30;13
151;str34;18;str12;44;str48;13;str36;38;str12;44
152;str40;45;str3;43;str2;36;str49;16;str45;30
153;str13;18;str35;43;str9;8;str49;50;str34;19
154;str49;32;str48;26;str15;9;str36;41;str4;43
155;str4;24;str46;20;str8;24;str6;44;str10;35
156;str22;48;str48;27;str38;42;str50;46;str8;30
157;str12;46;str5;8;str34;50;str34;25;str19;9
158;str15;50;str24;1;str37;7;str7;28;str22;44
159;str6;1;str8;39;str6;12;str4;42;str19;3
160;str18;2;str37;21;str9;18;str12;36;str38;38
161;str17;38;str43;44;str9;49;str9;14;str10;17
162;str8;30;str25;22;str4;31;str22;24;str46;2
163;str11;1;str36;11;str32;50;str40;33;str29;14
164;str35;46;str24;16;str31;40;str29;9;str2;36
165;str23;5;str42;8;str2;17;str34;1;str44;3
166;str49;46;str9;49;str8;8;str6;46;str44;46
167;str1;31;str18;42;str15;24;str39;39;str32;13
168;str10;31;str4;13;str40;42;str41;2;str30;5
169;str10;32;str9;10;str7;46;str43;47;str19;33
170;str30;9;str3;32;str4;11;str8;46;str25;11
171;str17;23;str10;16;str36;28;str1;43;str14;36
172;str24;23;str3;19;str16;37;str21;41;str24;32
173;str5;44;str46;27;str4;21;str20;42;str14;36
174;str2;20;str6;35;str26;21;str37;35;str31;29
175;str16;21;str23;8;str30;30;str17;47;str43;3
176;str41;7;str25;36;str12;33;str1;3;str29;45
177;str21;31;str45;40;str10;38;str38;4;str9;43
178;str43;40;str18;8;str18;13;str49;16;str2;26
179;str1;20;str50;8;str19;21;str2;21;str7;33
180;str42;18;str46;25;str11;5;str14;41;str7;7
181;str47;50;str44;4;str4;50;str13;44;str23;46
182;str16;5;str24;29;str23;14;str44;35;str25;32
183;str50;25;str34;19;str2;44;str18;16;str18;14
184;str20;25;str10;16;str22;43;str29;10;str33;16
185;str22;1;str28;18;str50;42;str30;17;str16;33
186;str18;9;str39;21;str13;28;str45;6;str6;9
187;str39;32;str24;12;str34;35;str21;9;str32;18
188;str22;17;str25;39;str1;35;str14;29;str13;6
189;str2;48;str49;22;str25;2;str49;13;str6;17
190;str35;16;str16;32;str42;24;str37;18;str31;50
191;str6;24;str1;50;str42;36;str4;3;str17;27
192;str15;50;str23;10;str38;12;str2;50;str3;39
193;str14;48;str23;4;str21;29;str6;3;str37;15
194;str20;1;str37;47;str34;16;str1;20;str40;2
195;str6;12;str22;9;str8;12;str45;26;str41;21
196;str20;43;str12;1;str41;27;str39;25;str3;4
197;str19;21;str41;40;str19;30;str14;15;str40;19
198;str34;31;str14;21;str20;24;str38;14;str9;45
199;str21;15;str33;28;str24;14;str4;39;str11;25
200;str29;48;str14;38;str39;47;str31;19;str44;4
201;str4;26;str22;6;str27;44;str27;12;str44;9
202;str32;20;str29;47;str30;43;str1;16;str11;14
203;str40;48;str48;3;str38;37;str45;27;str44;9
204;str25;2;str45;34;str39;30;str32;43;str43;2
205;str45;37;str10;27;str33;9;str16;41;str26;6
206;str44;47;str7;9;str41;42;str20;14;str49;25
207;str48;26;str42;37;str9;26;str44;16;str45;11
208;str44;31;str31;47;str11;6;str27;31;str40;19
209;str18;30;str3;49;str37;5;str21;44;str14;19
210;str50;8;str3;13;str44;40;str1;48;str24;21
211;str48;4;str35;39;str34;31;str44;42;str47;24
212;str17;45;str6;36;str1;19;str14;3;str8;26
213;str23;8;str39;4;str37;16;str7;43;str37;38
214;str3;48;str22;43;str2;33;str22;19;str3;48
215;str18;50;str24;37;str9;39;str25;2;str23;23
216;str22;45;str41;5;str25;8;str32;49;str2;47
217;str23;45;str45;38;str32;6;str45;5;str12;6
218;str43;14;str34;18;str36;44;str27;44;str48;25
219;str11;4;str17;17;str11;41;str13;9;str39;4
220;str17;39;str2;24;str41;26;str20;4;str26;14
221;str5;40;str42;6;str17;18;str38;21;str41;19
222;str32;7;str19;40;str12;21;str9;24;str42;38
223;str33;50;str41;12;str46;22;str23;7;str40;24
224;str46;39;str30;9;str7;33;str13;45;str20;14
225;str22;8;str27;24;str30;1;str33;39;str50;46
226;str7;43;str24;16;str9;43;str34;13;str47;10
227;str7;11;str17;40;str6;50;str33;41;str8;17
228;str27;11;str29;19;str47;50;str1;45;str25;22
229;str15;26;str37;8;str17;13;str17;38;str35;6
230;str39;18;str11;40;str18;20;str7;38;str21;23
231;str8;50;str46;10;str21;24;str34;44;str32;45
232;str29;40;str19;18;str35;4;str34;49;str28;18
233;str19;25;str42;35;str37;1;str27;41;str11;22
234;str16;35;str30;45;str29;48;str25;28;str48;36
235;str31;20;str49;25;str39;40;str33;10;str13;7
236;str1;4;str28;33;str16;26;str35;41;str20;40
237;str17;44;str27;46;str4;28;str19;44;str45;1
238;str45;35;str17;16;str17;34;str28;5;str32;33
239;str7;7;str14;9;str35;35;str36;49;str41;22
240;str33;35;str37;20;str46;1;str16;34;str33;11
241;str48;3;str4;11;str34;34;str48;43;str33;37
242;str30;44;str39;3;str43;20;str15;20;str18;2
243;str29;4;str15;3;str17;40;str38;17;str14;10
244;str14;34;str19;43;str2;1;str50;36;str48;10
245;str9;12;str13;24;str39;5;str16;3;str14;20
246;str33;11;str41;17;str15;40;str3;35;str12;34
247;str24;15;str13;16;str50;45;str3;47;str26;9
248;str35;29;str39;12;str32;19;str14;1;str43;42
249;str26;18;str4;43;str3;16;str23;28;str27;5
250;str24;22;str24;48;str40;7;str22;1;str39;49
251;str6;31;str22;16;str31;12;str37;1;str50;13
252;str16;20;str28;31;str19;44;str5;35;str9;20
253;str38;48;str30;31;str33;22;str45;22;str36;8
254;str8;39;str34;5;str45;36;str38;47;str42;19
255;str44;5;str15;14;str38;35;str21;28;str43;27
256;str8;3;str41;13;str34;43;str29;4;str35;49
257;str2;33;str3;47;str25;5;str7;1;str1;32
258;str38;45;str12;32;str24;31;str37;17;str35;29
259;str5;43;str1;47;str43;38;str37;38;str8;20
260;str34;23;str13;8;str40;27;str34;43;str43;2
261;str28;43;str31;25;str38;22;str48;10;str41;17
262;str19;31;str50;3;str26;34;str38;15;str34;36
263;str30;44;str37;17;str3;41;str39;26;str37;14
264;str16;29;str15;9;str34;45;str5;33;str19;36
265;str14;7;str35;7;str38;7;str33;50;str43;31
266;str8;32;str22;41;str1;48;str41;9;str13;6
267;str7;6;str16;7;str24;3;str24;25;str4;4
268;str5;46;str43;15;str46;44;str10;26;str44;43
269;str39;21;str23;50;str48;4;str25;42;str26;20
270;str48;9;str41;33;str37;15;str19;38;str14;24
271;str6;33;str46;35;str21;43;str30;41;str41;13
272;str42;40;str9;15;str33;7;str50;24;str7;5
273;str26;29;str18;17;str32;35;str15;8;str48;18
274;str31;11;str35;14;str27;12;str32;2;str45;6
275;str22;50;str31;34;str10;18;str20;50;str15;6
276;str23;15;str30;1;str26;39;str22;38;str7;34
277;str44;16;str35;1;str4;6;str11;5;str18;9
278;str34;37;str45;45;str22;32;str22;36;str34;5
279;str42;39;str15;34;str4;16;str8;41;str22;17
280;str18;23;str16;14;str44;41;str4;43;str29;40
281;str17;40;str39;44;str38;8;str28;20;str31;38
282;str30;20;str49;2;str48;10;str38;36;str17;45
283;str24;20;str24;47;str16;15;str48;38;str5;50
284;str17;37;str17;10;str26;35;str7;21;str33;9
285;str22;37;str19;36;str48;21;str45;14;str44;37
286;str3;41;str15;23;str28;4;str25;12;str19;46
287;str15;14;str2;12;str43;44;str34;18;str46;43
288;str26;2;str8;10;str50;36;str19;41;str12;40
289;str7;19;str29;16;str48;41;str29;33;str35;35
290;str21;4;str11;17;str29;20;str37;10;str20;4
291;str22;32;str26;20;str44;17;str28;1;str25;37
292;str36;9;str37;10;str3;39;str11;36;str18;44
293;str44;37;str16;17;str29;14;str49;33;str9;47
294;str42;25;str50;13;str32;9;str22;6;str30;10
295;str32;17;str16;40;str3;22;str50;28;str29;4
296;str30;25;str31;37;str45;48;str16;28;str11;44
297;str3;45;str34;41;str34;5;str19;35;str31;35
298;str27;8;str6;25;str43;22;str36;40;str21;41
299;str12;22;str3;36;str44;34;str47;49;str44;42
300;str48;24;str37;29;str48;46;str14;4;str25;8
301;str21;33;str37;18;str33;18;str25;13;str32;24
302;str25;6;str2;47;str41;42;str27;14;str22;47
303;str40;7;str46;14;str13;30;str50;9;str41;22
304;str24;8;str5;15;str9;45;str22;37;str9;15
305;str11;50;str45;34;str33;20;str13;34;str14;38
306;str14;35;str12;15;str22;44;str47;6;str6;6
307;str30;10;str20;1;str35;26;str33;39;str10;22
308;str30;28;str2;13;str38;17;str22;12;str34;13
309;str3;29;str4;17;str47;38;str19;38;str18;7
310;str27;20;str30;13;str44;36;str28;44;str7;48
311;str25;44;str16;48;str19;28;str47;28;str2;1
312;str42;13;str46;8;str2;16;str45;35;str30;21
313;str5;11;str43;22;str4;3;str2;1;str50;20
314;str18;3;str35;21;str3;39;str5;50;str39;45
315;str6;45;str42;22;str20;33;str10;32;str45;49
316;str45;38;str17;42;str29;4;str48;16;str36;17
317;str50;36;str25;21;str3;5;str10;9;str47;35
318;str19;27;str46;20;str13;1;str15;18;str33;36
319;str15;36;str45;11;str23;29;str34;38;str40;5
320;str27;17;str45;15;str34;14;str31;47;str38;31
321;str43;44;str23;43;str13;18;str24;10;str19;18
322;str43;26;str9;45;str44;40;str41;13;str49;13
323;str20;29;str17;6;str22;11;str38;17;str50;25
324;str41;25;str11;23;str32;36;str4;39;str7;42
325;str19;32;str23;3;str30;43;str33;47;str34;39
326;str21;48;str29;4;str5;26;str18;20;str40;35
327;str9;13;str50;26;str24;47;str4;32;str43;14
328;str37;14;str44;48;str50;19;str35;27;str6;7
329;str16;19;str29;25;str35;11;str19;13;str11;45
330;str11;17;str8;31;str50;20;str31;20;str27;7
331;str21;48;str35;18;str7;14;str20;38;str45;39
332;str37;39;str35;18;str18;8;str12;18;str32;48
333;str40;11;str8;46;str11;44;str38;19;str7;30
334;str32;36;str22;22;str1;16;str47;32;str22;24
335;str8;5;str21;46;str26;4;str44;6;str18;10
336;str46;49;str20;20;str48;38;str40;21;str18;4
337;str43;1;str45;20;str27;28;str20;47;str6;39
338;str39;29;str20;5;str7;13;str21;49;str14;36
339;str16;4;str13;10;str18;8;str45;21;str7;21
340;str35;16;str35;37;str37;34;str19;11;str35;36
341;str2;7;str31;5;str19;12;str42;39;str23;40
342;str17;23;str10;24;str36;1;str13;28;str46;46
343;str45;27;str39;21;str50;14;str5;46;str42;32
344;str4;35;str17;36;str28;33;str9;7;str20;3
345;str49;23;str19;26;str8;35;str18;5;str16;30
346;str23;13;str34;25;str3;35;str42;28;str30;43
347;str50;9;str1;27;str16;14;str35;10;str17;28
348;str41;41;str37;5;str49;43;str28;3;str40;1
349;str35;44;str35;30;str44;38;str32;20;str37;26
350;str46;42;str22;27;str23;4;str21;36;str47;9
351;str41;6;str1;34;str24;14;str15;16;str45;5
352;str48;49;str35;32;str10;24;str49;16;str20;2
353;str8;25;str19;18;str50;8;str45;1;str41;42
354;str32;34;str18;21;str42;11;str37;28;str49;46
355;str45;38;str45;7;str2;13;str17;9;str21;4
356;str2;46;str8;8;str42;50;str46;24;str8;17
357;str15;24;str11;14;str21;25;str4;15;str15;17
358;str4;50;str13;42;str2;26;str12;10;str45;13
359;str49;32;str33;25;str50;40;str22;26;str6;27
360;str10;9;str19;33;str38;26;str11;41;str18;7
361;str4;29;str28;38;str47;21;str22;32;str33;16
362;str9;15;str9;33;str47;45;str26;19;str46;7
363;str39;8;str47;16;str24;48;str28;12;str37;20
364;str22;7;str28;13;str27;28;str27;42;str28;36
365;str8;9;str40;4;str39;24;str35;30;str24;16
366;str12;14;str39;9;str26;43;str42;11;str3;29
367;str27;31;str5;33;str46;27;str15;15;str36;16
368;str34;28;str22;16;str38;40;str26;2;str49;21
369;str22;11;str29;15;str15;14;str46;35;str28;43
370;str37;26;str39;48;str42;27;str41;7;str5;10
371;str50;15;str34;10;str43;39;str39;38;str10;14
372;str22;22;str39;46;str5;42;str26;24;str29;43
373;str46;46;str21;47;str14;3;str22;1;str44;48
374;str37;8;str22;46;str42;49;str17;19;str50;28
375;str50;3;str4;41;str25;20;str24;24;str44;15
376;str18;8;str50;7;str1;11;str20;49;str40;18
377;str38;12;str3;5;str20;48;str30;38;str45;4
378;str26;30;str43;8;str16;20;str18;15;str24;31
379;str16;38;str39;47;str17;20;str9;5;str50;8
380;str4;44;str8;31;str3;24;str27;17;str26;10
381;str43;8;str26;33;str10;26;str35;2;str31;46
382;str40;8;str32;8;str14;11;str20;50;str12;20
383;str15;7;str4;12;str34;16;str47;42;str44;23
384;str48;37;str43;41;str3;43;str3;5;str41;33
385;str9;13;str34;15;str21;3;str14;13;str14;50
386;str7;24;str29;9;str40;15;str29;33;str11;13
387;str10;32;str5;50;str47;33;str44;15;str4;20
388;str34;45;str13;32;str37;1;str29;22;str17;27
389;str22;6;str48;39;str50;31;str6;24;str18;28
390;str1;1;str48;9;str22;3;str32;18;str2;1
391;str14;41;str28;22;str7;32;str26;4;str9;31
392;str21;44;str27;39;str27;49;str13;42;str16;43
393;str13;39;str14;40;str20;5;str49;15;str47;1
394;str13;17;str49;5;str18;18;str13;50;str17;6
395;str15;46;str50;30;str38;37;str12;33;str26;44
396;str43;32;str38;13;str28;25;str19;3;str25;43
397;str50;41;str45;3;str40;12;str45;4;str7;21
398;str31;41;str34;21;str2;28;str49;46;str31;10
399;str38;48;str49;38;str2;22;str15;25;str25;33
400;str18;27;str48;31;str33;6;str22;17;str43;2
401;str36;1;str27;22;str35;19;str44;37;str38;48
402;str43;36;str44;34;str21;40;str5;5;str24;34
403;str12;46;str25;19;str18;13;str2;32;str25;17
404;str6;10;str25;3;str47;14;str21;35;str19;37
405;str38;13;str17;41;str35;45;str5;20;str26;8
406;str9;6;str42;5;str31;5;str44;4;str42;6
407;str20;18;str9;26;str24;16;str18;22;str38;2
408;str19;34;str2;29;str20;21;str19;36;str25;2
409;str20;5;str19;25;str5;3;str10;46;str31;50
410;str14;1;str31;5;str50;28;str50;11;str17;41
411;str48;23;str27;11;str13;10;str45;32;str15;34
412;str31;8;str32;29;str9;38;str14;14;str11;48
413;str41;35;str14;17;str37;48;str41;39;str34;5
414;str32;14;str36;47;str48;19;str29;50;str28;45
415;str31;7;str20;6;str32;15;str49;22;str10;28
416;str29;9;str44;19;str35;41;str24;34;str8;26
417;str47;10;str25;25;str1;47;str47;6;str25;17
418;str31;32;str9;4;str18;1;str37;33;str19;47
419;str8;16;str19;18;str28;10;str23;17;str26;26
420;str20;22;str21;10;str42;47;str29;26;str48;35
421;str40;41;str11;50;str15;25;str15;7;str24;41
422;str1;32;str37;22;str16;21;str13;30;str35;19
423;str38;47;str38;17;str19;25;str38;3;str32;5
424;str1;29;str46;7;str20;1;str17;41;str4;30
425;str2;25;str21;28;str20;44;str42;42;str47;25
426;str12;48;str35;36;str42;6;str35;33;str42;16
427;str12;10;str35;20;str41;41;str49;12;str41;2
428;str20;9;str33;28;str26;5;str29;23;str22;21
429;str8;50;str43;11;str21;46;str41;12;str37;33
430;str44;34;str44;7;str11;11;str43;22;str16;30
431;str40;3;str13;15;str50;2;str26;50;str15;4
432;str8;24;str46;40;str13;17;str14;41;str33;5
433;str48;43;str33;31;str12;29;str33;8;str50;18
434;str43;9;str17;49;str26;18;str41;33;str12;32
435;str29;1;str3;24;str16;8;str24;1;str37;11
436;str12;44;str39;12;str19;3;str21;16;str41;12
437;str29;2;str27;7;str33;33;str4;36;str43;17
438;str40;21;str26;32;str27;3;str7;23;str35;4
439;str15;34;str25;14;str26;9;str10;15;str8;46
440;str14;47;str11;26;str49;49;str19;5;str49;3
441;str9;40;str28;8;str49;9;str50;22;str48;37
442;str17;27;str31;6;str14;6;str22;39;str16;34
443;str12;13;str30;38;str47;7;str50;46;str22;13
444;str15;14;str20;16;str47;2;str48;13;str8;50
445;str43;15;str1;49;str42;5;str32;3;str44;47
446;str50;41;str42;11;str28;48;str40;6;str23;3
447;str50;16;str39;21;str16;41;str15;30;str21;36
448;str10;7;str11;37;str29;36;str50;31;str28;2
449;str30;31;str41;5;str3;25;str38;5;str26;42
450;str35;15;str19;4;str31;14;str35;19;str3;43
451;str9;7;str8;17;str18;11;str28;33;str24;16
452;str18;29;str47;15;str43;37;str16;50;str36;25
453;str41;6;str4;10;str27;11;str40;24;str33;19
454;str49;41;str40;20;str44;18;str28;45;str1;29
455;str50;2;str48;1;str33;8;str23;34;str39;16
456;str24;49;str27;9;str27;19;str16;29;str15;30
457;str29;36;str16;31;str31;9;str27;34;str10;17
458;str2;37;str15;45;str20;38;str44;10;str8;15
459;str14;34;str46;25;str1;45;str1;8;str27;43
460;str36;6;str23;37;str23;39;str40;39;str37;23
461;str50;16;str10;7;str47;17;str47;20;str18;14
462;str2;33;str30;29;str34;1;str44;18;str42;13
463;str48;43;str22;26;str48;1;str33;18;str32;45
464;str30;38;str16;10;str30;32;str39;6;str36;43
465;str44;14;str15;20;str23;14;str7;23;str3;5
466;str15;37;str44;42;str35;30;str39;39;str37;5
467;str20;8;str29;17;str20;12;str35;29;str50;5
468;str22;8;str15;37;str5;19;str17;46;str35;41
469;str11;3;str17;36;str30;5;str50;2;str37;8
470;str50;38;str17;34;str46;21;str10;30;str9;3
471;str25;10;str35;44;str45;31;str21;6;str4;34
472;str28;1;str43;25;str15;3;str34;27;str5;31
473;str24;38;str45;19;str49;9;str39;46;str8;3
474;str15;40;str17;31;str33;43;str49;50;str1;24
475;str49;50;str44;17;str18;20;str46;10;str28;39
476;str17;16;str7;1;str15;26;str12;19;str25;17
477;str39;7;str24;32;str32;36;str29;20;str34;43
478;str23;44;str2;42;str5;49;str7;44;str42;18
479;str42;31;str31;32;str28;24;str7;41;str30;28
480;str33;45;str6;24;str41;31;str29;14;str19;6
481;str45;21;str39;27;str49;17;str11;14;str47;45
482;str33;8;str29;38;str3;13;str1;42;str6;3
483;str29;3;str50;34;str31;14;str17;6;str20;16
484;str3;43;str29;31;str41;28;str35;1;str44;1
485;str43;49;str36;30;str45;2;str2;50;str7;41
486;str42;21;str49;26;str20;25;str39;11;str5;19
487;str40;49;str13;38;str48;48;str3;24;str25;50
488;str25;25;str41;39;str7;9;str12;36;str44;3
489;str50;40;str11;17;str42;28;str38;6;str19;28
490;str36;3;str5;32;str46;46;str38;45;str9;7
491;str31;12;str19;29;str26;26;str10;15;str42;3
492;str40;33;str23;5;str23;43;str23;17;str18;39
493;str12;22;str37;2;str17;1;str46;7;str10;37
494;str18;9;str2;2;str33;24;str5;44;str17;10
495;str29;38;str31;38;str45;11;str48;7;str20;42
496;str11;32;str25;43;str24;10;str33;4;str22;27
497;str20;35;str25;23;str44;50;str50;5;str11;50
498;str17;27;str42;10;str32;22;str13;19;str38;22
499;str9;15;str6;8;str41;22;str4;32;str49;8
500;str29;17;str15;43;str27;5;str6;18;str49;30
501;str16;41;str17;11;str35;43;str16;13;str25;17
502;str32;49;str40;50;str4;21;str16;43;str20;43
503;str3;50;str35;18;str28;2;str27;15;str22;11
504;str47;49;str28;41;str16;36;str30;15;str24;22
505;str34;27;str38;21;str25;14;str44;43;str13;5
506;str18;31;str26;41;str44;11;str5;27;str5;26
507;str45;48;str15;17;str43;27;str17;22;str17;38
508;str30;38;str28;21;str33;4;str39;2;str14;9
509;str10;21;str46;37;str17;26;str1;33;str4;47
510;str6;29;str23;16;str31;3;str33;45;str12;40
511;str39;8;str27;29;str48;34;str8;29;str41;11
512;str22;34;str4;8;str41;39;str31;1;str23;27
513;str40;22;str20;48;str9;23;str34;28;str29;9
514;str36;32;str44;45;str41;48;str27;1;str24;16
515;str14;14;str33;10;str34;23;str24;25;str21;18
516;str14;49;str5;9;str33;17;str39;23;str16;42
517;str42;2;str45;42;str5;4;str31;31;str30;15
518;str36;36;str14;11;str44;8;str44;35;str23;31
