44;str22;44;str13;4;str30;35;str14;39;str43;28;str39;16;str6
45;str6;11;str33;12;str34;14;str20;9;str3;22;str5;20;str17
46;str13;33;str40;46;str7;46;str29;10;str1;37;str22;46;str38
47;str4;4;str33;20;str21;40;str12;14;str27;22;str39;12;str27
48;str49;40;str6;34;str36;34;str41;11;str5;6;str28;1;str4
49;str1;43;str22;50;str47;39;str42;49;str10;2;str39;29;str23
50;str44;40;str45;8;str43;21;str47;7;str38;13;str12;45;str10
51;str22;3;str49;43;str17;45;str26;31;str27;23;str44;4;str2
52;str35;10;str4;31;str38;26;str44;19;str34;31;str46;33;str19
53;str4;40;str13;38;str20;38;str21;15;str18;7;str48;27;str24
54;str31;45;str25;38;str49;49;str37;34;str49;22;str37;17;str19
55;str38;10;str46;1;str20;31;str17;34;str9;28;str41;36;str41
56;str22;10;str12;11;str8;50;str1;28;str44;25;str12;3;str1
57;str4;34;str14;19;str27;1;str31;32;str40;48;str5;50;str2
58;str34;5;str21;19;str23;44;str48;48;str14;31;str11;46;str27
59;str27;21;str8;18;str35;41;str50;44;str30;40;str48;23;str8
60;str34;8;str36;2;str40;12;str24;47;str27;20;str33;36;str35
61;str6;16;str19;30;str4;3;str25;42;str11;30;str34;35;str6
62;str38;17;str9;6;str38;23;str9;30;str23;33;str35;41;str36
63;str43;20;str48;46;str14;9;str15;43;str48;39;str41;48;str5
64;str32;29;str32;37;str19;29;str29;45;str30;40;str27;3;str48
65;str21;22;str43;22;str28;48;str32;44;str8;16;str10;13;str48
66;str3;34;str30;22;str50;8;str47;13;str7;38;str42;37;str5
67;str5;12;str44;35;str48;1;str41;28;str4;15;str48;10;str39
68;str39;18;str25;6;str22;15;str6;22;str16;19;str17;4;str14
69;str49;12;str14;38;str2;32;str35;39;str8;30;str35;45;str20
70;str11;28;str28;8;str14;26;str27;45;str29;31;str30;42;str1
71;str34;6;str4;35;str42;4;str23;6;str35;33;str32;43;str1
72;str40;36;str10;28;str49;19;str48;21;str49;16;str36;22;str49
73;str18;2;str50;26;str33;44;str2;27;str4;39;str22;31;str29
74;str14;50;str27;30;str34;25;str47;37;str39;19;str24;11;str38
75;str49;4;str47;4;str48;49;str31;34;str1;29;str25;47;str2
76;str47;7;str38;15;str4;11;str22;34;str41;17;str49;12;str6
77;str9;34;str46;39;str13;32;str27;12;str35;36;str20;40;str9
78;str44;44;str16;41;str33;17;str24;49;str25;3;str32;17;str32
79;str9;45;str24;9;str21;27;str1;33;str15;7;str8;7;str38
80;str33;5;str8;34;str26;30;str50;28;str26;44;str38;45;str46
81;str47;45;str45;7;str16;36;str38;16;str9;19;str39;18;str49
82;str40;9;str49;34;str12;18;str30;31;str10;7;str6;35;str21
83;str31;9;str23;44;str9;46;str28;48;str45;4;str12;29;str6
84;str7;11;str21;16;str28;48;str4;10;str5;29;str25;12;str21
85;str26;32;str13;16;str22;15;str23;19;str50;11;str45;4;str2
86;str48;3;str24;2;str40;8;str48;8;str7;34;str19;31;str12
87;str13;29;str31;4;str39;22;str14;26;str4;18;str26;13;str16
88;str37;37;str3;8;str27;10;str21;8;str20;27;str15;31;str17
89;str32;21;str48;10;str8;23;str29;17;str13;36;str43;26;str8
90;str21;42;str28;2;str41;13;str42;32;str4;21;str10;10;str9
91;str14;7;str39;35;str9;47;str29;35;str43;49;str48;16;str31
92;str35;42;str41;7;str38;37;str14;12;str50;21;str37;20;str48
93;str46;5;str18;26;str26;38;str20;31;str27;23;str10;37;str14
94;str9;25;str14;36;str25;2;str31;9;str3;12;str31;7;str6
95;str37;37;str35;28;str13;21;str38;44;str20;26;str13;28;str19
96;str13;48;str15;20;str47;50;str35;22;str17;9;str44;18;str48
97;str17;22;str49;47;str20;31;str16;19;str6;19;str12;39;str44
98;str7;44;str25;33;str47;27;str6;8;str29;27;str33;42;str15
99;str10;16;str4;49;str4;39;str46;33;str18;41;str6;44;str1
100;str5;14;str44;26;str45;45;str21;33;str27;42;str4;28;str43
101;str47;42;str15;47;str36;27;str27;50;str21;2;str50;14;str12
102;str4;39;str21;6;str31;9;str27;47;str39;31;str11;1;str8
103;str37;38;str45;22;str2;32;str24;25;str37;41;str43;8;str46
104;str20;8;str31;10;str48;45;str10;42;str46;38;str9;19;str23
105;str24;6;str35;20;str20;43;str2;11;str21;27;str5;19;str36
106;str27;37;str1;14;str14;24;str43;18;str22;50;str23;35;str5
107;str34;11;str44;11;str8;47;str11;19;str19;20;str48;25;str41
108;str5;2;str35;50;str30;28;str40;32;str23;41;str31;30;str33
109;str25;45;str46;44;str7;33;str10;6;str48;22;str43;11;str18
110;str12;18;str43;17;str44;34;str20;49;str31;35;str12;37;str24
111;str37;44;str7;17;str31;46;str12;11;str23;4;str9;3;str13
112;str1;46;str23;39;str24;30;str22;45;str34;17;str25;24;str45
113;str27;26;str42;17;str4;46;str48;34;str21;18;str23;21;str4
114;str9;46;str21;29;str12;38;str20;3;str42;8;str25;40;str7
115;str40;33;str35;6;str31;21;str44;35;str19;39;str3;22;str21
116;str26;8;str3;4;str33;30;str5;14;str40;11;str8;27;str11
117;str10;42;str32;1;str38;36;str32;22;str46;40;str25;3;str41
118;str1;6;str14;29;str3;1;str30;33;str45;12;str43;8;str31
119;str31;7;str11;46;str29;32;str36;29;str26;8;str15;18;str15
120;str29;25;str46;46;str11;46;str10;33;str46;16;str32;20;str21
121;str10;27;str46;33;str27;47;str14;4;str10;6;str18;42;str21
122;str30;28;str12;14;str9;12;str23;48;str25;24;str1;10;str43
123;str40;23;str25;10;str21;11;str6;29;str2;49;str29;39;str32
124;str33;7;str35;12;str23;31;str25;27;str2;26;str24;29;str9
125;str50;24;str5;23;str25;48;str36;36;str35;18;str9;38;str26
126;str34;37;str34;12;str3;40;str42;2;str42;31;str44;27;str37
127;str17;39;str41;17;str36;13;str21;8;str45;29;str1;8;str43
128;str49;22;str34;45;str15;20;str10;2;str36;24;str40;15;str47
129;str35;6;str21;1;str19;12;str14;10;str42;4;str17;4;str23
130;str2;24;str36;29;str22;41;str6;30;str44;45;str9;16;str18
131;str26;32;str9;28;str10;49;str7;1;str40;44;str45;20;str12
132;str28;17;str46;45;str23;18;str12;32;str20;36;str50;30;str13
133;str18;13;str39;27;str15;12;str23;44;str45;42;str40;4;str14
134;str28;33;str20;4;str50;1;str19;1;str14;42;str45;36;str34
135;str22;27;str17;14;str6;1;str24;4;str22;11;str1;18;str33
136;str40;13;str31;13;str5;40;str2;31;str7;39;str2;45;str49
137;str48;1;str46;35;str42;29;str34;4;str47;33;str10;1;str19
138;str47;7;str24;22;str20;20;str32;11;str5;11;str28;34;str20
139;str13;6;str17;2;str34;14;str22;3;str45;43;str7;24;str28
140;str6;10;str25;5;str4;32;str12;31;str48;43;str46;31;str44
141;str40;27;str16;44;str14;16;str16;33;str1;40;str24;22;str42
142;str36;24;str39;7;str32;31;str4;8;str50;24;str45;25;str11
143;str17;12;str24;31;str21;3;str7;49;str16;39;str30;16;str49
144;str41;14;str23;47;str8;22;str16;45;str29;16;str35;1;str36
145;str3;17;str14;18;str16;39;str37;18;str42;3;str5;17;str7
146;str42;43;str16;25;str8;9;str6;43;str45;16;str33;26;str32
147;str26;4;str49;9;str34;26;str47;48;str48;35;str16;11;str46
148;str16;19;str2;43;str45;49;str44;21;str39;26;str18;43;str47
149;str35;47;str18;18;str43;32;str45;8;str13;16;str22;45;str4
150;str43;41;str44;9;str23;16;str37;30;str5;20;str3;33;str45
151;str9;34;str14;31;str48;24;str25;34;str38;42;str19;30;str39
152;str14;6;str40;10;str34;8;str33;23;str22;7;str41;38;str38
153;str50;24;str5;29;str25;49;str17;42;str22;26;str36;28;str6
154;str18;28;str36;28;str11;17;str41;3;str34;14;str1;9;str16
155;str24;33;str40;7;str42;21;str11;48;str34;35;str24;39;str29
156;str38;4;str36;49;str12;35;str45;5;str21;43;str42;19;str25
157;str47;43;str35;17;str31;15;str15;13;str14;22;str16;8;str39
158;str26;7;str3;43;str8;16;str35;12;str7;24;str44;48;str4
159;str1;14;str27;11;str31;6;str9;18;str13;42;str38;5;str16
160;str22;13;str47;31;str20;21;str24;29;str33;12;str11;40;str20
161;str21;28;str28;29;str11;23;str9;5;str21;7;str21;36;str49
162;str17;4;str34;2;str16;40;str20;38;str3;50;str17;14;str26
163;str21;7;str25;31;str13;7;str11;25;str24;2;str44;24;str11
164;str12;9;str25;1;str25;8;str8;21;str12;24;str49;50;str2
165;str1;7;str4;45;str33;46;str30;45;str30;44;str30;21;str3
166;str41;44;str29;27;str39;7;str44;10;str42;20;str7;31;str37
167;str22;23;str49;37;str5;14;str20;43;str4;41;str15;47;str10
168;str33;24;str18;40;str35;39;str43;25;str40;7;str22;13;str47
169;str46;23;str37;32;str3;16;str20;44;str19;47;str15;41;str35
170;str40;46;str31;19;str10;20;str34;45;str6;44;str6;33;str9
171;str35;6;str24;3;str11;23;str13;21;str40;45;str47;29;str30
172;str43;24;str49;24;str34;8;str29;3;str28;33;str19;14;str20
173;str27;29;str17;28;str18;1;str36;9;str32;16;str22;11;str26
174;str32;40;str14;45;str43;12;str31;23;str26;49;str3;45;str39
175;str47;17;str23;14;str8;9;str24;45;str41;32;str9;31;str4
176;str12;24;str4;7;str43;1;str36;37;str47;40;str19;31;str14
177;str48;21;str12;26;str22;7;str18;10;str36;44;str21;29;str9
178;str45;22;str6;7;str44;7;str6;35;str19;12;str38;48;str29
179;str39;38;str2;46;str2;48;str40;15;str22;9;str18;46;str9
180;str1;38;str38;15;str37;36;str43;18;str5;50;str33;37;str1
181;str9;30;str46;20;str27;4;str35;41;str10;28;str46;10;str38
182;str27;39;str3;5;str46;38;str11;14;str49;9;str19;12;str34
183;str22;48;str27;24;str17;30;str9;34;str12;7;str32;28;str27
184;str45;30;str20;38;str2;45;str16;43;str32;18;str43;28;str32
185;str32;38;str16;23;str16;20;str7;42;str31;6;str42;1;str35
186;str40;12;str6;16;str36;1;str23;13;str23;41;str42;36;str25
187;str1;12;str48;2;str38;47;str10;32;str13;34;str24;8;str9
188;str45;17;str29;1;str15;33;str22;36;str26;14;str33;30;str10
189;str31;16;str33;23;str49;6;str2;15;str37;44;str38;14;str32
190;str9;19;str14;25;str50;42;str2;45;str34;24;str41;39;str41
191;str22;43;str7;23;str26;23;str25;13;str38;43;str15;38;str22
192;str33;43;str31;19;str19;17;str26;40;str47;19;str7;5;str37
193;str28;40;str44;10;str49;30;str2;14;str1;50;str41;20;str22
194;str46;18;str11;50;str17;21;str32;3;str34;8;str28;27;str19
195;str41;7;str36;3;str17;28;str27;48;str27;12;str45;42;str10
196;str7;38;str6;1;str8;17;str31;38;str40;16;str10;32;str12
197;str20;34;str44;7;str30;23;str39;33;str40;10;str9;35;str8
198;str1;21;str14;31;str12;38;str50;20;str31;8;str31;29;str12
199;str37;22;str50;34;str47;2;str46;48;str29;35;str27;40;str22
200;str41;43;str18;11;str39;39;str43;12;str45;10;str45;42;str23
201;str8;21;str2;41;str38;9;str41;28;str11;4;str17;3;str24
202;str48;6;str17;50;str47;37;str39;41;str37;10;str35;36;str49
203;str14;48;str25;9;str19;43;str38;17;str37;43;str50;4;str33
204;str50;36;str28;47;str46;8;str22;32;str14;6;str22;17;str36
205;str24;49;str3;12;str32;30;str36;35;str37;39;str12;5;str47
206;str50;22;str39;11;str37;40;str35;12;str8;23;str26;40;str2
207;str46;25;str34;45;str13;25;str42;30;str32;5;str10;50;str23
208;str37;39;str7;28;str35;31;str35;30;str2;34;str24;43;str1
209;str20;34;str15;14;str44;43;str50;50;str41;15;str11;32;str40
210;str40;38;str28;13;str40;1;str7;7;str37;30;str42;46;str1
211;str11;36;str7;13;str6;30;str28;15;str30;27;str36;40;str18
212;str12;1;str40;33;str3;35;str47;7;str7;15;str3;11;str40
213;str5;32;str6;11;str4;22;str2;26;str4;43;str44;35;str16
214;str49;27;str5;50;str29;26;str50;15;str10;15;str36;44;str35
215;str16;3;str32;50;str27;27;str41;3;str33;32;str48;5;str29
216;str46;45;str12;30;str18;39;str2;34;str12;5;str40;50;str33
217;str15;45;str3;36;str38;15;str7;15;str49;7;str31;10;str32
218;str43;22;str21;48;str18;15;str27;14;str5;10;str41;45;str22
219;str48;16;str16;19;str39;10;str45;28;str50;3;str39;19;str38
220;str24;8;str10;41;str20;41;str46;30;str37;14;str12;19;str8
221;str30;34;str35;12;str40;50;str22;5;str1;27;str45;9;str13
222;str15;25;str10;7;str42;5;str3;19;str11;6;str23;16;str40
223;str29;25;str24;29;str46;14;str25;39;str28;26;str14;20;str28
224;str48;35;str26;3;str24;27;str24;28;str14;5;str33;6;str47
225;str7;42;str12;25;str37;46;str17;5;str41;36;str4;5;str36
226;str9;34;str13;22;str21;30;str49;7;str13;17;str3;30;str8
227;str31;33;str27;19;str14;4;str26;44;str32;14;str3;5;str30
228;str45;22;str36;6;str32;19;str9;38;str7;17;str19;37;str10
229;str6;39;str21;43;str33;10;str45;18;str44;46;str24;8;str46
230;str38;23;str33;21;str42;30;str18;42;str22;38;str1;35;str49
231;str16;31;str24;43;str47;32;str4;48;str2;33;str13;47;str30
232;str43;20;str42;30;str32;39;str44;2;str4;5;str36;19;str38
233;str47;47;str24;3;str50;11;str19;40;str45;19;str8;21;str30
234;str18;27;str23;10;str48;6;str40;39;str48;42;str38;26;str43
235;str24;18;str31;30;str32;31;str29;49;str50;15;str16;13;str35
236;str22;29;str50;29;str34;45;str32;22;str21;15;str26;7;str28
237;str30;44;str3;19;str32;19;str7;17;str2;38;str6;43;str33
238;str40;15;str35;37;str45;42;str3;41;str5;10;str8;36;str6
239;str44;44;str46;23;str13;17;str27;35;str15;12;str30;30;str4
240;str38;39;str44;16;str2;39;str45;41;str38;4;str2;20;str42
241;str20;30;str28;49;str32;38;str16;14;str39;13;str20;47;str19
242;str14;11;str7;49;str1;16;str9;20;str19;14;str7;21;str1
243;str12;30;str24;32;str8;28;str49;4;str42;17;str42;27;str28
244;str17;6;str2;27;str29;27;str26;13;str12;24;str48;9;str45
245;str5;49;str21;20;str24;43;str22;41;str35;16;str50;36;str6
246;str1;23;str42;36;str49;36;str18;50;str40;20;str48;9;str48
247;str20;9;str13;21;str33;48;str9;38;str21;14;str31;26;str47
248;str4;36;str46;46;str4;24;str41;16;str18;33;str46;39;str19
249;str40;7;str16;50;str31;22;str4;50;str18;33;str42;35;str8
250;str44;50;str20;35;str16;39;str25;34;str35;42;str35;41;str44
251;str34;27;str50;44;str3;7;str14;16;str15;12;str21;44;str37
252;str45;35;str17;33;str21;29;str25;41;str20;16;str42;26;str41
253;str13;37;str24;20;str7;1;str42;7;str35;27;str26;21;str39
254;str5;12;str19;17;str45;21;str43;19;str15;22;str47;48;str23
255;str10;46;str20;10;str15;37;str19;33;str34;33;str20;30;str7
256;str26;26;str24;27;str50;8;str28;2;str47;44;str23;45;str37
257;str25;50;str39;25;str14;18;str42;30;str18;50;str7;43;str50
258;str17;1;str36;14;str16;4;str49;18;str15;12;str29;17;str12
259;str31;13;str5;42;str40;20;str34;22;str16;43;str49;32;str42
260;str31;9;str2;43;str36;34;str48;30;str17;19;str13;46;str11
261;str10;11;str35;14;str29;23;str9;18;str17;22;str46;5;str16
262;str48;21;str33;22;str7;13;str50;44;str10;15;str8;17;str30
263;str20;10;str25;17;str20;32;str32;42;str21;35;str20;42;str1
264;str5;46;str13;4;str7;31;str44;7;str47;50;str28;5;str42
265;str5;33;str14;8;str13;6;str28;18;str43;38;str8;30;str37
266;str22;36;str23;30;str46;24;str31;34;str39;48;str37;47;str27
267;str31;19;str13;49;str39;39;str15;37;str2;42;str24;34;str31
268;str12;1;str22;34;str41;38;str32;35;str14;38;str12;2;str23
269;str42;37;str9;31;str17;14;str47;11;str19;12;str42;17;str15
270;str1;21;str19;43;str35;14;str24;8;str45;18;str17;28;str15
271;str45;12;str13;33;str18;29;str1;36;str5;4;str13;28;str47
272;str2;18;str22;34;str20;8;str36;32;str35;44;str10;19;str18
273;str27;26;str43;35;str16;23;str4;9;str29;49;str37;25;str31
274;str2;8;str13;37;str39;24;str50;17;str41;25;str32;43;str2
275;str6;31;str12;15;str20;1;str29;19;str38;33;str2;45;str49
276;str40;11;str23;30;str37;17;str20;31;str40;12;str2;11;str4
277;str36;14;str12;2;str34;36;str20;14;str33;50;str7;37;str44
278;str23;17;str45;18;str12;15;str15;16;str41;7;str22;24;str46
279;str45;16;str40;50;str38;20;str29;42;str42;46;str29;37;str32
280;str17;42;str23;43;str37;10;str5;42;str1;48;str26;34;str50
281;str37;21;str27;48;str20;4;str36;44;str6;20;str1;34;str13
282;str12;22;str5;4;str49;24;str32;8;str30;30;str26;2;str35
283;str7;18;str22;37;str10;39;str45;38;str22;7;str32;43;str29
284;str36;34;str3;42;str10;9;str42;25;str34;12;str17;18;str26
285;str15;43;str10;5;str43;2;str42;14;str37;47;str21;11;str27
286;str3;11;str4;25;str33;2;str16;10;str27;43;str9;39;str22
287;str25;33;str16;41;str50;41;str46;25;str11;32;str10;47;str22
288;str27;13;str25;4;str4;44;str44;11;str7;37;str8;45;str49
289;str33;24;str48;8;str34;26;str48;42;str25;24;str35;4;str29
290;str22;7;str12;49;str15;23;str42;42;str18;41;str21;47;str37
291;str15;16;str25;22;str8;3;str27;20;str44;18;str11;50;str7
292;str3;39;str24;29;str13;2;str26;36;str34;15;str10;30;str31
293;str1;3;str13;1;str46;34;str1;37;str4;31;str39;5;str23
294;str44;42;str23;44;str17;40;str22;32;str15;20;str10;25;str29
295;str25;2;str13;15;str22;40;str12;26;str14;16;str35;18;str18
296;str10;44;str1;22;str46;41;str19;12;str46;1;str26;45;str44
297;str38;5;str36;7;str35;31;str46;5;str20;1;str25;16;str26
298;str45;9;str16;14;str24;17;str13;18;str8;27;str19;45;str31
299;str16;6;str13;50;str40;20;str43;48;str45;31;str5;3;str3
300;str48;18;str4;41;str20;44;str13;12;str33;47;str28;12;str35
301;str22;4;str9;12;str5;33;str13;1;str14;28;str39;2;str4
302;str15;10;str31;44;str39;26;str46;13;str28;20;str18;17;str11
303;str12;23;str41;27;str19;40;str41;44;str23;34;str30;15;str30
304;str49;36;str17;38;str46;43;str22;33;str42;30;str48;26;str37
305;str3;18;str8;38;str41;15;str38;36;str47;28;str46;12;str42
306;str46;18;str40;41;str49;6;str2;14;str5;2;str4;40;str33
307;str48;20;str26;16;str37;15;str41;23;str2;13;str19;37;str3
308;str48;6;str15;29;str31;42;str2;26;str8;19;str26;4;str3
309;str8;26;str7;23;str4;18;str13;26;str11;10;str32;18;str16
310;str48;46;str23;11;str33;19;str24;4;str43;6;str24;2;str23
311;str11;37;str8;2;str44;37;str48;6;str47;42;str28;21;str17
312;str33;12;str45;31;str41;25;str26;25;str49;35;str35;45;str24
313;str26;47;str47;47;str14;14;str46;2;str16;20;str43;22;str39
314;str13;44;str10;40;str17;47;str49;17;str15;42;str34;14;str50
315;str42;23;str5;16;str23;46;str35;32;str29;23;str43;31;str11
316;str29;13;str40;48;str3;1;str31;42;str40;44;str35;30;str45
317;str4;40;str4;33;str44;9;str34;8;str19;6;str48;12;str45
318;str42;36;str44;10;str15;22;str1;12;str41;36;str8;7;str6
319;str6;34;str49;21;str25;33;str19;17;str13;6;str21;47;str12
320;str11;1;str3;36;str29;13;str22;2;str41;24;str13;17;str29
321;str48;24;str27;27;str32;22;str39;8;str28;48;str7;3;str6
322;str35;38;str29;43;str22;46;str41;2;str25;32;str33;50;str8
323;str22;47;str38;40;str28;27;str28;7;str30;2;str47;39;str9
324;str13;35;str27;47;str49;45;str6;47;str18;35;str6;11;str42
325;str27;30;str2;46;str15;29;str34;35;str24;40;str25;5;str4
326;str32;48;str37;11;str21;2;str45;11;str39;12;str46;8;str38
327;str36;35;str5;46;str43;4;str9;43;str6;33;str9;46;str17
328;str45;40;str38;14;str8;20;str25;16;str18;50;str43;45;str5
329;str37;37;str21;13;str14;27;str9;1;str46;14;str32;36;str12
330;str49;6;str47;32;str2;25;str20;41;str4;25;str22;29;str15
331;str33;6;str22;43;str35;15;str2;18;str9;13;str16;24;str27
332;str47;30;str4;42;str1;17;str1;15;str42;47;str5;29;str16
333;str44;19;str44;31;str5;46;str27;23;str27;11;str13;3;str41
334;str1;31;str4;11;str28;5;str36;17;str11;29;str33;10;str33
335;str12;48;str39;18;str10;9;str23;16;str8;25;str14;40;str16
336;str45;2;str5;8;str45;31;str15;1;str33;15;str47;5;str3
337;str17;6;str10;34;str18;10;str38;11;str20;29;str1;29;str31
338;str2;26;str49;19;str42;22;str25;12;str13;22;str25;25;str25
339;str31;7;str34;49;str43;18;str47;3;str13;12;str23;44;str15
340;str33;38;str26;14;str24;26;str14;28;str27;4;str6;12;str28
341;str5;44;str46;50;str3;21;str6;23;str22;10;str28;37;str41
342;str36;41;str45;23;str17;3;str39;18;str6;42;str43;33;str44
343;str7;6;str23;43;str17;13;str15;21;str25;38;str40;45;str38
344;str3;17;str43;20;str47;11;str9;25;str3;41;str43;13;str37
345;str15;23;str8;4;str10;20;str6;22;str29;27;str21;29;str44
346;str13;2;str38;31;str26;38;str3;27;str12;20;str31;20;str11
347;str21;38;str12;2;str34;13;str27;44;str47;16;str28;25;str38
348;str19;28;str18;36;str24;33;str20;25;str17;28;str19;31;str26
349;str36;23;str34;24;str25;13;str5;2;str13;34;str4;36;str23
350;str32;34;str32;33;str27;35;str49;41;str32;27;str43;23;str15
351;str29;47;str42;47;str25;39;str42;48;str18;34;str22;15;str28
352;str3;12;str45;6;str26;6;str4;33;str36;38;str36;46;str14
353;str28;38;str39;19;str50;39;str14;48;str46;42;str1;37;str1
354;str7;13;str4;20;str49;38;str47;12;str12;39;str27;31;str35
355;str42;33;str35;30;str49;35;str16;38;str24;34;str27;27;str21
356;str4;13;str33;24;str7;49;str24;19;str6;45;str44;36;str25
357;str10;49;str36;11;str6;45;str15;6;str18;36;str32;32;str48
358;str17;8;str19;43;str28;16;str35;13;str4;20;str47;35;str13
359;str36;15;str22;21;str25;2;str35;38;str1;32;str30;30;str31
360;str19;12;str30;32;str34;17;str3;15;str39;34;str29;25;str1
361;str20;49;str16;32;str17;11;str32;50;str48;12;str34;12;str24
362;str5;11;str28;5;str13;41;str16;13;str13;2;str14;2;str33
363;str45;10;str43;49;str2;31;str49;39;str15;50;str12;33;str32
364;str18;12;str44;7;str13;39;str32;11;str49;13;str18;32;str47
365;str50;30;str16;2;str36;36;str27;9;str17;8;str38;40;str31
366;str40;32;str2;13;str33;50;str11;27;str33;4;str6;34;str20
367;str2;41;str1;11;str32;11;str23;24;str40;38;str45;24;str31
368;str24;13;str27;31;str18;46;str12;35;str46;36;str47;28;str37
369;str35;7;str41;34;str44;21;str37;27;str21;49;str2;9;str5
370;str18;32;str2;21;str28;11;str20;35;str3;4;str2;44;str12
371;str44;25;str25;30;str14;21;str5;25;str40;30;str20;35;str46
372;str47;28;str38;11;str13;7;str49;14;str17;33;str33;10;str9
373;str24;33;str32;46;str22;30;str3;32;str16;21;str7;34;str5
374;str37;11;str7;41;str31;1;str20;12;str42;47;str48;12;str16
375;str38;50;str6;9;str40;47;str30;22;str27;31;str26;32;str14
376;str20;46;str18;26;str3;47;str14;1;str16;19;str2;16;str5
377;str30;43;str29;9;str20;41;str32;20;str15;47;str43;22;str19
378;str28;4;str31;13;str33;36;str49;49;str5;1;str32;1;str43
379;str32;34;str12;44;str44;15;str25;32;str39;40;str45;36;str20
380;str29;34;str12;19;str30;1;str50;4;str15;13;str29;43;str21
381;str18;13;str7;3;str17;35;str38;4;str4;44;str15;44;str22
382;str18;23;str20;32;str11;13;str29;6;str15;47;str35;42;str43
383;str13;41;str9;26;str24;38;str29;47;str10;13;str33;18;str21
384;str6;17;str29;28;str19;39;str29;2;str14;34;str2;18;str46
385;str18;50;str6;14;str41;44;str41;11;str28;8;str11;46;str18
386;str5;3;str29;29;str18;4;str31;39;str25;19;str43;37;str14
387;str32;16;str1;40;str25;16;str24;4;str30;4;str2;22;str48
388;str9;4;str33;23;str9;44;str5;43;str35;40;str28;43;str29
389;str37;10;str4;47;str32;34;str34;4;str13;18;str19;29;str15
390;str12;8;str6;4;str2;37;str36;18;str4;11;str47;49;str18
391;str39;43;str28;49;str10;6;str46;47;str37;40;str8;47;str44
392;str9;21;str35;50;str33;29;str4;34;str25;4;str45;42;str44
393;str20;18;str31;5;str23;36;str10;7;str15;49;str24;41;str29
394;str15;1;str30;24;str17;35;str29;9;str1;24;str18;24;str5
395;str29;2;str27;37;str4;47;str15;3;str35;24;str34;44;str50
396;str34;36;str18;11;str7;47;str31;27;str34;10;str5;38;str36
397;str14;49;str50;2;str35;37;str34;20;str5;35;str42;12;str12
398;str42;9;str36;17;str20;38;str48;21;str8;42;str29;38;str11
399;str48;45;str9;7;str14;44;str42;11;str2;32;str20;41;str22
400;str35;35;str14;22;str17;2;str23;14;str11;11;str23;30;str48
