130;str21;33;str18;37;str8;30;str33;25;str34;20;str33;15;str46;8
131;str31;14;str11;38;str43;1;str41;3;str10;14;str39;21;str47;1
132;str10;5;str27;25;str26;49;str3;49;str34;37;str33;12;str29;21
133;str43;38;str32;8;str14;4;str14;12;str29;45;str29;42;str5;4
134;str46;30;str28;49;str16;37;str23;16;str30;26;str26;3;str41;21
135;str14;32;str38;41;str10;50;str23;14;str43;32;str15;18;str13;7
136;str48;45;str4;26;str7;9;str4;50;str43;50;str7;17;str41;31
137;str17;41;str44;19;str21;41;str31;2;str18;41;str28;31;str40;42
138;str33;21;str38;6;str29;3;str40;22;str30;28;str4;46;str24;18
139;str24;20;str14;17;str43;27;str50;36;str14;50;str47;22;str24;11
140;str30;43;str22;6;str38;42;str35;15;str10;26;str15;34;str32;40
141;str31;3;str43;49;str19;7;str26;30;str30;19;str42;17;str22;10
142;str7;34;str6;46;str10;19;str17;16;str20;20;str31;22;str43;7
143;str30;40;str27;24;str37;23;str17;42;str35;23;str35;40;str11;27
144;str27;27;str8;50;str10;34;str41;43;str12;10;str39;33;str22;9
145;str10;27;str43;20;str42;3;str28;41;str9;49;str27;16;str46;45
146;str18;9;str48;3;str7;1;str28;22;str28;11;str5;17;str49;33
147;str15;31;str21;26;str23;50;str44;16;str33;3;str25;9;str1;10
148;str41;20;str32;44;str33;41;str14;36;str21;18;str27;29;str39;47
149;str34;44;str41;40;str25;3;str21;46;str30;41;str36;23;str6;2
150;str17;28;str21;9;str25;10;str9;35;str21;10;str37;17;str32;32
151;str42;25;str46;45;str43;5;str36;24;str4;27;str32;27;str4;29
152;str4;44;str48;43;str28;12;str11;24;str2;39;str23;33;str41;10
153;str26;3;str7;8;str9;31;str40;31;str34;3;str28;21;str2;37
154;str15;45;str17;41;str37;19;str17;6;str31;17;str3;10;str47;36
155;str35;41;str31;48;str10;28;str9;32;str3;41;str16;44;str6;17
156;str10;11;str3;21;str37;44;str38;1;str1;18;str37;29;str24;41
157;str13;32;str31;36;str28;3;str33;2;str49;18;str42;9;str50;37
158;str26;45;str12;32;str15;32;str40;49;str13;49;str2;50;str13;6
159;str24;22;str33;35;str27;5;str22;7;str4;25;str47;26;str18;17
160;str42;7;str16;35;str22;26;str13;19;str6;7;str44;15;str30;8
161;str34;13;str50;27;str11;9;str4;11;str8;14;str27;7;str17;39
162;str22;23;str15;48;str4;15;str18;2;str16;40;str27;50;str18;1
163;str40;12;str18;17;str12;35;str45;29;str5;45;str44;15;str20;11
164;str17;12;str15;11;str27;42;str30;8;str4;25;str36;31;str49;46
165;str37;24;str11;5;str19;15;str14;21;str34;39;str20;16;str46;4
166;str17;20;str50;50;str24;40;str39;31;str11;13;str14;2;str21;12
167;str43;31;str9;50;str43;34;str9;12;str36;11;str6;43;str4;38
168;str42;24;str21;21;str31;26;str29;11;str22;11;str18;1;str24;50
169;str39;19;str46;17;str45;24;str44;41;str44;23;str2;24;str7;36
170;str16;50;str22;38;str14;10;str14;6;str16;29;str46;26;str41;26
171;str18;19;str32;24;str23;27;str9;29;str30;2;str46;17;str50;44
172;str15;37;str26;14;str46;26;str34;21;str9;35;str35;22;str18;28
173;str13;7;str8;38;str37;50;str28;49;str29;6;str24;38;str15;9
174;str46;30;str11;15;str35;1;str12;8;str47;30;str48;40;str26;50
175;str21;47;str34;8;str36;32;str29;45;str37;17;str13;28;str23;47
176;str25;47;str22;40;str5;46;str38;37;str29;35;str19;19;str13;44
177;str42;22;str41;41;str24;40;str48;11;str34;4;str16;36;str5;42
178;str2;16;str42;48;str39;24;str25;30;str38;1;str16;14;str11;44
179;str34;25;str10;39;str30;16;str41;7;str4;23;str17;1;str40;6
180;str17;21;str29;47;str36;18;str34;30;str40;26;str10;28;str33;44
181;str2;22;str30;46;str21;40;str32;16;str2;39;str44;28;str50;21
182;str23;45;str40;43;str3;14;str8;33;str10;9;str29;25;str30;24
183;str33;2;str8;33;str11;18;str29;44;str18;22;str42;45;str11;26
184;str19;39;str4;41;str31;19;str44;33;str29;37;str33;10;str10;48
185;str5;40;str9;36;str13;26;str42;10;str24;11;str13;26;str6;22
186;str46;32;str23;35;str8;49;str30;16;str22;12;str49;28;str25;46
187;str21;39;str15;46;str41;10;str28;17;str4;17;str11;44;str37;31
188;str46;20;str37;31;str1;13;str10;10;str22;37;str4;29;str7;21
189;str34;47;str5;34;str12;38;str49;32;str2;32;str19;41;str49;29
190;str20;16;str30;12;str7;50;str38;18;str29;47;str15;15;str15;5
191;str26;35;str19;2;str49;19;str43;17;str32;15;str44;9;str28;41
192;str9;42;str25;3;str4;19;str13;24;str44;6;str35;36;str8;24
193;str35;24;str17;1;str41;6;str34;26;str2;28;str46;46;str3;31
194;str4;33;str50;15;str46;39;str24;4;str46;3;str36;43;str47;49
195;str32;36;str5;5;str42;26;str43;36;str49;5;str24;33;str12;4
196;str49;49;str18;34;str23;29;str12;35;str10;7;str22;37;str47;16
197;str49;29;str37;7;str31;48;str3;40;str9;9;str47;2;str18;5
198;str15;31;str31;44;str39;3;str28;49;str33;41;str4;44;str42;24
199;str11;15;str11;31;str38;4;str48;22;str22;25;str41;25;str26;15
200;str8;6;str50;16;str27;44;str46;33;str14;42;str11;3;str24;27
201;str20;24;str37;10;str38;48;str46;32;str36;10;str50;46;str33;40
202;str39;12;str25;5;str45;29;str27;3;str18;40;str31;22;str48;17
203;str38;36;str34;16;str32;4;str16;41;str33;19;str7;41;str40;20
204;str21;19;str26;31;str40;30;str2;44;str38;31;str3;20;str31;44
205;str49;4;str45;17;str26;26;str6;25;str10;39;str38;18;str21;33
206;str30;8;str22;22;str13;44;str36;22;str28;50;str19;17;str17;7
207;str8;9;str16;9;str27;2;str19;47;str11;50;str18;17;str34;38
208;str6;44;str41;4;str14;3;str25;3;str32;30;str26;44;str23;48
209;str48;16;str21;2;str20;8;str26;8;str46;25;str17;35;str22;30
210;str11;11;str25;1;str8;28;str25;42;str4;10;str33;8;str28;39
211;str31;26;str19;26;str6;5;str34;2;str11;5;str45;34;str8;41
212;str50;41;str44;25;str31;22;str11;49;str23;38;str4;16;str10;46
213;str26;16;str48;41;str12;50;str33;44;str6;21;str45;12;str47;48
214;str48;6;str6;44;str13;5;str35;1;str18;5;str16;36;str12;20
215;str36;14;str28;12;str50;43;str49;31;str22;19;str22;15;str47;15
216;str25;43;str15;20;str30;3;str17;29;str7;45;str14;12;str4;39
217;str42;40;str26;27;str20;2;str42;32;str21;15;str1;29;str37;6
218;str38;8;str38;33;str34;14;str5;7;str13;46;str38;5;str8;20
219;str5;22;str47;36;str37;16;str25;18;str37;29;str21;39;str9;22
220;str6;30;str29;4;str13;11;str15;21;str36;40;str36;38;str45;6
221;str3;12;str1;49;str31;29;str46;8;str42;3;str14;42;str12;18
222;str46;32;str28;11;str36;6;str14;42;str6;37;str33;10;str13;19
223;str12;11;str34;1;str26;6;str5;48;str46;28;str50;33;str5;4
224;str37;39;str9;30;str19;34;str50;42;str38;14;str39;26;str14;3
225;str38;40;str35;38;str15;37;str9;33;str13;45;str23;14;str14;12
226;str16;33;str11;41;str36;4;str34;12;str37;27;str49;27;str46;12
227;str2;16;str5;14;str13;24;str40;34;str3;22;str9;14;str36;7
228;str7;4;str39;32;str49;7;str38;4;str22;36;str21;33;str48;7
229;str45;15;str38;48;str10;35;str8;28;str46;49;str2;44;str37;21
230;str30;50;str2;43;str22;1;str14;20;str12;29;str40;50;str16;15
231;str47;33;str41;28;str2;28;str47;21;str46;48;str43;38;str37;25
232;str4;32;str21;12;str11;45;str44;50;str33;12;str37;25;str22;35
233;str6;42;str34;1;str39;43;str34;47;str34;28;str5;38;str15;1
234;str4;33;str11;5;str14;5;str34;6;str38;12;str1;20;str16;20
235;str2;45;str26;32;str26;30;str46;9;str21;37;str17;44;str4;42
236;str40;32;str27;6;str28;14;str23;44;str31;4;str31;29;str38;45
237;str21;41;str40;9;str8;39;str49;11;str37;5;str4;46;str15;23
238;str26;30;str18;9;str13;20;str45;29;str49;21;str37;8;str49;43
239;str10;42;str32;42;str3;21;str30;25;str12;4;str6;19;str12;2
240;str35;10;str31;11;str31;30;str21;15;str24;38;str49;43;str32;28
241;str31;32;str29;46;str13;37;str46;6;str1;48;str31;49;str27;26
242;str27;35;str40;43;str2;1;str2;20;str23;21;str27;32;str13;16
243;str21;14;str38;9;str36;17;str9;9;str16;27;str47;46;str18;19
244;str33;16;str44;11;str14;36;str29;29;str44;39;str25;34;str24;5
245;str42;46;str33;31;str39;9;str41;44;str37;4;str48;49;str27;5
246;str11;44;str23;50;str13;16;str46;4;str32;13;str45;22;str21;23
247;str10;3;str6;5;str20;37;str43;32;str30;49;str30;28;str11;17
248;str35;45;str11;24;str48;20;str21;11;str45;35;str5;43;str50;37
249;str7;1;str47;34;str42;45;str50;10;str20;6;str3;1;str23;4
250;str37;43;str13;42;str42;19;str7;30;str21;46;str37;22;str16;15
251;str10;34;str40;30;str10;37;str34;21;str6;27;str48;5;str50;33
252;str8;34;str21;2;str46;42;str16;2;str33;26;str36;9;str19;1
253;str25;7;str34;7;str33;36;str28;50;str26;11;str22;8;str12;2
254;str39;7;str37;50;str28;31;str31;11;str26;30;str9;11;str32;38
255;str17;1;str31;43;str40;8;str49;41;str43;18;str33;29;str10;36
256;str27;29;str14;13;str38;4;str14;9;str6;5;str47;41;str1;38
257;str5;44;str7;38;str29;16;str5;12;str45;4;str35;5;str3;2
258;str49;20;str31;41;str47;24;str1;36;str16;35;str24;36;str28;20
259;str43;46;str2;29;str18;22;str17;32;str9;1;str22;48;str4;46
260;str39;13;str18;30;str7;48;str13;26;str19;3;str29;3;str7;48
261;str32;25;str12;24;str29;22;str33;33;str26;13;str39;44;str6;27
262;str23;47;str50;17;str10;17;str24;38;str49;33;str44;39;str28;22
263;str23;30;str30;14;str21;48;str41;11;str36;1;str49;17;str40;50
264;str38;2;str19;3;str44;44;str7;3;str4;13;str43;7;str8;15
265;str48;39;str29;20;str29;43;str47;7;str5;6;str2;24;str15;40
266;str43;43;str40;25;str23;48;str33;37;str20;46;str19;34;str18;12
267;str30;44;str11;3;str17;24;str25;21;str39;47;str18;11;str12;22
268;str1;41;str1;2;str21;45;str31;1;str33;47;str31;24;str6;49
269;str29;45;str26;23;str29;41;str41;38;str10;30;str43;33;str15;46
270;str16;43;str27;50;str3;43;str21;40;str13;16;str40;27;str3;42
271;str7;11;str15;17;str22;6;str36;44;str49;14;str23;16;str24;4
272;str46;4;str32;32;str3;20;str20;37;str26;35;str1;13;str40;28
273;str6;40;str1;19;str23;19;str4;36;str15;23;str8;7;str9;41
274;str1;21;str46;8;str16;27;str15;8;str20;1;str31;5;str47;5
275;str27;31;str16;41;str34;17;str48;30;str16;4;str17;15;str49;23
276;str44;38;str2;14;str22;12;str30;9;str2;14;str12;35;str14;37
277;str29;2;str5;38;str19;45;str43;2;str17;22;str29;8;str12;3
278;str22;12;str12;27;str44;50;str4;1;str24;30;str20;4;str32;14
279;str20;20;str13;49;str5;27;str15;23;str4;42;str16;42;str22;2
280;str21;37;str31;21;str20;46;str32;40;str15;14;str49;22;str16;10
281;str36;16;str35;13;str46;28;str38;6;str12;5;str34;47;str4;4
282;str3;31;str8;7;str42;15;str1;46;str23;43;str50;9;str10;22
283;str6;14;str27;45;str9;1;str21;9;str19;46;str20;14;str8;9
284;str3;36;str25;13;str27;19;str47;49;str7;19;str6;7;str3;29
285;str4;13;str34;20;str16;33;str19;26;str17;15;str34;29;str50;18
286;str15;50;str33;16;str13;8;str4;1;str9;27;str19;32;str32;23
287;str24;18;str50;23;str22;25;str27;43;str42;26;str27;1;str9;35
288;str42;22;str22;40;str15;34;str24;46;str17;32;str48;7;str2;22
289;str44;2;str24;17;str38;7;str43;8;str44;9;str47;33;str30;6
290;str11;22;str32;47;str48;8;str29;6;str22;25;str28;33;str47;33
291;str11;39;str35;37;str4;46;str6;3;str6;5;str27;24;str5;47
292;str17;1;str33;13;str16;45;str28;47;str33;42;str2;9;str50;32
293;str27;48;str38;6;str45;41;str4;36;str12;23;str12;9;str40;17
294;str6;11;str15;6;str17;3;str21;16;str19;5;str11;47;str39;3
295;str29;22;str39;30;str50;23;str32;10;str32;6;str21;48;str24;36
296;str31;42;str40;46;str16;49;str40;17;str7;46;str8;21;str26;36
297;str12;25;str38;42;str7;33;str19;31;str35;11;str9;44;str9;5
298;str26;41;str29;1;str11;29;str25;27;str16;35;str20;38;str12;42
299;str6;5;str38;31;str46;47;str46;3;str19;48;str32;48;str44;2
300;str47;5;str13;6;str34;20;str2;38;str38;47;str20;23;str22;46
301;str43;39;str34;46;str12;45;str37;48;str17;38;str40;47;str29;19
302;str6;24;str32;23;str34;37;str34;13;str19;8;str13;38;str2;43
303;str12;30;str21;29;str7;32;str16;24;str33;23;str44;18;str30;9
304;str24;46;str13;8;str11;21;str22;33;str13;38;str19;13;str7;38
305;str34;20;str14;33;str7;37;str39;36;str44;46;str43;14;str4;31
306;str11;32;str47;25;str43;41;str1;24;str9;36;str33;45;str15;38
307;str24;24;str22;14;str3;8;str24;32;str18;27;str34;5;str38;45
308;str15;17;str37;29;str46;7;str39;17;str20;24;str48;37;str3;1
309;str29;10;str36;48;str7;17;str27;35;str29;35;str13;19;str48;22
310;str4;41;str29;41;str18;6;str27;15;str45;42;str43;30;str14;47
311;str21;44;str36;37;str1;24;str36;23;str48;11;str30;1;str27;9
312;str24;12;str39;43;str13;29;str8;4;str14;49;str32;31;str30;43
313;str28;44;str33;50;str36;8;str38;18;str41;10;str8;39;str19;18
314;str1;13;str21;40;str31;26;str7;50;str38;35;str34;26;str45;20
315;str30;26;str28;44;str6;36;str44;11;str7;21;str26;17;str31;30
316;str47;49;str35;15;str5;30;str19;21;str43;26;str50;46;str6;27
317;str31;43;str9;47;str34;10;str22;37;str49;10;str44;50;str43;7
318;str34;40;str19;30;str30;9;str28;41;str13;32;str39;15;str10;49
319;str34;49;str21;4;str7;28;str21;48;str45;37;str8;20;str22;23
320;str26;6;str45;42;str22;1;str2;25;str15;20;str15;49;str34;2
321;str27;6;str4;21;str6;15;str33;23;str25;25;str16;3;str18;19
322;str49;3;str41;28;str18;50;str16;21;str16;17;str2;40;str23;7
323;str9;13;str2;49;str28;14;str19;4;str43;17;str50;2;str26;18
324;str15;3;str32;32;str34;16;str4;4;str33;19;str36;37;str8;46
325;str38;20;str18;12;str2;45;str11;46;str50;31;str15;41;str45;40
326;str42;50;str12;9;str7;1;str3;34;str26;18;str8;8;str18;4
327;str31;41;str34;30;str25;9;str9;22;str10;41;str32;43;str41;35
328;str14;43;str21;24;str40;25;str48;43;str43;21;str7;46;str10;20
329;str42;16;str15;36;str17;45;str1;30;str19;43;str20;29;str14;18
330;str9;1;str30;45;str22;35;str39;23;str39;49;str26;32;str50;21
331;str11;5;str28;31;str43;46;str41;25;str8;16;str45;39;str39;42
332;str38;47;str19;13;str38;3;str28;23;str11;12;str14;29;str37;39
333;str25;34;str19;7;str11;25;str18;48;str38;36;str31;20;str29;22
334;str7;41;str19;34;str10;34;str29;20;str18;42;str14;9;str45;36
335;str47;49;str16;11;str7;13;str36;25;str45;37;str12;3;str22;8
336;str31;2;str30;38;str16;17;str36;22;str19;36;str47;40;str46;37
337;str50;26;str40;33;str17;11;str49;34;str6;6;str33;39;str48;38
338;str35;48;str31;15;str42;3;str33;24;str24;26;str46;32;str47;31
339;str9;11;str24;24;str16;3;str33;14;str19;12;str18;42;str25;43
340;str34;18;str3;40;str31;4;str45;44;str31;4;str47;47;str26;39
341;str42;15;str23;11;str13;26;str29;12;str38;19;str2;25;str1;1
342;str44;27;str47;2;str8;9;str26;19;str40;2;str19;32;str40;45
343;str26;1;str18;18;str20;43;str29;15;str48;12;str32;14;str37;49
344;str11;43;str26;22;str18;4;str22;2;str20;30;str45;36;str19;4
345;str30;26;str32;18;str41;29;str44;15;str27;33;str9;42;str48;16
346;str7;46;str37;50;str35;31;str6;11;str2;44;str6;34;str3;16
347;str41;34;str22;46;str44;49;str1;42;str37;36;str10;22;str31;14
348;str1;20;str12;1;str17;13;str19;22;str28;45;str50;24;str16;21
349;str7;21;str8;5;str21;9;str22;22;str6;47;str9;20;str6;29
350;str9;14;str41;27;str47;16;str10;6;str27;32;str19;41;str34;21
351;str5;32;str2;28;str47;25;str22;39;str44;25;str11;47;str40;25
352;str14;12;str39;18;str41;1;str47;35;str41;47;str35;8;str48;9
353;str2;21;str35;39;str32;26;str46;18;str22;27;str32;42;str42;14
354;str47;30;str37;28;str37;49;str36;47;str28;48;str3;12;str14;27
355;str31;47;str31;27;str8;24;str19;32;str34;27;str34;23;str50;28
356;str41;2;str45;22;str42;49;str30;30;str14;45;str33;47;str1;3
357;str49;21;str30;48;str41;49;str25;1;str44;30;str34;26;str34;5
358;str39;12;str7;48;str29;43;str31;27;str49;20;str2;39;str29;32
359;str14;12;str11;22;str44;3;str9;23;str12;1;str17;20;str28;41
360;str34;45;str26;50;str26;2;str31;47;str46;14;str4;1;str23;36
361;str10;26;str49;2;str16;35;str21;29;str36;5;str10;7;str49;7
362;str14;14;str44;16;str20;48;str22;38;str21;2;str30;44;str17;50
363;str11;14;str30;8;str48;10;str26;45;str34;29;str15;7;str16;49
364;str38;7;str34;13;str27;32;str39;9;str32;5;str47;35;str11;18
365;str40;26;str24;16;str36;28;str32;47;str6;14;str41;1;str18;47
366;str38;5;str12;7;str25;5;str16;6;str6;2;str49;45;str35;26
367;str23;31;str43;45;str49;39;str37;46;str38;40;str20;40;str10;37
368;str26;19;str10;9;str37;37;str41;47;str39;27;str41;32;str16;50
369;str44;9;str16;50;str2;15;str14;21;str6;25;str42;29;str38;42
370;str8;20;str31;48;str31;5;str49;19;str26;12;str16;36;str10;49
371;str9;42;str10;36;str45;35;str39;21;str35;11;str29;24;str16;43
372;str47;32;str50;15;str9;19;str49;22;str14;50;str22;34;str25;27
373;str50;42;str12;5;str21;46;str29;30;str45;7;str30;28;str2;4
374;str43;18;str1;30;str34;8;str11;13;str33;1;str28;21;str13;46
375;str27;43;str6;7;str13;45;str36;5;str14;13;str24;42;str29;25
376;str18;13;str9;40;str35;31;str20;4;str23;17;str43;32;str24;22
377;str13;2;str31;4;str7;24;str4;25;str26;36;str1;1;str30;12
378;str37;25;str9;46;str34;25;str5;34;str5;35;str24;19;str38;30
