86;string24;70;string10;63;string60;40;string13;72;string74;91;string26;30
87;string27;9;string22;37;string79;91;string28;49;string46;10;string73;89
88;string84;47;string54;42;string87;74;string46;10;string28;7;string10;24
89;string48;45;string37;53;string10;9;string47;40;string74;99;string59;64
90;string59;11;string36;38;string9;99;string24;80;string14;46;string50;68
91;string38;94;string16;37;string1;91;string73;66;string17;10;string68;93
92;string50;50;string62;31;string93;27;string82;74;string74;72;string99;73
93;string80;13;string21;6;string26;26;string25;94;string51;23;string13;42
94;string4;34;string90;50;string5;18;string34;98;string25;21;string53;39
95;string11;9;string45;94;string28;94;string36;12;string81;50;string43;33
96;string65;39;string68;51;string83;50;string34;8;string2;99;string44;77
97;string62;3;string98;18;string12;34;string68;42;string34;69;string2;45
98;string96;40;string57;66;string60;28;string18;73;string70;85;string3;65
99;string89;85;string68;24;string20;23;string59;94;string5;97;string44;34
100;string43;26;string59;45;string0;91;string21;49;string5;54;string82;67
101;string43;3;string23;48;string85;15;string89;9;string91;49;string99;28
102;string87;77;string77;82;string43;87;string93;7;string64;7;string27;80
103;string82;27;string96;91;string44;37;string90;83;string91;60;string42;4
104;string9;81;string90;58;string44;29;string12;49;string99;95;string60;34
105;string43;76;string2;44;string49;61;string59;5;string52;96;string60;48
106;string22;71;string20;32;string46;67;string11;72;string44;43;string46;90
107;string72;98;string73;11;string75;50;string44;53;string51;97;string10;6
108;string70;21;string43;70;string0;92;string15;35;string95;54;string87;80
109;string89;16;string16;74;string95;57;string80;2;string5;16;string64;23
110;string35;8;string35;70;string91;68;string65;68;string81;64;string55;59
111;string72;66;string38;99;string99;76;string63;55;string71;70;string87;89
112;string15;86;string84;73;string75;12;string0;73;string26;7;string91;5
113;string38;35;string67;98;string68;72;string6;47;string25;17;string84;31
114;string24;21;string31;56;string82;19;string64;61;string58;38;string42;6
115;string68;55;string39;4;string81;51;string89;70;string36;13;string6;58
116;string59;35;string45;12;string0;10;string77;60;string14;35;string80;48
117;string37;56;string48;21;string26;99;string35;6;string45;61;string48;15
118;string75;54;string52;81;string32;17;string48;34;string71;27;string22;2
119;string47;54;string38;53;string38;88;string27;63;string51;8;string66;63
120;string99;61;string28;64;string10;45;string57;97;string13;65;string64;22
121;string56;45;string20;5;string4;5;string50;6;string51;76;string32;92
122;string79;81;string85;37;string57;64;string92;53;string58;78;string68;38
123;string70;67;string55;52;string78;70;string19;85;string95;58;string65;4
124;string51;32;string66;29;string90;68;string92;72;string82;87;string72;41
125;string87;54;string43;80;string64;57;string41;20;string7;67;string17;65
126;string80;47;string14;30;string89;87;string94;15;string41;41;string92;20
127;string92;57;string66;6;string88;16;string86;21;string41;3;string44;94
128;string72;47;string74;25;string70;17;string11;61;string79;55;string4;16
129;string22;16;string55;99;string25;95;string62;14;string42;35;string28;30
130;string86;60;string59;67;string20;76;string36;36;string95;78;string73;48
131;string79;50;string40;93;string0;25;string45;98;string87;2;string75;76
132;string42;55;string21;19;string74;15;string95;14;string68;16;string66;86
133;string94;15;string87;19;string74;24;string2;47;string54;87;string93;42
134;string7;12;string59;79;string17;99;string76;70;string8;17;string29;19
135;string18;70;string22;93;string90;69;string73;36;string32;7;string89;1
136;string72;90;string81;2;string74;76;string0;91;string41;58;string5;49
137;string89;21;string77;15;string92;45;string59;36;string78;86;string73;50
138;string84;59;string7;85;string83;0;string35;47;string71;65;string25;69
139;string48;17;string25;65;string0;81;string36;62;string91;22;string51;51
140;string67;33;string64;29;string0;93;string14;79;string59;35;string65;86
141;string2;88;string83;94;string66;26;string79;88;string3;21;string14;35
142;string51;97;string43;96;string56;40;string39;8;string30;43;string22;64
143;string12;54;string57;23;string46;93;string29;97;string59;71;string36;5
144;string53;1;string7;98;string53;32;string58;65;string46;57;string61;67
145;string49;28;string56;56;string84;21;string9;3;string51;13;string76;52
146;string47;63;string44;61;string38;87;string77;11;string44;37;string71;65
147;string51;52;string30;19;string83;17;string37;66;string26;36;string91;21
148;string87;64;string99;35;string18;43;string50;17;string96;49;string36;33
149;string33;24;string5;28;string33;97;string48;5;string32;7;string75;79
150;string72;77;string10;79;string10;18;string39;1;string45;73;string2;76
151;string46;69;string35;51;string81;48;string28;78;string16;9;string78;32
152;string20;60;string17;96;string4;61;string75;2;string72;39;string88;63
153;string18;22;string84;30;string92;8;string88;22;string62;32;string56;11
154;string22;18;string58;92;string83;52;string71;23;string16;16;string44;27
155;string69;17;string32;6;string4;92;string51;2;string97;21;string39;72
156;string35;13;string58;64;string12;31;string42;91;string31;43;string35;3
157;string4;57;string26;50;string17;75;string26;47;string67;6;string63;21
158;string40;64;string99;40;string69;26;string53;54;string38;83;string81;57
159;string34;60;string14;48;string29;7;string24;74;string98;31;string87;48
160;string50;3;string36;12;string24;40;string17;62;string21;92;string5;56
161;string56;88;string72;77;string91;82;string62;33;string80;92;string25;10
162;string43;14;string55;96;string48;11;string86;62;string80;9;string63;47
163;string75;19;string79;78;string52;46;string20;51;string70;71;string9;98
164;string84;91;string78;95;string1;72;string37;79;string66;43;string66;37
165;string46;43;string42;77;string73;35;string15;56;string33;96;string77;75
166;string61;75;string52;64;string28;61;string28;9;string33;60;string94;74
167;string50;81;string96;83;string26;51;string70;59;string47;36;string13;6
168;string36;5;string78;10;string31;76;string93;4;string70;2;string48;33
169;string41;86;string39;75;string28;12;string8;23;string56;5;string6;4
170;string84;25;string86;50;string67;23;string16;35;string19;90;string28;72
171;string2;20;string93;55;string1;99;string16;63;string3;79;string5;92
172;string69;23;string55;82;string65;0;string31;22;string24;96;string43;85
173;string44;17;string79;17;string83;87;string57;73;string42;24;string52;67
174;string38;85;string84;20;string18;25;string65;62;string57;27;string97;16
175;string73;26;string68;82;string5;63;string21;70;string16;70;string25;6
176;string45;50;string8;65;string85;0;string53;73;string60;35;string27;86
177;string33;22;string62;95;string52;68;string29;78;string39;76;string71;18
178;string95;9;string52;12;string1;99;string50;33;string62;90;string73;55
179;string13;18;string37;68;string76;19;string21;93;string15;76;string9;59
180;string4;1;string32;64;string57;26;string45;84;string71;80;string11;30
181;string74;51;string74;37;string17;31;string93;91;string26;64;string55;22
182;string94;20;string23;38;string13;67;string20;6;string87;16;string9;32
183;string72;40;string75;50;string39;81;string79;57;string11;82;string99;76
184;string94;45;string20;80;string0;95;string97;22;string42;82;string15;22
185;string92;47;string5;22;string99;56;string42;47;string73;27;string98;74
186;string61;20;string43;72;string80;19;string56;99;string90;9;string6;60
187;string79;4;string48;79;string25;85;string57;82;string20;97;string16;3
188;string11;68;string37;51;string76;36;string63;81;string80;76;string58;25
189;string82;54;string93;73;string67;26;string86;12;string43;17;string90;52
190;string69;91;string1;61;string71;41;string83;97;string22;81;string15;28
191;string71;60;string43;18;string9;31;string49;37;string52;36;string78;78
192;string54;36;string63;42;string33;68;string76;86;string80;93;string37;16
193;string93;61;string85;13;string32;34;string39;49;string25;40;string86;42
194;string21;56;string78;62;string3;27;string13;98;string35;90;string36;0
195;string54;86;string18;88;string41;24;string85;46;string20;6;string89;28
196;string15;0;string19;27;string23;95;string22;2;string58;34;string99;71
197;string72;54;string63;7;string53;47;string36;58;string0;20;string27;3
198;string90;17;string69;83;string9;20;string51;7;string65;48;string51;68
199;string53;60;string38;81;string47;95;string41;29;string55;62;string60;44
200;string42;78;string28;85;string29;86;string73;86;string54;7;string38;24
201;string81;64;string93;16;string37;73;string88;47;string83;2;string26;33
202;string7;67;string4;89;string55;36;string64;87;string77;20;string26;10
203;string1;12;string55;8;string17;62;string65;65;string43;92;string20;74
204;string88;12;string44;24;string3;53;string55;54;string65;50;string53;51
205;string32;20;string30;33;string13;22;string53;45;string51;1;string18;46
206;string1;26;string68;3;string12;67;string33;5;string91;98;string96;44
207;string75;37;string31;59;string53;69;string23;59;string35;79;string43;67
208;string53;77;string71;16;string47;20;string7;11;string66;63;string24;6
209;string59;23;string47;28;string96;59;string96;40;string4;86;string18;37
210;string77;78;string74;78;string28;66;string27;58;string74;59;string67;27
211;string23;54;string39;97;string42;25;string89;82;string13;20;string5;52
212;string35;6;string18;93;string25;54;string16;95;string2;68;string17;55
213;string12;79;string37;27;string72;87;string49;12;string2;59;string18;88
214;string41;5;string8;41;string85;74;string97;98;string39;21;string82;23
215;string57;88;string24;34;string41;88;string93;31;string4;72;string29;78
216;string68;45;string67;23;string23;8;string9;83;string42;20;string6;47
217;string92;86;string20;48;string45;29;string18;51;string2;12;string50;56
218;string28;85;string54;73;string81;76;string0;34;string20;96;string0;66
219;string50;80;string26;9;string66;0;string98;31;string76;22;string52;42
220;string72;54;string34;41;string11;24;string70;40;string43;57;string42;13
221;string3;30;string17;40;string94;62;string33;29;string56;39;string25;37
222;string24;39;string70;22;string63;47;string28;32;string5;42;string51;9
223;string69;12;string41;19;string44;57;string40;51;string51;73;string69;11
224;string96;88;string93;55;string17;85;string69;75;string90;18;string8;1
225;string37;91;string47;67;string29;65;string75;53;string70;8;string58;85
226;string59;94;string37;62;string41;20;string82;67;string34;17;string17;23
227;string32;30;string45;27;string91;83;string86;14;string51;87;string72;14
228;string41;51;string97;9;string41;97;string81;79;string77;83;string95;91
229;string67;73;string27;75;string89;80;string12;13;string42;73;string19;95
230;string81;95;string0;89;string77;27;string88;72;string21;12;string65;69
231;string12;61;string44;6;string75;32;string3;62;string23;17;string13;69
232;string71;78;string95;25;string24;62;string55;39;string16;40;string5;57
233;string74;20;string69;57;string11;5;string4;92;string4;45;string71;43
234;string90;79;string16;73;string35;43;string57;8;string92;7;string48;98
235;string24;3;string20;57;string7;62;string56;70;string90;1;string41;85
236;string82;99;string42;84;string30;43;string85;14;string73;34;string67;66
237;string92;29;string78;20;string61;49;string91;55;string62;88;string78;27
238;string89;50;string56;55;string83;20;string89;19;string41;59;string49;25
239;string73;82;string13;68;string60;99;string94;82;string48;83;string27;42
240;string79;41;string40;71;string49;8;string43;30;string47;54;string47;31
241;string90;1;string3;93;string12;60;string82;76;string35;39;string19;45
242;string58;12;string41;95;string94;16;string53;58;string63;29;string8;99
243;string91;51;string71;32;string67;82;string19;44;string14;60;string6;22
244;string11;50;string17;67;string14;16;string26;48;string2;33;string75;14
245;string4;80;string27;57;string23;49;string80;30;string8;13;string94;28
246;string96;70;string63;35;string24;47;string7;63;string76;55;string19;91
247;string80;47;string41;36;string7;88;string8;40;string75;54;string62;24
248;string64;55;string94;35;string89;29;string26;75;string29;23;string47;27
249;string10;76;string85;43;string32;25;string37;50;string76;68;string2;27
250;string76;89;string49;5;string18;17;string35;25;string1;29;string40;48
251;string22;8;string78;43;string29;42;string42;99;string38;89;string49;47
252;string52;40;string89;29;string57;28;string17;88;string36;79;string78;10
253;string46;78;string35;26;string91;16;string49;20;string92;60;string83;90
254;string64;35;string1;20;string78;92;string62;66;string13;40;string99;39
255;string52;40;string22;95;string99;27;string94;39;string96;30;string94;36
256;string89;20;string59;89;string66;25;string54;45;string41;13;string39;70
257;string63;1;string57;31;string80;64;string40;17;string98;97;string81;56
258;string77;93;string43;10;string80;58;string64;74;string16;42;string75;7
259;string45;59;string59;58;string10;57;string58;31;string6;12;string31;78
260;string95;90;string11;90;string70;2;string77;31;string56;2;string18;47
261;string47;72;string11;43;string17;99;string18;42;string73;7;string38;95
262;string90;19;string71;43;string65;47;string86;48;string26;89;string60;51
263;string96;62;string3;80;string52;51;string98;12;string54;26;string78;27
264;string69;12;string16;35;string46;33;string78;8;string10;8;string95;42
265;string84;20;string87;21;string95;66;string54;54;string28;24;string32;57
266;string93;70;string77;34;string83;85;string50;73;string72;66;string88;14
267;string74;70;string44;74;string81;56;string62;19;string99;21;string94;28
268;string44;40;string47;85;string15;11;string32;13;string56;79;string39;76
269;string56;68;string38;32;string7;76;string69;67;string50;84;string29;61
270;string60;18;string88;75;string48;32;string2;36;string21;45;string27;36
271;string9;88;string34;52;string71;29;string67;70;string53;24;string5;51
272;string50;77;string26;46;string71;77;string24;7;string43;86;string72;70
273;string68;24;string62;81;string42;97;string76;13;string40;98;string47;74
274;string52;29;string2;24;string69;58;string92;99;string84;55;string31;87
275;string14;11;string80;72;string34;51;string95;2;string25;52;string93;20
276;string31;14;string70;86;string87;17;string46;7;string49;71;string55;76
277;string32;51;string12;54;string55;9;string24;17;string34;68;string16;53
278;string38;70;string13;9;string47;93;string81;86;string67;73;string72;56
279;string11;45;string65;5;string47;8;string32;20;string56;96;string96;48
280;string13;51;string2;54;string53;54;string53;20;string66;38;string49;11
281;string51;59;string82;15;string98;62;string23;20;string83;83;string63;9
282;string88;60;string27;51;string21;43;string56;93;string17;63;string90;11
283;string30;7;string80;12;string43;15;string22;99;string69;31;string72;5
284;string4;19;string4;23;string49;2;string38;46;string79;12;string39;87
285;string70;87;string99;69;string45;33;string14;80;string71;13;string88;25
286;string37;31;string24;17;string72;4;string33;2;string59;59;string86;64
287;string22;1;string94;68;string55;41;string71;27;string67;29;string69;13
288;string71;4;string45;79;string50;42;string31;91;string82;78;string55;53
289;string74;28;string1;94;string46;39;string53;27;string33;38;string95;17
290;string15;54;string24;22;string49;86;string42;28;string56;52;string8;79
291;string11;60;string9;44;string4;92;string55;61;string14;76;string42;12
292;string63;29;string59;95;string89;60;string49;75;string24;9;string64;11
293;string94;98;string96;62;string64;89;string6;26;string39;87;string87;19
294;string18;24;string61;28;string11;50;string11;46;string69;35;string98;38
295;string40;63;string57;47;string53;1;string82;24;string45;52;string95;1
296;string20;0;string49;50;string53;18;string80;13;string37;43;string65;1
297;string8;76;string21;59;string12;49;string93;66;string35;1;string82;34
298;string62;10;string25;65;string28;25;string28;61;string70;94;string84;20
299;string71;85;string69;21;string19;94;string19;97;string28;1;string89;59
300;string32;29;string30;46;string13;99;string99;26;string10;58;string7;61
301;string77;49;string80;37;string66;8;string62;0;string48;38;string99;65
302;string51;31;string14;42;string35;76;string72;66;string40;82;string65;97
303;string57;79;string78;54;string85;78;string28;6;string21;73;string53;30
304;string82;37;string93;24;string50;66;string90;18;string15;24;string48;24
305;string21;90;string89;97;string79;78;string11;23;string4;57;string79;92
306;string77;98;string33;82;string65;90;string49;98;string1;0;string62;43
307;string54;5;string36;61;string81;64;string14;44;string7;36;string48;58
308;string83;18;string47;28;string56;14;string69;45;string29;96;string39;38
309;string87;47;string32;58;string0;91;string40;9;string76;21;string99;8
310;string28;49;string49;66;string9;29;string77;99;string96;36;string18;26
311;string94;8;string54;89;string0;59;string22;81;string59;53;string14;55
312;string44;10;string48;45;string52;26;string63;21;string52;34;string11;97
313;string45;34;string82;42;string95;55;string31;59;string89;40;string44;25
314;string1;0;string42;20;string91;0;string4;70;string30;92;string40;56
315;string89;50;string31;88;string33;6;string82;21;string56;50;string32;36
316;string16;47;string5;5;string92;53;string50;52;string29;54;string26;2
317;string12;37;string79;66;string73;16;string45;74;string71;57;string28;46
318;string79;69;string83;16;string15;43;string72;6;string50;24;string81;53
319;string68;46;string89;44;string98;46;string43;52;string14;56;string68;32
320;string54;18;string85;77;string98;76;string93;94;string8;15;string36;93
321;string30;65;string57;9;string17;54;string23;79;string46;65;string34;37
322;string43;87;string14;10;string91;86;string2;71;string94;8;string72;83
323;string84;77;string3;97;string76;4;string81;59;string59;74;string6;90
324;string92;28;string46;7;string72;57;string55;3;string4;10;string51;48
325;string83;76;string70;62;string40;34;string63;99;string91;69;string79;29
326;string12;86;string55;90;string95;50;string10;75;string7;96;string94;26
327;string11;45;string73;71;string27;5;string21;59;string59;97;string72;46
328;string28;24;string30;54;string96;63;string4;45;string15;44;string40;75
329;string36;7;string96;3;string29;43;string42;19;string26;19;string24;34
330;string62;56;string52;25;string85;95;string45;38;string45;48;string49;71
331;string10;86;string80;66;string80;3;string67;67;string95;21;string21;88
332;string45;10;string62;34;string63;15;string92;78;string20;1;string40;46
333;string41;85;string27;55;string28;15;string6;14;string15;75;string17;19
334;string67;87;string44;6;string56;11;string27;56;string61;57;string86;97
335;string34;9;string48;85;string86;2;string0;95;string17;0;string96;87
336;string77;11;string86;69;string94;51;string15;50;string65;19;string72;55
337;string34;44;string57;15;string80;73;string59;11;string79;77;string60;35
338;string73;2;string93;10;string18;23;string27;95;string37;50;string94;41
339;string1;46;string16;33;string4;90;string68;93;string18;81;string84;54
340;string72;88;string31;78;string65;46;string38;44;string22;27;string91;1
341;string86;56;string15;9;string11;5;string45;78;string73;5;string35;98
342;string4;25;string50;52;string4;9;string19;75;string60;52;string75;91
343;string10;82;string14;18;string57;45;string25;92;string37;54;string93;86
344;string64;18;string67;39;string35;42;string19;65;string25;58;string89;23
345;string74;86;string55;57;string8;63;string86;79;string71;82;string99;31
346;string89;52;string42;98;string15;96;string41;80;string29;77;string79;58
347;string34;22;string67;58;string55;66;string31;92;string75;81;string25;9
348;string55;61;string96;31;string9;56;string36;44;string95;66;string57;28
349;string30;88;string57;29;string20;95;string8;62;string68;54;string32;28
350;string22;74;string21;45;string38;20;string55;60;string68;49;string1;56
351;string65;82;string63;11;string85;12;string51;77;string59;52;string66;70
352;string18;64;string21;58;string40;12;string10;23;string73;11;string37;68
353;string73;65;string64;27;string10;8;string51;16;string83;0;string49;14
354;string79;61;string73;81;string6;62;string37;87;string46;31;string68;61
355;string43;64;string76;91;string46;59;string43;73;string83;34;string65;40
356;string30;12;string62;71;string47;95;string99;99;string65;6;string28;61
357;string66;75;string25;61;string93;92;string86;96;string45;19;string41;31
358;string78;80;string58;26;string0;22;string36;62;string65;60;string74;1
359;string73;91;string60;52;string84;69;string49;63;string74;13;string29;60
360;string30;69;string82;87;string82;60;string33;81;string55;93;string23;90
361;string47;2;string89;13;string25;17;string74;49;string35;84;string86;0
362;string8;47;string90;50;string68;15;string22;51;string20;26;string81;21
363;string1;0;string26;29;string57;69;string87;65;string85;24;string77;96
364;string3;74;string85;52;string95;51;string23;51;string74;10;string65;21
365;string80;16;string41;50;string53;66;string6;93;string23;75;string25;10
366;string67;75;string30;91;string48;24;string53;18;string63;19;string14;30
367;string92;46;string9;49;string9;64;string69;69;string3;54;string75;17
368;string26;87;string31;57;string1;82;string27;82;string3;71;string61;57
369;string95;47;string58;43;string62;54;string60;66;string65;42;string42;51
370;string53;31;string25;29;string55;16;string48;92;string66;75;string4;46
371;string7;16;string86;86;string11;36;string24;58;string46;75;string39;95
372;string76;8;string19;71;string96;64;string33;9;string86;87;string22;75
373;string47;58;string89;41;string19;74;string99;7;string23;74;string90;99
374;string88;78;string0;87;string20;41;string50;48;string36;37;string52;48
375;string36;63;string21;82;string16;69;string0;78;string24;22;string47;64
376;string39;29;string97;75;string33;51;string34;76;string42;1;string37;11
377;string20;92;string54;35;string27;5;string71;92;string30;26;string31;92
378;string78;47;string98;74;string37;78;string45;52;string33;70;string33;43
379;string8;13;string16;53;string25;95;string94;20;string60;2;string13;88
380;string7;14;string54;50;string3;73;string69;68;string80;77;string92;27
381;string0;0;string50;79;string84;86;string58;13;string41;87;string89;93
382;string83;25;string40;42;string58;44;string28;37;string36;33;string46;69
383;string19;42;string56;32;string65;75;string38;64;string35;51;string25;51
384;string52;58;string55;39;string29;68;string67;76;string28;5;string73;61
385;string96;60;string42;84;string96;90;string87;25;string24;50;string31;21
386;string4;97;string99;84;string6;52;string68;56;string55;51;string70;95
387;string59;5;string68;43;string13;20;string69;5;string48;94;string9;21
388;string45;68;string20;15;string78;12;string89;41;string84;25;string51;18
389;string97;50;string14;92;string67;86;string27;11;string55;40;string74;22
390;string78;17;string19;77;string25;99;string60;71;string50;33;string59;34
391;string97;25;string5;23;string76;82;string53;53;string37;90;string21;97
392;string95;90;string80;21;string61;50;string73;24;string3;94;string13;8
393;string55;91;string53;73;string86;70;string25;21;string23;27;string28;9
394;string38;94;string45;83;string55;1;string75;68;string25;59;string84;78
395;string70;28;string28;72;string6;98;string79;49;string87;62;string20;80
396;string67;76;string6;60;string52;4;string54;32;string87;82;string5;40
397;string92;36;string67;57;string43;1;string76;11;string90;44;string72;71
398;string73;48;string67;35;string61;17;string65;4;string27;38;string53;56
399;string66;82;string4;12;string25;90;string11;30;string37;12;string55;95
400;string66;82;string30;89;string10;75;string65;91;string38;10;string13;88
401;string84;13;string54;41;string43;3;string45;58;string60;58;string40;73
402;string56;68;string16;14;string79;46;string76;4;string35;34;string71;71
403;string95;23;string35;64;string22;9;string14;87;string47;50;string47;65
404;string38;73;string48;2;string66;74;string91;4;string30;52;string67;57
405;string18;95;string80;18;string35;40;string78;97;string23;63;string9;96
406;string59;41;string21;23;string83;27;string79;63;string92;30;string29;99
407;string35;56;string93;52;string61;48;string74;19;string57;84;string7;61
408;string52;5;string73;58;string34;84;string1;44;string10;86;string36;76
409;string53;59;string81;52;string69;75;string68;67;string89;66;string42;69
410;string5;67;string41;64;string59;92;string65;80;string40;76;string53;4
411;string67;49;string16;50;string61;97;string81;87;string49;98;string43;64
412;string7;68;string29;11;string53;75;string58;26;string97;32;string92;23
413;string66;50;string38;53;string81;15;string45;13;string25;97;string61;24
414;string59;68;string61;20;string57;68;string95;41;string46;30;string54;71
415;string81;71;string25;45;string13;42;string22;98;string83;7;string88;91
416;string86;68;string53;74;string83;87;string96;65;string96;54;string98;69
417;string73;42;string84;94;string20;0;string24;43;string90;64;string8;62
418;string0;58;string5;95;string8;77;string74;38;string13;50;string37;78
419;string47;31;string68;42;string54;8;string44;0;string59;17;string28;23
420;string76;80;string49;50;string20;53;string19;3;string96;19;string37;84
421;string79;20;string22;21;string71;31;string8;40;string6;10;string42;49
422;string18;18;string93;94;string23;69;string55;79;string22;93;string55;88
423;string12;75;string26;5;string22;77;string13;65;string6;47;string55;35
424;string27;84;string58;51;string39;3;string5;85;string13;22;string43;13
425;string94;22;string57;24;string68;61;string84;92;string80;45;string87;73
426;string22;62;string75;73;string7;32;string50;51;string16;45;string37;27
427;string58;36;string89;52;string48;21;string55;99;string59;53;string50;36
428;string95;85;string80;53;string55;20;string61;9;string79;75;string57;66
429;string20;31;string11;35;string1;59;string21;90;string22;49;string4;37
430;string17;69;string89;40;string12;42;string24;12;string94;93;string0;84
431;string98;11;string72;39;string92;45;string62;73;string66;91;string54;58
432;string44;9;string7;68;string41;23;string85;51;string57;86;string51;16
433;string75;64;string44;93;string70;98;string62;92;string67;68;string65;67
434;string1;6;string76;71;string49;35;string23;63;string18;1;string80;59
435;string82;36;string73;9;string55;58;string34;45;string70;72;string94;34
436;string86;78;string25;10;string13;79;string72;8;string80;43;string98;20
437;string28;52;string28;19;string49;99;string26;84;string79;88;string37;16
