90;str30;48;str5;26;str12
91;str20;2;str28;19;str22
92;str28;17;str29;8;str12
93;str22;22;str32;49;str30
94;str12;18;str15;45;str6
95;str23;36;str42;44;str32
96;str37;8;str43;23;str49
97;str39;12;str7;32;str15
98;str17;32;str35;35;str13
99;str6;32;str5;34;str14
100;str4;39;str24;23;str8
101;str30;39;str26;31;str42
102;str30;5;str34;3;str28
103;str4;3;str12;6;str32
104;str14;25;str23;38;str8
105;str38;50;str37;49;str16
106;str24;2;str47;30;str2
107;str31;13;str26;21;str20
108;str42;8;str14;18;str32
109;str31;46;str18;37;str26
110;str17;6;str45;44;str13
111;str1;14;str32;38;str21
112;str7;14;str19;36;str36
113;str41;18;str17;41;str39
114;str14;24;str34;44;str43
115;str9;2;str21;24;str22
116;str34;3;str25;39;str14
117;str18;40;str4;44;str11
118;str8;39;str6;24;str25
119;str50;35;str10;50;str21
120;str11;19;str32;6;str49
121;str35;41;str50;19;str8
122;str25;22;str38;3;str27
123;str29;10;str8;22;str47
124;str5;43;str4;3;str48
125;str44;49;str27;50;str39
126;str30;46;str48;31;str17
127;str20;26;str11;43;str31
128;str5;28;str8;35;str13
129;str9;24;str37;40;str10
130;str16;9;str26;10;str17
131;str10;17;str32;40;str46
132;str17;33;str29;25;str10
133;str47;8;str50;44;str45
134;str26;22;str19;24;str34
135;str1;40;str27;32;str11
136;str39;7;str41;28;str2
137;str16;36;str5;41;str43
138;str36;2;str23;12;str11
139;str16;7;str2;31;str6
140;str10;1;str42;10;str17
141;str23;18;str13;43;str33
142;str7;7;str25;13;str33
143;str3;25;str36;3;str11
144;str18;36;str48;50;str2
145;str2;29;str16;41;str12
146;str1;17;str34;15;str37
147;str35;36;str20;18;str28
148;str50;21;str44;24;str28
149;str10;41;str28;22;str30
150;str48;44;str49;20;str23
151;str8;31;str26;22;str34
152;str46;13;str44;42;str20
153;str34;25;str15;47;str27
154;str47;29;str47;42;str40
155;str12;50;str9;43;str20
156;str18;38;str6;16;str40
157;str27;33;str29;44;str45
158;str16;26;str38;24;str27
159;str39;8;str18;43;str2
160;str7;29;str13;40;str24
161;str38;47;str47;16;str17
162;str44;49;str39;5;str42
163;str9;50;str33;3;str46
164;str4;3;str17;38;str48
165;str22;18;str7;35;str6
166;str47;3;str24;27;str11
167;str20;15;str44;5;str34
168;str47;4;str43;13;str44
169;str48;36;str37;25;str9
170;str3;2;str18;23;str10
171;str26;4;str26;33;str11
172;str36;50;str5;44;str33
173;str42;12;str44;7;str25
174;str34;37;str37;43;str27
175;str20;34;str39;5;str24
176;str46;49;str30;15;str16
177;str23;13;str1;33;str6
178;str20;40;str42;2;str17
179;str40;25;str18;26;str49
180;str8;5;str9;49;str27
181;str17;27;str34;5;str12
182;str22;23;str17;25;str45
183;str4;22;str5;19;str9
184;str1;25;str36;3;str1
185;str35;42;str27;32;str29
186;str46;45;str33;46;str36
187;str50;43;str27;29;str10
188;str42;19;str8;17;str5
189;str17;33;str10;17;str8
190;str24;49;str23;40;str2
191;str23;36;str47;1;str22
192;str16;33;str33;3;str40
193;str13;35;str46;47;str15
194;str2;10;str12;42;str4
195;str18;8;str43;32;str22
196;str46;5;str22;40;str7
197;str10;4;str22;25;str23
198;str46;11;str44;8;str38
199;str5;24;str7;25;str44
200;str50;34;str7;41;str39
201;str17;26;str40;30;str9
202;str50;50;str6;42;str28
203;str26;48;str4;40;str27
204;str20;38;str21;13;str3
205;str27;6;str14;21;str3
206;str3;42;str1;19;str46
207;str20;17;str21;21;str40
208;str15;25;str18;40;str30
209;str39;31;str19;20;str25
210;str8;19;str49;22;str1
211;str8;44;str41;49;str46
212;str4;24;str48;7;str29
213;str8;44;str6;30;str27
214;str13;25;str6;10;str26
215;str34;7;str24;18;str39
216;str4;35;str30;24;str42
217;str3;37;str25;45;str17
218;str28;14;str49;2;str8
219;str34;12;str33;34;str27
220;str47;7;str12;49;str22
221;str29;2;str37;50;str15
222;str1;20;str33;29;str22
223;str10;13;str35;17;str37
224;str36;26;str11;2;str12
225;str1;34;str38;21;str11
226;str47;11;str43;11;str36
227;str35;3;str15;18;str33
228;str9;12;str28;36;str5
229;str15;4;str34;10;str12
230;str11;16;str48;34;str48
231;str9;29;str12;7;str46
232;str44;17;str9;28;str7
233;str36;40;str17;23;str46
234;str18;23;str39;19;str28
235;str22;24;str41;42;str36
236;str39;1;str39;43;str36
237;str19;12;str23;44;str10
238;str7;18;str28;14;str26
239;str12;20;str44;45;str49
240;str36;6;str41;31;str35
241;str30;46;str39;14;str31
242;str22;7;str10;18;str4
243;str25;19;str50;5;str14
244;str40;22;str38;42;str31
245;str18;17;str32;14;str49
246;str33;33;str30;18;str38
247;str6;26;str4;39;str36
248;str2;22;str29;35;str45
249;str2;46;str24;26;str38
250;str29;24;str9;9;str36
251;str44;38;str22;43;str47
252;str37;2;str41;9;str15
253;str49;29;str26;4;str23
254;str7;19;str21;30;str7
255;str29;27;str29;40;str11
256;str17;43;str14;25;str46
257;str44;21;str28;10;str46
258;str1;39;str2;30;str49
259;str36;40;str15;37;str1
260;str44;15;str18;47;str39
261;str44;6;str27;17;str16
262;str46;5;str19;36;str38
263;str3;38;str2;7;str21
264;str38;28;str34;23;str25
265;str32;41;str2;29;str43
266;str11;25;str39;15;str19
267;str7;45;str25;1;str43
268;str45;43;str16;8;str40
269;str46;42;str44;11;str12
270;str18;17;str20;23;str1
271;str41;29;str43;25;str22
272;str11;18;str44;34;str16
273;str19;50;str17;4;str23
274;str50;48;str36;8;str25
275;str8;15;str5;49;str2
276;str48;15;str31;42;str46
277;str30;42;str14;33;str10
278;str21;45;str1;14;str29
279;str46;40;str44;44;str8
280;str41;30;str19;20;str7
281;str48;35;str11;31;str33
282;str27;38;str47;47;str8
283;str11;44;str40;13;str22
284;str17;31;str2;35;str20
285;str3;7;str6;35;str48
286;str4;20;str2;4;str12
287;str12;24;str24;16;str40
288;str47;41;str33;10;str27
289;str50;32;str4;4;str29
290;str26;3;str43;29;str39
291;str48;12;str44;20;str10
292;str15;17;str25;16;str28
293;str13;41;str32;32;str1
294;str10;21;str26;12;str5
295;str43;41;str41;46;str25
296;str6;5;str48;36;str34
297;str14;5;str21;14;str31
298;str39;21;str33;39;str35
299;str33;21;str16;3;str22
300;str11;22;str19;47;str17
301;str4;8;str29;39;str4
302;str35;1;str43;4;str4
303;str46;35;str9;1;str4
304;str16;25;str46;21;str25
305;str42;30;str20;14;str3
306;str32;17;str6;7;str11
307;str16;1;str49;19;str50
308;str44;22;str24;27;str27
309;str13;8;str30;11;str27
310;str35;7;str50;23;str16
311;str46;24;str7;49;str11
312;str11;22;str20;25;str13
313;str35;17;str21;36;str29
314;str12;28;str30;50;str20
315;str20;28;str4;40;str48
316;str5;47;str42;5;str41
317;str37;2;str43;2;str32
318;str16;19;str34;10;str41
319;str6;16;str30;8;str20
320;str1;4;str24;4;str48
321;str1;30;str48;40;str10
322;str17;43;str16;11;str23
323;str30;26;str15;3;str1
324;str29;32;str10;46;str21
325;str47;40;str29;44;str47
326;str3;4;str18;8;str2
327;str30;42;str5;15;str14
328;str19;26;str28;13;str5
329;str11;49;str21;45;str25
330;str11;10;str43;26;str36
331;str4;1;str11;20;str10
332;str32;45;str2;50;str45
333;str13;49;str29;6;str50
334;str41;45;str47;23;str34
335;str46;17;str30;39;str42
336;str31;44;str24;30;str4
337;str23;34;str41;41;str42
338;str20;4;str29;10;str4
339;str35;43;str19;27;str44
340;str27;34;str23;43;str26
341;str27;23;str11;5;str38
342;str40;13;str50;12;str1
343;str16;48;str17;31;str26
344;str34;30;str3;28;str42
345;str31;40;str22;50;str12
346;str35;38;str10;40;str35
347;str36;47;str4;45;str22
348;str46;48;str48;49;str37
349;str17;33;str41;4;str40
350;str30;47;str4;33;str35
351;str26;49;str25;30;str32
352;str33;37;str39;31;str37
353;str14;11;str14;48;str48
354;str9;11;str10;16;str24
355;str49;43;str28;38;str2
356;str2;31;str20;30;str39
357;str29;41;str4;33;str40
358;str36;34;str25;25;str9
359;str39;34;str20;21;str20
360;str35;5;str31;21;str28
361;str43;10;str4;23;str26
362;str17;4;str48;40;str15
363;str15;20;str46;19;str22
364;str27;46;str50;8;str30
365;str2;5;str40;30;str22
366;str49;14;str31;7;str45
367;str42;14;str7;43;str28
368;str22;48;str10;32;str31
369;str1;31;str41;1;str31
370;str22;6;str50;11;str45
371;str6;37;str7;11;str4
372;str22;15;str42;16;str26
373;str49;39;str25;8;str18
374;str29;36;str7;17;str7
375;str7;16;str17;36;str25
376;str5;20;str23;1;str31
377;str24;11;str27;19;str30
378;str8;22;str9;29;str37
379;str25;32;str46;4;str33
380;str47;37;str21;37;str32
381;str17;23;str10;14;str44
382;str15;17;str2;34;str48
383;str49;35;str40;22;str3
384;str17;22;str16;4;str48
385;str49;50;str15;34;str36
386;str14;35;str13;27;str6
387;str24;6;str40;13;str40
388;str15;26;str31;20;str6
389;str45;38;str6;50;str40
390;str23;7;str13;41;str13
391;str20;6;str31;24;str49
392;str30;38;str18;41;str5
393;str27;35;str48;24;str27
394;str4;42;str39;16;str37
395;str3;9;str46;37;str49
396;str13;5;str49;9;str33
397;str21;37;str50;23;str32
398;str8;42;str48;48;str16
399;str28;43;str37;11;str49
400;str6;22;str15;37;str28
401;str39;36;str48;4;str23
402;str24;8;str44;30;str26
403;str10;30;str39;48;str11
404;str6;47;str33;22;str42
405;str17;22;str50;39;str10
406;str25;27;str5;5;str38
407;str29;47;str9;29;str14
408;str39;34;str50;1;str4
409;str15;18;str28;41;str34
410;str31;43;str50;44;str7
411;str44;28;str40;48;str32
412;str28;11;str13;7;str48
413;str14;37;str38;23;str33
414;str10;8;str46;36;str3
415;str38;36;str12;47;str40
416;str6;18;str16;29;str50
417;str10;47;str36;8;str39
418;str9;37;str40;49;str40
419;str9;49;str29;25;str50
420;str42;27;str14;16;str22
421;str47;50;str46;40;str46
422;str1;34;str7;24;str41
423;str31;2;str46;27;str1
424;str45;9;str3;25;str7
425;str19;45;str23;39;str30
426;str19;44;str25;31;str2
427;str13;4;str6;33;str13
428;str25;9;str17;17;str32
429;str19;49;str48;30;str40
430;str2;18;str38;30;str49
431;str17;38;str40;37;str10
432;str40;42;str47;6;str6
433;str47;19;str8;6;str30
434;str45;17;str39;28;str34
435;str2;9;str46;39;str47
436;str49;30;str30;36;str4
437;str45;41;str18;28;str8
438;str46;31;str45;19;str11
439;str44;43;str25;23;str46
440;str3;31;str19;50;str3
441;str28;36;str32;40;str39
442;str21;25;str26;48;str47
443;str32;13;str4;42;str25
444;str20;34;str32;40;str12
445;str13;49;str47;15;str27
446;str5;1;str21;46;str25
447;str37;25;str43;19;str19
448;str50;34;str23;49;str3
449;str31;8;str16;27;str34
450;str34;30;str12;13;str6
451;str3;16;str23;15;str17
452;str8;3;str20;3;str3
453;str20;42;str11;18;str26
454;str31;11;str2;27;str39
455;str3;34;str16;16;str50
456;str5;29;str22;20;str21
457;str42;31;str30;31;str24
458;str34;47;str27;7;str16
459;str38;3;str5;5;str15
460;str40;24;str3;40;str1
461;str25;4;str44;34;str26
462;str30;39;str4;23;str12
463;str41;29;str50;49;str20
464;str50;11;str13;46;str29
465;str13;30;str17;25;str11
466;str17;7;str30;39;str10
467;str27;29;str5;14;str12
468;str19;29;str23;12;str12
469;str30;11;str36;22;str33
470;str17;18;str46;46;str41
471;str28;9;str7;40;str38
472;str38;28;str42;28;str28
473;str37;9;str19;49;str45
474;str41;24;str7;18;str17
475;str9;37;str48;6;str9
476;str9;19;str46;50;str38
477;str12;28;str8;10;str24
478;str6;49;str17;20;str32
479;str42;48;str23;38;str19
480;str16;5;str34;50;str10
481;str50;27;str27;7;str45
482;str21;24;str6;40;str2
483;str15;3;str20;43;str49
484;str32;15;str9;40;str39
485;str18;41;str36;18;str40
486;str31;22;str50;41;str36
487;str25;5;str32;49;str6
488;str21;47;str33;41;str40
489;str9;45;str29;12;str9
490;str28;32;str24;44;str18
491;str39;3;str16;40;str13
492;str33;36;str7;12;str37
493;str28;14;str11;36;str9
494;str12;3;str48;42;str45
495;str25;2;str38;33;str9
496;str32;45;str10;20;str19
497;str10;24;str37;41;str28
498;str48;23;str11;13;str4
499;str16;14;str50;48;str28
500;str38;20;str9;12;str48
501;str38;44;str45;49;str37
502;str28;4;str26;47;str32
503;str10;39;str48;45;str9
504;str42;49;str38;30;str1
505;str24;21;str31;15;str20
506;str49;25;str38;49;str1
507;str10;11;str7;24;str32
508;str34;24;str24;40;str14
509;str43;37;str23;15;str43
510;str41;30;str3;2;str12
511;str34;42;str50;22;str44
512;str14;40;str7;34;str13
513;str35;44;str33;39;str16
514;str35;38;str47;29;str24
515;str19;18;str40;28;str45
516;str42;42;str2;40;str26
517;str1;27;str45;34;str20
518;str11;46;str34;17;str29
519;str6;19;str24;16;str21
520;str47;2;str38;9;str23
521;str16;19;str22;21;str41
522;str13;16;str17;11;str42
523;str49;34;str29;35;str19
524;str18;9;str39;44;str44
525;str47;2;str10;30;str31
526;str41;43;str43;15;str5
527;str20;50;str42;5;str7
528;str35;45;str46;33;str10
529;str48;29;str26;7;str19
530;str24;14;str29;22;str9
531;str24;45;str41;37;str48
532;str16;41;str37;12;str42
533;str35;14;str18;11;str44
534;str32;13;str18;15;str45
535;str47;24;str17;30;str15
536;str5;48;str8;39;str1
537;str48;30;str10;13;str43
538;str2;43;str39;9;str2
539;str24;34;str1;45;str19
540;str40;46;str3;42;str29
541;str46;44;str6;20;str12
542;str43;10;str25;4;str15
543;str14;26;str21;19;str40
544;str10;8;str35;5;str50
545;str8;48;str15;20;str36
546;str16;4;str21;2;str38
547;str12;34;str21;48;str34
548;str21;32;str1;17;str31
549;str50;23;str21;7;str17
550;str33;21;str42;30;str23
551;str47;16;str3;6;str48
552;str14;45;str19;36;str29
553;str38;46;str27;2;str44
554;str16;19;str23;3;str6
555;str5;11;str20;26;str11
556;str30;13;str3;6;str46
557;str26;40;str37;44;str11
558;str29;4;str19;4;str35
559;str35;12;str12;3;str14
560;str10;48;str11;23;str11
561;str21;24;str30;29;str21
562;str25;46;str38;33;str5
563;str49;2;str18;2;str26
564;str35;25;str16;28;str14
565;str37;5;str39;25;str30
566;str24;1;str32;42;str10
567;str34;18;str50;16;str6
568;str13;48;str37;6;str34
569;str27;2;str49;18;str13
570;str18;27;str38;20;str8
571;str27;11;str19;9;str3
572;str5;6;str35;15;str18
573;str47;22;str32;25;str46
574;str24;3;str38;21;str40
575;str37;12;str6;7;str40
576;str44;15;str22;12;str37
577;str13;3;str4;8;str39
578;str11;6;str26;10;str31
579;str49;12;str25;42;str6
580;str45;34;str42;48;str5
581;str16;32;str19;43;str28
582;str25;26;str22;4;str16
583;str19;4;str32;11;str28
584;str4;2;str4;22;str11
585;str19;26;str15;40;str21
586;str8;3;str9;28;str12
587;str30;39;str19;45;str24
588;str38;19;str24;35;str47
589;str39;24;str32;9;str10
590;str11;20;str26;4;str23
591;str22;38;str19;22;str38
592;str21;25;str1;11;str38
593;str45;5;str8;3;str38
594;str39;14;str20;9;str32
595;str39;29;str11;45;str27
596;str10;8;str27;46;str12
597;str31;23;str19;8;str2
598;str40;5;str36;16;str31
599;str13;12;str29;7;str26
600;str46;32;str27;36;str7
601;str49;24;str16;33;str16
602;str19;28;str43;2;str12
603;str19;5;str29;31;str4
604;str45;12;str45;29;str38
605;str24;41;str27;42;str49
606;str26;33;str43;43;str25
607;str39;33;str12;50;str8
608;str4;18;str40;23;str29
609;str31;7;str25;44;str29
610;str4;40;str39;3;str34
611;str21;5;str29;40;str50
612;str23;27;str11;29;str8
613;str16;50;str35;9;str3
614;str49;40;str49;37;str5
615;str46;9;str9;15;str14
616;str41;13;str23;20;str33
617;str37;37;str36;44;str9
618;str12;8;str5;37;str26
619;str23;6;str38;16;str31
620;str45;12;str45;19;str50
621;str14;17;str44;37;str23
622;str1;50;str40;30;str41
623;str23;22;str18;16;str25
624;str45;33;str29;11;str25
625;str20;37;str5;27;str33
626;str9;20;str27;28;str5
627;str48;9;str38;39;str44
628;str27;4;str14;26;str30
629;str12;21;str12;43;str11
630;str24;41;str48;9;str5
631;str12;41;str30;41;str34
632;str43;47;str40;17;str22
633;str2;36;str43;3;str26
634;str27;19;str16;6;str39
635;str21;27;str9;19;str12
636;str18;33;str50;29;str9
637;str12;2;str5;37;str45
638;str46;32;str32;47;str33
639;str41;34;str39;35;str35
640;str9;39;str11;46;str9
641;str43;40;str4;44;str10
642;str12;41;str28;8;str49
643;str10;23;str8;44;str50
644;str3;26;str23;24;str45
645;str8;11;str4;10;str50
646;str2;9;str30;45;str6
647;str29;7;str3;21;str41
648;str12;44;str50;41;str24
649;str44;2;str15;23;str34
650;str34;8;str4;23;str45
651;str23;39;str21;30;str13
652;str20;3;str1;33;str14
653;str47;46;str2;35;str10
654;str39;50;str34;22;str35
655;str13;19;str6;34;str4
656;str23;3;str14;38;str26
657;str37;46;str16;6;str12
658;str49;7;str33;6;str47
659;str48;12;str8;6;str5
660;str39;46;str40;22;str31
661;str34;38;str9;22;str9
662;str24;42;str13;40;str44
663;str13;38;str23;11;str29
664;str17;22;str26;30;str30
665;str10;34;str31;18;str4
666;str28;28;str39;25;str32
667;str31;49;str43;3;str20
668;str12;8;str23;36;str11
669;str8;10;str14;17;str13
670;str19;22;str27;18;str43
671;str30;34;str31;33;str32
672;str47;11;str19;41;str46
673;str37;34;str8;31;str25
674;str6;26;str38;38;str25
675;str44;18;str4;30;str22
676;str20;50;str26;2;str4
677;str25;38;str3;17;str40
678;str1;34;str3;7;str1
679;str12;8;str43;33;str48
680;str37;12;str10;7;str33
681;str7;12;str42;42;str7
682;str40;5;str45;32;str43
683;str2;14;str9;41;str44
684;str32;13;str33;25;str13
685;str14;5;str42;16;str21
686;str33;6;str8;10;str26
687;str44;35;str23;2;str11
688;str43;33;str31;33;str22
689;str40;9;str5;36;str33
690;str12;19;str12;34;str13
691;str17;47;str14;50;str20
692;str39;48;str50;9;str40
693;str34;49;str29;44;str12
694;str49;13;str43;50;str25
695;str28;25;str6;39;str7
696;str22;13;str36;20;str27
697;str32;22;str12;8;str39
698;str35;8;str2;25;str15
699;str44;42;str50;13;str10
700;str46;14;str6;14;str17
701;str10;8;str8;24;str45
702;str26;50;str29;12;str40
703;str39;28;str7;1;str22
704;str45;4;str11;29;str43
705;str40;26;str29;48;str44
706;str43;13;str47;12;str22
707;str15;43;str10;21;str7
708;str38;37;str12;20;str12
709;str16;33;str23;12;str29
710;str5;50;str2;18;str31
711;str6;37;str34;50;str43
712;str24;22;str12;11;str35
713;str30;16;str50;39;str30
714;str50;1;str11;19;str14
715;str2;20;str3;40;str23
716;str42;19;str20;33;str5
717;str5;49;str12;1;str50
718;str39;46;str39;8;str4
719;str23;20;str42;5;str43
720;str45;16;str36;50;str36
721;str46;10;str20;20;str34
722;str5;26;str18;42;str3
723;str45;8;str45;30;str23
724;str48;30;str13;40;str11
725;str40;21;str9;28;str38
726;str3;35;str24;49;str29
727;str4;45;str45;4;str42
728;str42;30;str26;13;str10
729;str4;36;str48;8;str16
730;str19;17;str24;47;str28
731;str36;8;str25;36;str36
732;str4;12;str39;27;str8
733;str8;31;str2;14;str1
734;str38;44;str15;6;str3
735;str50;15;str11;10;str27
736;str18;43;str26;28;str39
737;str29;41;str40;14;str19
738;str2;14;str6;36;str17
739;str32;29;str31;18;str48
740;str39;10;str16;38;str23
741;str6;23;str27;31;str37
742;str1;40;str21;7;str2
743;str37;24;str7;43;str10
744;str28;19;str27;13;str1
745;str37;5;str31;23;str11
746;str15;38;str18;7;str7
747;str14;15;str9;4;str12
748;str39;25;str28;40;str48
749;str21;35;str16;14;str45
750;str16;29;str26;15;str7
751;str36;17;str38;9;str15
752;str24;42;str43;48;str48
753;str40;19;str18;35;str39
754;str43;9;str4;50;str25
755;str26;38;str30;1;str40
756;str41;19;str2;36;str34
757;str47;41;str20;47;str19
758;str24;23;str35;13;str44
759;str35;21;str21;28;str14
760;str28;31;str22;36;str6
761;str15;50;str44;45;str25
762;str3;34;str25;24;str21
763;str3;14;str49;41;str35
764;str35;34;str33;47;str37
765;str18;26;str45;13;str14
766;str10;4;str45;2;str6
767;str18;9;str8;48;str13
768;str3;8;str16;45;str37
769;str6;12;str27;42;str7
770;str6;1;str10;34;str18
771;str15;42;str8;7;str42
772;str10;1;str8;44;str4
773;str41;43;str11;35;str11
774;str4;29;str45;17;str29
775;str30;7;str1;35;str31
776;str37;25;str20;1;str17
777;str29;7;str31;16;str1
778;str38;23;str22;7;str9
779;str20;18;str26;22;str47
780;str23;19;str30;31;str43
781;str23;15;str10;25;str3
782;str12;33;str10;15;str4
783;str34;42;str32;15;str5
784;str11;7;str46;46;str40
785;str42;15;str48;17;str34
786;str33;14;str27;17;str18
787;str20;24;str6;42;str21
788;str46;17;str42;26;str30
789;str21;49;str38;31;str26
790;str29;30;str40;43;str17
791;str4;28;str17;41;str33
792;str28;38;str27;6;str1
793;str39;27;str18;32;str37
794;str8;27;str26;48;str35
795;str23;15;str13;22;str46
796;str9;45;str46;7;str44
797;str44;25;str43;47;str28
798;str38;23;str26;33;str1
799;str13;38;str15;37;str23
800;str25;39;str16;18;str14
801;str9;45;str43;15;str23
802;str18;10;str20;3;str14
803;str35;3;str11;48;str5
804;str19;14;str47;17;str1
805;str4;2;str7;36;str34
806;str27;50;str24;21;str46
807;str19;41;str1;49;str11
808;str2;45;str30;32;str5
809;str3;19;str1;44;str15
810;str45;22;str18;39;str36
811;str40;5;str39;20;str25
812;str7;24;str34;14;str25
813;str5;10;str4;34;str43
814;str10;9;str44;6;str12
815;str18;43;str28;17;str22
816;str41;49;str1;27;str19
817;str49;29;str23;10;str31
818;str17;43;str7;27;str16
819;str40;7;str48;37;str47
820;str7;17;str29;20;str17
821;str35;4;str49;30;str16
822;str17;14;str20;36;str42
823;str14;19;str7;27;str13
824;str45;46;str5;30;str23
825;str25;46;str4;42;str12
826;str37;26;str34;13;str33
827;str44;17;str8;46;str20
828;str39;35;str23;34;str29
829;str3;6;str14;41;str14
830;str46;44;str23;2;str6
831;str49;40;str1;22;str37
832;str50;12;str38;19;str30
833;str41;9;str44;30;str12
834;str30;18;str32;35;str42
835;str14;32;str21;30;str4
836;str8;23;str14;4;str13
837;str21;31;str8;15;str2
838;str46;7;str24;27;str32
839;str31;11;str8;15;str2
840;str2;1;str4;8;str28
841;str37;50;str4;13;str29
842;str13;34;str14;23;str18
843;str27;1;str27;40;str48
844;str29;18;str19;48;str28
845;str46;6;str27;6;str2
846;str21;48;str23;21;str49
847;str42;42;str35;36;str38
848;str1;10;str39;24;str33
849;str28;14;str26;25;str44
850;str38;27;str48;13;str48
851;str15;5;str50;13;str31
852;str48;9;str19;3;str28
853;str24;25;str12;18;str17
854;str22;14;str38;11;str43
855;str38;19;str38;4;str34
856;str28;46;str18;5;str34
857;str47;42;str41;33;str16
858;str18;10;str19;26;str3
859;str49;36;str32;14;str26
860;str35;27;str41;7;str47
861;str12;42;str12;24;str32
862;str7;18;str46;12;str21
863;str38;22;str40;21;str12
864;str9;16;str20;4;str26
865;str4;24;str17;24;str11
866;str29;21;str25;12;str47
867;str43;1;str11;1;str3
868;str6;14;str8;13;str26
869;str34;32;str2;16;str41
870;str30;43;str19;47;str7
871;str4;20;str23;37;str38
872;str31;16;str5;47;str21
873;str26;10;str36;8;str10
874;str26;20;str24;17;str45
875;str18;20;str50;23;str5
876;str42;8;str33;21;str7
877;str24;18;str23;21;str29
878;str21;33;str18;25;str17
879;str38;38;str23;36;str11
880;str14;23;str43;5;str27
881;str47;2;str33;10;str18
882;str32;25;str30;45;str19
883;str16;37;str23;33;str25
884;str50;38;str12;29;str8
885;str8;19;str43;25;str47
886;str27;19;str49;10;str41
887;str5;42;str15;30;str30
888;str15;17;str11;12;str31
889;str7;13;str5;37;str19
890;str50;29;str24;17;str13
891;str41;47;str36;50;str2
892;str7;1;str34;47;str37
893;str44;32;str43;19;str34
894;str4;48;str5;13;str29
895;str42;38;str43;1;str3
896;str42;50;str4;8;str4
897;str50;36;str39;1;str11
898;str44;30;str33;33;str17
899;str8;31;str23;34;str33
900;str31;18;str28;32;str50
901;str22;50;str20;42;str26
902;str40;9;str24;15;str4
903;str27;20;str21;9;str33
904;str27;18;str25;5;str11
905;str20;2;str37;15;str43
906;str47;47;str33;38;str1
907;str41;19;str33;43;str46
908;str47;39;str15;19;str10
909;str3;31;str29;29;str11
910;str10;7;str33;21;str45
911;str11;9;str45;39;str11
912;str44;1;str36;48;str20
913;str37;50;str35;37;str12
914;str4;38;str43;34;str17
915;str27;45;str4;25;str49
916;str28;44;str27;31;str25
917;str15;4;str20;16;str37
918;str45;3;str8;11;str31
919;str5;48;str1;35;str37
920;str26;16;str43;3;str29
921;str26;3;str44;6;str15
922;str47;44;str14;41;str23
923;str25;32;str6;47;str16
924;str6;26;str17;40;str14
925;str34;32;str22;33;str26
926;str43;9;str43;20;str12
927;str49;16;str16;39;str20
928;str36;24;str31;4;str24
929;str34;21;str18;49;str20
930;str14;2;str43;28;str50
931;str10;14;str11;35;str25
932;str18;34;str38;46;str8
933;str15;33;str26;47;str29
