58;str10;26;str49;27;str29;45;str6;36
59;str24;16;str45;19;str21;33;str14;17
60;str42;33;str49;42;str36;37;str30;26
61;str19;25;str25;3;str30;23;str40;12
62;str5;25;str50;19;str10;25;str14;11
63;str36;26;str20;7;str42;18;str30;29
64;str14;30;str15;35;str1;45;str46;11
65;str3;5;str21;18;str31;1;str23;13
66;str6;48;str43;43;str37;24;str40;4
67;str32;40;str43;41;str34;20;str26;18
68;str6;50;str17;17;str6;7;str2;37
69;str18;4;str48;20;str30;21;str49;34
70;str37;18;str28;12;str30;36;str29;47
71;str17;44;str42;27;str26;42;str42;7
72;str28;21;str42;12;str49;40;str41;2
73;str20;28;str27;30;str39;28;str35;3
74;str37;34;str7;31;str33;10;str13;20
75;str16;6;str34;1;str3;7;str17;27
76;str5;44;str44;11;str13;44;str27;29
77;str5;21;str43;19;str43;2;str5;41
78;str20;35;str27;48;str17;21;str47;19
79;str33;21;str36;24;str23;5;str16;14
80;str32;28;str38;4;str21;42;str20;7
81;str34;17;str31;29;str22;21;str10;21
82;str11;20;str31;10;str33;26;str31;27
83;str5;46;str35;12;str30;12;str16;21
84;str19;47;str11;15;str22;17;str15;39
85;str2;29;str49;10;str22;36;str45;32
86;str40;22;str5;20;str23;6;str13;35
87;str10;27;str30;39;str42;48;str42;37
88;str15;37;str47;16;str2;7;str15;25
89;str10;25;str22;43;str22;34;str16;18
90;str27;22;str25;20;str2;19;str2;46
91;str16;32;str15;35;str44;29;str44;11
92;str5;23;str34;46;str23;4;str40;47
93;str12;44;str12;16;str14;14;str6;10
94;str13;12;str34;12;str24;48;str12;41
95;str29;4;str25;39;str19;19;str50;12
96;str31;48;str17;31;str17;15;str22;11
97;str48;15;str40;1;str14;20;str26;24
98;str43;27;str41;9;str1;33;str48;35
99;str21;46;str7;49;str42;32;str41;2
100;str39;24;str3;33;str10;37;str1;10
101;str9;7;str48;7;str20;7;str1;28
102;str14;36;str29;26;str35;17;str47;5
103;str6;38;str40;10;str21;35;str6;3
104;str8;14;str22;24;str38;32;str35;18
105;str35;22;str42;30;str32;15;str28;21
106;str25;16;str41;46;str15;7;str32;11
107;str47;20;str23;19;str33;1;str23;15
108;str39;31;str4;35;str9;29;str9;43
109;str33;19;str43;23;str31;44;str2;8
110;str25;40;str36;35;str36;22;str6;7
111;str16;9;str35;10;str11;29;str41;41
112;str19;8;str26;8;str9;36;str39;12
113;str31;16;str47;7;str27;44;str16;45
114;str5;12;str42;1;str26;18;str49;1
115;str4;14;str7;47;str30;47;str21;17
116;str47;32;str50;47;str17;27;str24;13
117;str40;37;str33;37;str45;16;str50;31
118;str13;50;str18;33;str42;33;str45;38
119;str2;11;str25;27;str41;24;str21;1
120;str9;38;str35;38;str47;34;str33;48
121;str49;13;str5;28;str21;16;str33;4
122;str5;45;str43;2;str15;29;str8;48
123;str12;33;str3;32;str35;45;str1;37
124;str40;8;str42;29;str11;41;str50;8
125;str28;48;str39;41;str15;43;str47;13
126;str33;8;str43;48;str8;12;str38;2
127;str22;30;str10;45;str42;29;str20;39
128;str29;32;str34;34;str46;17;str16;27
129;str8;42;str33;24;str23;44;str10;19
130;str37;1;str16;30;str49;6;str35;9
131;str39;40;str9;6;str6;4;str23;40
132;str22;6;str38;24;str38;48;str13;13
133;str33;2;str9;26;str35;22;str40;16
134;str31;8;str29;31;str21;40;str2;9
135;str38;41;str50;7;str19;26;str13;47
136;str34;37;str17;3;str35;23;str16;43
137;str27;38;str30;49;str43;1;str22;38
138;str34;36;str46;37;str16;39;str42;23
139;str10;18;str16;8;str35;30;str6;9
140;str3;42;str42;26;str12;1;str36;15
141;str34;45;str14;13;str26;27;str4;23
142;str50;29;str26;1;str6;44;str2;40
143;str37;44;str22;8;str47;41;str24;17
144;str27;27;str34;36;str48;49;str20;18
145;str1;33;str2;44;str12;32;str21;16
146;str30;23;str24;46;str33;27;str34;31
147;str40;36;str18;45;str26;41;str32;25
148;str16;41;str38;6;str7;19;str45;11
149;str43;43;str15;19;str44;36;str4;45
150;str5;17;str50;21;str50;29;str7;8
151;str3;11;str38;1;str34;50;str30;45
152;str22;46;str23;16;str19;23;str49;18
153;str18;42;str33;43;str42;42;str17;21
154;str43;21;str21;23;str4;28;str49;38
155;str18;28;str33;15;str22;20;str31;4
156;str45;16;str47;41;str24;45;str46;4
157;str40;17;str12;8;str21;36;str26;42
158;str13;10;str7;14;str11;5;str9;31
159;str23;46;str49;21;str10;4;str27;40
160;str21;50;str45;15;str20;22;str42;44
161;str46;6;str49;18;str45;6;str20;31
162;str41;35;str49;30;str21;46;str33;21
163;str14;25;str8;1;str50;31;str14;22
164;str19;21;str41;42;str40;34;str20;41
165;str39;9;str29;9;str36;15;str39;27
166;str39;35;str13;15;str42;19;str32;7
167;str23;33;str46;31;str22;8;str28;31
168;str16;18;str31;45;str8;20;str24;15
169;str45;3;str33;35;str39;46;str43;14
170;str22;9;str7;40;str29;47;str25;1
171;str50;15;str15;41;str19;47;str13;6
172;str50;13;str11;18;str24;35;str2;23
173;str2;35;str33;19;str5;17;str20;38
174;str48;34;str11;4;str39;48;str9;5
175;str34;11;str3;7;str5;47;str29;18
176;str46;3;str45;4;str26;11;str43;49
177;str41;31;str28;41;str16;20;str46;40
178;str6;9;str37;14;str37;19;str33;45
179;str30;21;str11;3;str1;11;str30;3
180;str4;3;str33;6;str16;37;str45;7
181;str43;40;str45;42;str22;10;str50;3
182;str5;23;str49;13;str45;21;str13;37
183;str33;34;str27;15;str13;35;str9;19
184;str19;15;str5;14;str15;37;str8;6
185;str28;6;str8;21;str8;44;str20;9
186;str39;4;str31;18;str44;49;str10;17
187;str32;36;str13;33;str30;35;str18;27
188;str21;34;str11;13;str9;2;str37;39
189;str25;37;str45;20;str43;20;str43;7
190;str1;30;str47;20;str32;42;str20;33
191;str49;21;str21;44;str48;32;str50;27
192;str44;13;str18;36;str28;43;str6;16
193;str12;9;str3;27;str40;23;str43;29
194;str45;11;str42;36;str16;17;str24;27
195;str40;14;str27;40;str42;20;str33;50
196;str46;8;str35;32;str47;42;str35;15
197;str17;9;str47;38;str43;18;str21;22
198;str26;16;str12;27;str6;46;str11;42
199;str46;5;str34;26;str45;23;str20;3
200;str31;40;str13;34;str50;5;str4;4
201;str40;47;str46;14;str37;9;str4;46
202;str46;7;str7;11;str9;24;str39;1
203;str18;37;str21;24;str35;47;str25;14
204;str40;30;str36;30;str33;7;str9;33
205;str24;26;str31;21;str13;48;str8;12
206;str32;4;str42;8;str43;5;str6;2
207;str27;15;str48;24;str44;47;str22;43
208;str10;50;str18;43;str5;10;str28;37
209;str32;19;str49;50;str21;17;str35;47
210;str7;13;str30;3;str50;9;str12;11
211;str36;9;str32;12;str32;14;str29;10
212;str47;41;str50;47;str47;13;str41;9
213;str24;25;str7;34;str25;19;str41;37
214;str36;22;str19;3;str16;22;str7;50
215;str24;5;str42;7;str35;12;str18;43
216;str42;22;str22;48;str5;10;str31;1
217;str5;47;str39;35;str18;18;str45;9
218;str21;36;str11;20;str23;31;str43;38
219;str18;25;str8;47;str39;13;str7;36
220;str34;48;str15;34;str45;26;str29;30
221;str30;44;str4;26;str26;23;str2;11
222;str8;21;str31;16;str25;38;str28;30
223;str41;25;str20;28;str13;47;str25;27
224;str13;49;str11;50;str28;6;str18;47
225;str34;46;str46;47;str35;18;str16;39
226;str38;29;str20;3;str20;6;str20;8
227;str24;36;str13;26;str47;19;str10;9
228;str31;24;str26;24;str11;5;str33;39
229;str38;36;str23;37;str11;9;str19;40
230;str12;44;str50;35;str24;5;str4;6
231;str1;13;str41;18;str34;46;str15;11
232;str6;23;str24;16;str21;35;str49;13
233;str33;12;str34;15;str22;43;str31;32
234;str39;33;str16;41;str9;9;str35;38
235;str22;17;str19;41;str8;48;str27;31
236;str21;32;str44;45;str8;15;str17;46
237;str36;33;str12;44;str3;18;str15;10
238;str48;14;str30;23;str41;8;str47;24
239;str40;5;str48;27;str34;4;str2;11
240;str24;8;str46;40;str13;37;str42;16
241;str38;7;str43;44;str5;47;str37;8
242;str25;22;str47;27;str30;46;str7;20
243;str28;22;str13;31;str4;22;str34;18
244;str14;22;str23;29;str14;33;str42;5
245;str42;22;str22;40;str43;19;str8;26
246;str26;15;str34;6;str9;29;str17;36
247;str47;18;str49;33;str19;17;str7;21
248;str48;12;str38;6;str25;32;str45;20
249;str46;12;str2;35;str30;48;str32;34
250;str15;40;str13;13;str45;23;str14;43
251;str46;45;str32;34;str15;45;str13;37
252;str20;2;str50;22;str24;40;str21;1
253;str24;26;str7;48;str50;44;str40;18
254;str3;19;str39;30;str29;41;str14;6
255;str44;5;str8;44;str13;47;str23;35
256;str12;46;str44;44;str12;23;str21;34
257;str12;2;str10;32;str26;39;str32;34
258;str39;32;str14;42;str9;45;str25;18
259;str50;6;str2;15;str4;48;str46;31
260;str46;1;str31;18;str48;22;str41;13
261;str44;44;str24;10;str21;45;str48;8
262;str20;25;str22;37;str41;39;str27;31
263;str46;29;str31;10;str45;19;str30;7
264;str41;18;str3;42;str46;47;str33;46
265;str7;32;str48;22;str30;38;str50;27
266;str15;46;str10;45;str22;38;str24;18
267;str50;21;str19;11;str32;16;str10;37
268;str36;31;str28;46;str15;42;str41;24
269;str45;23;str39;10;str44;20;str19;42
270;str26;29;str44;41;str10;4;str49;5
271;str8;34;str22;49;str17;49;str18;46
272;str5;34;str27;7;str45;24;str17;23
273;str22;11;str37;2;str31;26;str13;25
274;str36;15;str19;33;str45;3;str16;42
275;str38;37;str5;14;str44;33;str33;43
276;str22;31;str17;1;str8;48;str2;46
277;str33;30;str15;21;str23;32;str50;6
278;str43;43;str43;24;str33;49;str8;27
279;str29;40;str18;49;str39;3;str43;10
280;str3;13;str23;2;str5;43;str47;14
281;str36;28;str12;29;str32;37;str39;4
282;str26;19;str34;38;str44;15;str8;21
283;str10;43;str11;9;str25;33;str35;9
284;str6;13;str23;12;str11;29;str24;9
285;str16;22;str3;14;str27;16;str14;39
286;str5;14;str20;29;str40;7;str39;44
287;str49;5;str48;4;str5;17;str27;3
288;str22;29;str41;29;str35;26;str35;29
289;str7;43;str3;1;str10;12;str46;20
290;str4;21;str37;41;str50;1;str32;1
291;str28;22;str10;35;str26;37;str48;44
292;str28;20;str3;43;str30;41;str17;45
293;str31;1;str7;12;str7;24;str1;3
294;str26;16;str47;36;str28;27;str6;34
295;str20;33;str13;12;str17;50;str22;13
296;str1;1;str31;14;str34;45;str37;34
297;str33;39;str48;1;str38;17;str21;28
298;str5;45;str11;39;str27;42;str41;37
299;str44;49;str31;28;str10;41;str15;11
300;str7;19;str33;30;str48;30;str27;49
301;str50;19;str21;11;str40;34;str47;14
302;str14;19;str31;47;str43;50;str33;5
303;str24;10;str33;7;str15;42;str11;26
304;str21;34;str33;18;str43;45;str32;48
305;str4;38;str27;38;str25;15;str38;11
306;str30;4;str31;4;str40;41;str44;28
307;str26;1;str30;7;str5;22;str28;15
308;str23;20;str36;12;str36;20;str36;15
309;str14;28;str19;10;str8;27;str29;1
310;str45;40;str27;44;str8;5;str21;50
311;str47;19;str45;8;str49;11;str14;40
312;str40;45;str10;15;str43;6;str49;48
313;str28;33;str18;14;str19;46;str44;19
314;str38;24;str31;31;str38;2;str30;2
315;str25;40;str16;39;str47;35;str32;9
316;str43;5;str26;37;str21;5;str12;24
317;str16;31;str42;39;str8;6;str5;28
318;str8;4;str24;46;str47;3;str46;45
319;str33;10;str47;26;str47;20;str3;19
320;str37;33;str40;10;str3;1;str41;23
321;str29;45;str20;23;str33;46;str46;35
322;str11;49;str30;44;str19;24;str27;2
323;str1;22;str42;14;str23;25;str9;3
324;str5;44;str29;43;str18;43;str26;9
325;str20;39;str44;39;str30;3;str36;32
326;str48;13;str22;7;str22;46;str35;44
327;str15;41;str29;7;str33;16;str19;46
328;str4;18;str18;31;str4;18;str22;42
329;str7;37;str16;12;str9;21;str15;25
330;str39;39;str29;30;str4;2;str32;21
331;str2;6;str35;6;str42;1;str34;38
332;str47;31;str36;28;str48;32;str8;26
333;str14;46;str5;48;str8;36;str44;34
334;str5;25;str31;34;str46;31;str21;37
335;str42;12;str33;20;str50;8;str39;17
336;str12;42;str6;14;str16;41;str27;31
337;str18;16;str30;25;str9;38;str34;48
338;str46;26;str45;6;str38;4;str22;25
339;str12;7;str6;11;str44;4;str50;48
340;str23;13;str31;5;str19;44;str16;44
341;str11;31;str33;15;str45;32;str3;10
342;str7;46;str1;14;str41;3;str8;22
343;str5;12;str6;6;str42;36;str1;30
344;str35;2;str7;7;str16;7;str47;16
345;str31;18;str14;27;str10;7;str43;32
346;str35;41;str24;30;str2;24;str21;32
347;str13;5;str44;13;str25;23;str42;14
348;str25;45;str41;38;str16;50;str6;8
349;str38;34;str50;35;str16;25;str22;40
350;str24;5;str28;37;str10;5;str27;45
351;str43;37;str5;2;str17;26;str30;11
352;str10;3;str8;22;str40;40;str3;1
353;str38;25;str2;14;str7;48;str25;9
354;str22;23;str18;2;str5;32;str11;18
355;str30;10;str47;18;str21;23;str20;5
356;str23;16;str32;24;str18;4;str1;41
357;str19;46;str33;48;str35;15;str35;32
358;str15;20;str25;45;str12;14;str10;41
359;str49;5;str48;38;str41;7;str31;46
360;str4;17;str32;6;str12;30;str37;17
361;str24;35;str27;2;str44;43;str18;42
362;str7;10;str10;19;str31;43;str3;30
363;str28;1;str25;29;str11;25;str35;24
364;str25;28;str32;14;str42;1;str21;8
365;str13;18;str3;16;str46;9;str14;39
366;str37;47;str18;32;str49;5;str19;25
367;str30;49;str41;48;str30;17;str32;11
368;str8;14;str48;22;str11;29;str5;22
369;str14;7;str40;38;str5;20;str5;16
370;str28;2;str22;33;str4;9;str43;3
371;str38;39;str18;12;str42;33;str32;18
372;str48;5;str32;30;str44;6;str10;1
373;str40;13;str43;24;str49;50;str15;29
374;str43;4;str46;6;str38;3;str23;26
375;str15;38;str49;1;str30;39;str19;26
376;str16;50;str19;15;str23;5;str28;14
377;str21;13;str11;16;str9;24;str26;11
378;str7;50;str12;29;str28;5;str38;18
379;str15;50;str7;13;str12;15;str18;36
380;str35;11;str11;14;str43;37;str33;29
381;str1;17;str4;33;str22;27;str25;31
382;str15;45;str17;43;str24;34;str35;41
383;str49;20;str12;1;str4;31;str8;16
384;str38;47;str18;26;str42;28;str35;8
385;str25;15;str21;36;str6;25;str46;2
386;str20;6;str36;46;str26;31;str33;33
387;str43;31;str20;13;str32;16;str32;33
388;str34;5;str48;18;str30;1;str27;15
389;str36;43;str31;26;str10;35;str7;49
390;str19;5;str5;1;str42;5;str43;23
391;str5;43;str33;38;str30;3;str34;50
392;str5;3;str18;49;str46;33;str21;34
393;str50;36;str8;46;str5;20;str31;46
394;str6;16;str23;18;str5;1;str11;29
395;str43;37;str13;2;str19;12;str14;20
396;str21;31;str15;3;str15;37;str39;3
397;str34;34;str26;42;str9;47;str45;23
398;str30;32;str3;3;str23;18;str44;25
399;str16;2;str39;6;str30;13;str12;40
400;str27;48;str20;14;str19;19;str15;20
401;str2;48;str47;40;str23;42;str15;28
402;str38;9;str29;33;str27;46;str9;1
403;str17;1;str17;1;str41;34;str48;1
404;str41;32;str24;5;str20;36;str25;11
405;str40;12;str50;50;str49;39;str18;4
406;str49;2;str46;28;str33;3;str35;23
407;str12;43;str41;46;str1;30;str6;30
408;str21;19;str19;7;str50;9;str17;24
409;str26;17;str9;45;str19;11;str7;24
410;str16;33;str50;5;str10;31;str37;1
411;str19;16;str13;7;str38;23;str1;45
412;str24;44;str39;36;str8;5;str50;21
413;str41;2;str26;3;str28;18;str22;13
414;str35;23;str10;44;str36;18;str21;47
415;str26;27;str4;23;str19;45;str20;47
416;str39;1;str40;29;str33;12;str26;4
417;str50;17;str16;45;str20;27;str48;50
418;str39;6;str19;17;str2;47;str27;31
419;str26;20;str40;6;str26;29;str25;16
420;str25;40;str2;30;str35;49;str3;17
421;str28;30;str32;45;str39;36;str28;20
422;str37;1;str16;37;str12;23;str50;17
423;str49;5;str42;22;str3;21;str16;14
424;str20;47;str33;2;str32;9;str4;49
425;str3;19;str21;3;str5;35;str13;49
426;str5;17;str35;28;str48;6;str32;5
427;str24;30;str14;26;str27;11;str9;6
428;str44;45;str34;24;str41;3;str10;27
429;str33;41;str19;37;str48;42;str20;24
430;str32;37;str37;7;str17;27;str49;28
431;str39;6;str34;8;str32;20;str21;27
432;str3;39;str36;25;str14;17;str20;8
433;str3;27;str36;39;str5;9;str45;14
434;str21;39;str3;5;str49;6;str28;31
435;str31;18;str22;25;str40;24;str45;47
436;str45;24;str30;24;str1;16;str34;31
437;str47;2;str4;16;str12;26;str15;33
438;str21;42;str18;16;str40;12;str7;26
439;str34;17;str24;34;str5;46;str36;50
440;str24;3;str21;46;str40;26;str42;15
441;str23;6;str37;28;str11;1;str10;41
442;str31;35;str4;37;str21;46;str50;22
443;str31;35;str26;15;str37;21;str14;15
444;str47;34;str36;50;str22;26;str27;5
445;str32;6;str19;25;str20;16;str38;6
446;str25;29;str12;6;str5;41;str10;43
447;str6;10;str6;42;str4;35;str44;44
448;str20;7;str35;11;str6;33;str8;23
449;str15;42;str6;1;str28;9;str46;4
450;str12;19;str39;5;str15;26;str5;7
451;str2;42;str3;36;str35;50;str46;31
452;str49;18;str9;49;str6;48;str24;29
453;str38;38;str33;43;str28;24;str19;19
454;str36;30;str40;30;str32;11;str40;29
455;str17;2;str47;16;str34;9;str49;37
456;str46;39;str7;45;str31;19;str44;44
457;str20;9;str6;24;str26;17;str21;46
458;str36;40;str15;30;str18;23;str15;9
459;str10;9;str20;8;str35;40;str5;48
460;str20;27;str1;45;str34;27;str50;9
461;str23;21;str30;6;str3;22;str9;12
462;str14;46;str36;40;str34;23;str48;1
463;str9;15;str29;48;str7;34;str49;36
464;str25;22;str20;11;str47;41;str13;34
465;str26;24;str16;22;str1;46;str22;42
466;str32;41;str31;39;str47;9;str24;31
467;str27;26;str15;37;str36;29;str20;15
468;str40;3;str19;32;str25;6;str6;42
469;str23;40;str29;25;str48;46;str35;10
470;str13;30;str41;48;str31;18;str16;27
471;str39;20;str2;1;str42;45;str48;18
472;str41;28;str38;49;str41;12;str47;21
473;str45;50;str11;42;str25;50;str31;18
474;str26;42;str27;37;str7;20;str27;50
475;str30;25;str21;32;str14;9;str44;50
476;str19;18;str4;35;str39;30;str44;43
477;str14;49;str12;30;str34;2;str12;27
478;str31;29;str14;4;str19;47;str22;14
479;str11;18;str7;5;str33;16;str18;1
480;str18;24;str5;46;str48;12;str47;32
481;str34;15;str10;9;str36;10;str34;47
482;str28;4;str45;1;str1;34;str45;7
483;str26;40;str49;36;str37;9;str10;26
484;str5;42;str38;8;str21;25;str47;20
485;str19;43;str40;34;str35;34;str15;39
486;str19;17;str50;24;str43;3;str12;42
487;str23;40;str33;39;str23;27;str36;48
488;str44;29;str32;40;str21;28;str38;5
489;str20;50;str6;13;str13;14;str26;8
490;str36;41;str12;17;str13;17;str7;23
491;str41;50;str11;33;str5;9;str29;41
492;str26;45;str11;47;str21;11;str4;24
493;str7;31;str6;3;str18;20;str41;21
494;str17;13;str6;46;str39;38;str18;34
495;str14;12;str22;5;str19;12;str6;5
496;str46;39;str5;30;str20;28;str13;30
497;str35;13;str30;20;str43;16;str11;3
498;str27;13;str48;11;str27;11;str27;6
499;str48;27;str13;34;str45;23;str30;27
500;str16;9;str39;45;str18;6;str48;33
501;str45;18;str18;47;str23;26;str12;35
502;str19;30;str22;29;str50;15;str32;50
503;str24;10;str8;23;str5;17;str10;6
504;str49;23;str31;37;str15;48;str12;50
505;str29;29;str5;6;str48;11;str13;40
506;str24;1;str40;35;str4;40;str16;18
507;str35;17;str24;8;str8;27;str1;14
508;str7;13;str6;8;str3;12;str42;46
509;str4;28;str37;26;str3;41;str26;27
510;str23;39;str21;7;str25;41;str7;4
511;str17;1;str9;14;str29;7;str50;16
512;str3;23;str48;29;str27;44;str5;46
513;str22;27;str48;33;str3;6;str22;24
514;str39;23;str26;16;str19;50;str27;31
515;str6;14;str42;4;str18;32;str19;8
516;str2;45;str20;31;str12;21;str41;2
517;str4;36;str37;45;str10;32;str49;32
518;str25;39;str49;50;str29;8;str44;27
519;str33;11;str37;16;str15;35;str28;17
520;str49;6;str8;4;str48;13;str22;24
521;str27;46;str1;37;str20;23;str37;49
522;str21;14;str14;28;str7;9;str1;37
523;str49;38;str45;19;str48;31;str3;6
524;str29;50;str1;41;str14;12;str23;30
525;str40;49;str28;21;str48;42;str7;29
526;str33;16;str16;40;str17;23;str13;2
527;str35;4;str18;46;str50;15;str41;39
528;str37;8;str36;49;str42;41;str46;30
529;str28;18;str44;16;str22;26;str41;37
530;str34;13;str24;48;str3;50;str37;18
531;str46;41;str15;17;str37;35;str19;9
532;str48;31;str16;22;str24;48;str50;36
533;str16;12;str39;38;str46;24;str49;2
534;str13;33;str27;24;str11;26;str48;19
535;str9;33;str23;27;str29;3;str46;37
536;str16;4;str46;17;str36;29;str8;27
537;str13;46;str29;39;str24;6;str39;19
538;str19;14;str4;9;str19;39;str14;41
539;str37;10;str27;24;str13;10;str34;28
540;str39;25;str5;14;str45;13;str39;36
541;str48;30;str39;50;str37;46;str14;46
542;str2;32;str26;43;str31;31;str17;42
543;str22;48;str5;13;str23;33;str21;37
544;str26;23;str18;23;str32;18;str12;21
545;str19;27;str39;19;str50;42;str34;3
546;str17;17;str33;25;str18;38;str37;17
547;str31;12;str4;10;str41;25;str10;13
548;str47;42;str42;34;str31;37;str5;45
549;str47;33;str49;16;str37;42;str33;4
550;str16;50;str37;15;str32;23;str50;28
551;str22;12;str5;30;str31;14;str38;20
552;str25;15;str17;20;str6;14;str5;40
553;str3;38;str8;42;str32;31;str43;2
554;str28;13;str20;7;str17;14;str31;46
555;str25;32;str5;18;str25;11;str29;45
556;str32;21;str32;35;str37;45;str35;45
557;str50;33;str34;25;str3;17;str25;29
558;str15;36;str12;3;str14;7;str47;41
559;str8;28;str39;25;str31;10;str41;39
560;str9;8;str35;43;str15;14;str42;28
561;str26;49;str24;15;str30;38;str19;6
562;str9;9;str28;15;str39;37;str14;43
563;str15;44;str7;21;str13;14;str29;46
564;str1;34;str39;35;str32;34;str38;14
565;str18;45;str27;12;str18;45;str11;41
566;str18;26;str15;8;str5;39;str28;3
567;str27;40;str30;7;str38;48;str41;8
568;str6;39;str27;17;str30;1;str43;10
569;str49;39;str3;19;str31;39;str23;35
570;str3;40;str28;21;str16;44;str45;32
571;str46;10;str9;24;str38;25;str30;37
572;str46;20;str13;26;str47;40;str46;15
573;str32;27;str32;33;str10;23;str42;29
574;str47;41;str1;13;str5;23;str36;32
575;str40;33;str28;25;str34;6;str2;33
576;str24;22;str18;30;str38;2;str27;6
577;str39;50;str6;4;str22;48;str23;24
578;str34;35;str2;30;str43;34;str1;23
579;str3;22;str47;27;str14;47;str47;10
580;str40;13;str24;12;str41;4;str36;11
581;str7;27;str14;34;str31;14;str25;8
582;str32;23;str28;7;str39;1;str35;9
583;str41;45;str31;40;str43;16;str41;30
584;str49;43;str25;10;str7;26;str19;22
585;str1;31;str24;2;str17;15;str44;25
586;str43;29;str35;29;str30;44;str18;15
587;str48;1;str4;6;str33;23;str29;39
588;str48;5;str19;35;str23;14;str30;4
589;str6;23;str1;41;str19;16;str38;8
590;str43;5;str12;48;str30;48;str27;29
591;str36;48;str17;37;str7;47;str26;6
592;str11;25;str33;32;str14;2;str46;16
593;str21;36;str25;39;str33;2;str43;32
594;str37;2;str22;38;str27;36;str30;13
595;str17;13;str34;25;str8;29;str44;42
596;str9;13;str13;44;str24;34;str33;26
597;str18;46;str19;11;str39;10;str42;33
598;str46;4;str4;24;str15;16;str19;28
599;str5;10;str8;42;str43;14;str20;33
600;str10;3;str26;45;str23;45;str11;32
601;str11;22;str35;30;str11;9;str34;27
602;str45;28;str15;17;str44;24;str12;18
603;str47;15;str1;19;str32;26;str49;37
604;str26;28;str24;13;str40;29;str24;18
605;str2;27;str36;48;str35;50;str10;37
606;str7;32;str5;20;str6;39;str25;4
607;str43;18;str5;29;str47;14;str40;44
608;str43;31;str38;29;str21;22;str15;25
609;str46;28;str28;14;str33;14;str38;16
610;str40;5;str2;32;str7;40;str25;32
611;str34;29;str28;26;str8;23;str5;30
612;str39;14;str1;49;str1;9;str20;6
613;str6;1;str19;21;str2;25;str31;42
614;str5;45;str28;24;str30;40;str22;17
615;str15;22;str6;44;str4;2;str3;38
616;str45;23;str16;50;str10;30;str8;40
617;str21;22;str3;41;str8;47;str23;29
618;str37;32;str46;2;str46;30;str49;15
619;str2;44;str43;41;str42;22;str3;34
620;str37;12;str7;2;str22;28;str13;15
621;str35;8;str29;6;str33;33;str9;9
622;str16;13;str43;5;str15;45;str11;7
623;str44;25;str12;44;str13;30;str40;2
624;str17;9;str40;37;str20;19;str12;13
625;str35;13;str47;20;str22;15;str24;7
626;str32;26;str4;43;str33;13;str37;5
627;str39;34;str16;36;str7;36;str10;21
628;str41;25;str15;28;str50;50;str33;35
629;str32;34;str26;10;str38;39;str19;46
630;str38;28;str13;37;str37;10;str7;21
631;str47;20;str48;35;str5;34;str20;17
632;str26;15;str33;37;str27;25;str48;31
633;str47;29;str31;13;str25;39;str10;12
634;str40;47;str50;1;str31;1;str29;41
635;str20;39;str29;12;str9;1;str49;42
636;str20;9;str28;36;str25;15;str27;12
